Scenario_ID,Variant_ID,User_Type,Input_Validity,Data_State,Browser,Device,Network_Speed,Field_Values,System_State,Auth_Method,Payment_Method,Product_Type,Order_Status,Notification_Type
TS-066,V204,Buyer,Valid,Has_Orders,Chrome,Desktop,High,Reorder_Items,Active,Email,N/A,Apparel,Delivered,N/A
TS-066,V205,Buyer,Valid,Has_Orders,Firefox,Desktop,High,Reorder_Items,Active,Email,N/A,Apparel,Delivered,N/A
TS-067,V206,Buyer,Valid,Has_Orders,Chrome,Desktop,High,Track_Order,Active,Email,N/A,Apparel,Open,N/A
TS-067,V207,Buyer,Valid,Has_Orders,Chrome,Desktop,High,Track_Order,Active,Email,N/A,Apparel,Shipped,N/A
TS-068,V208,Buyer,Valid,Has_Orders,Chrome,Desktop,High,View_Status_Open,Active,Email,N/A,Apparel,Open,N/A
TS-068,V209,Buyer,Valid,Has_Orders,Chrome,Desktop,High,View_Status_Confirmed,Active,Email,N/A,Apparel,Confirmed,N/A
TS-068,V210,Buyer,Valid,Has_Orders,Chrome,Desktop,High,View_Status_InProcess,Active,Email,N/A,Apparel,In_Process,N/A
TS-068,V211,Buyer,Valid,Has_Orders,Chrome,Desktop,High,View_Status_Shipped,Active,Email,N/A,Apparel,Shipped,N/A
TS-068,V212,Buyer,Valid,Has_Orders,Chrome,Desktop,High,View_Status_Delivered,Active,Email,N/A,Apparel,Delivered,N/A
TS-069,V213,Buyer,Valid,Has_Orders,Chrome,Desktop,High,Receive_Status_Email,Active,Email,N/A,Apparel,Confirmed,Order_Status_Update
TS-069,V214,Buyer,Valid,Has_Orders,Chrome,Desktop,High,Receive_Status_Email,Active,Email,N/A,Apparel,Shipped,Order_Status_Update
TS-069,V215,Buyer,Valid,Has_Orders,Chrome,Desktop,High,Receive_Status_Email,Active,Email,N/A,Apparel,Delivered,Order_Status_Update
TS-070,V216,Buyer,Valid,Logged_In,Chrome,Desktop,High,Access_Account,Active,Email,N/A,N/A,N/A,N/A
TS-070,V217,Buyer,Valid,Logged_In,Firefox,Desktop,High,Access_Account,Active,Email,N/A,N/A,N/A,N/A
TS-071,V218,Buyer,Valid,Logged_In,Chrome,Desktop,High,Update_Email,Active,Email,N/A,N/A,N/A,N/A
TS-071,V219,Buyer,Valid,Logged_In,Chrome,Desktop,High,Update_Phone,Active,Email,N/A,N/A,N/A,N/A
TS-071,V220,Buyer,Valid,Logged_In,Firefox,Desktop,High,Update_Email,Active,Email,N/A,N/A,N/A,N/A
TS-072,V221,Buyer,Valid,Logged_In,Chrome,Desktop,High,Change_Password,Active,Email,N/A,N/A,N/A,N/A
TS-072,V222,Buyer,Valid,Logged_In,Firefox,Desktop,High,Change_Password,Active,Email,N/A,N/A,N/A,N/A
TS-073,V223,Buyer,Valid,Logged_In,Chrome,Desktop,High,Add_New_Address,Active,Email,N/A,N/A,N/A,N/A
TS-073,V224,Buyer,Valid,Logged_In,Firefox,Desktop,High,Add_New_Address,Active,Email,N/A,N/A,N/A,N/A
TS-074,V225,Buyer,Valid,Has_Addresses,Chrome,Desktop,High,Edit_Address,Active,Email,N/A,N/A,N/A,N/A
TS-074,V226,Buyer,Valid,Has_Addresses,Firefox,Desktop,High,Edit_Address,Active,Email,N/A,N/A,N/A,N/A
TS-075,V227,Buyer,Valid,Has_Addresses,Chrome,Desktop,High,Delete_Address,Active,Email,N/A,N/A,N/A,N/A
TS-075,V228,Buyer,Valid,Has_Addresses,Firefox,Desktop,High,Delete_Address,Active,Email,N/A,N/A,N/A,N/A
TS-076,V229,Buyer,Valid,Logged_In,Chrome,Desktop,High,Access_Orders_From_Account,Active,Email,N/A,N/A,N/A,N/A
TS-077,V230,Buyer,Valid,Logged_In,Chrome,Desktop,High,Access_Wishlist_From_Account,Active,Email,N/A,N/A,N/A,N/A
TS-078,V231,Buyer,Valid,Logged_In,Chrome,Desktop,High,Access_Cart_From_Account,Active,Email,N/A,N/A,N/A,N/A
TS-079,V232,Buyer,Valid,Logged_In,Chrome,Desktop,High,Access_Reviews_From_Account,Active,Email,N/A,N/A,N/A,N/A
TS-080,V233,Buyer,Valid,Logged_In,Chrome,Desktop,High,Logout,Active,Email,N/A,N/A,N/A,N/A
TS-080,V234,Buyer,Valid,Logged_In,Firefox,Desktop,High,Logout,Active,Email,N/A,N/A,N/A,N/A
TS-081,V235,Buyer,Valid,Purchased_Product,Chrome,Desktop,High,Post_Rating,Active,Email,N/A,Apparel,Delivered,N/A
TS-081,V236,Buyer,Valid,Purchased_Product,Firefox,Desktop,High,Post_Rating,Active,Email,N/A,Apparel,Delivered,N/A
TS-082,V237,Buyer,Valid,Purchased_Product,Chrome,Desktop,High,Post_Review,Active,Email,N/A,Apparel,Delivered,N/A
TS-082,V238,Buyer,Valid,Purchased_Product,Firefox,Desktop,High,Post_Review,Active,Email,N/A,Apparel,Delivered,N/A
TS-083,V239,Buyer,Invalid,Not_Purchased,Chrome,Desktop,High,Attempt_Rate_Not_Bought,Active,Email,N/A,Apparel,N/A,N/A
TS-084,V240,Buyer,Invalid,Not_Purchased,Chrome,Desktop,High,Attempt_Review_Not_Bought,Active,Email,N/A,Apparel,N/A,N/A
TS-085,V241,Visitor,Invalid,Not_Logged_In,Chrome,Desktop,High,Attempt_Rate_No_Login,Active,N/A,N/A,Apparel,N/A,N/A
TS-085,V242,Visitor,Invalid,Not_Logged_In,Chrome,Desktop,High,Attempt_Review_No_Login,Active,N/A,N/A,Apparel,N/A,N/A
TS-086,V243,Visitor,Valid,Product_Listing,Chrome,Desktop,High,View_Ratings,Active,N/A,N/A,Apparel,N/A,N/A
TS-087,V244,Visitor,Valid,Product_Details,Chrome,Desktop,High,View_Reviews,Active,N/A,N/A,Apparel,N/A,N/A
TS-088,V245,Visitor,Valid,N/A,Chrome,Desktop,High,Submit_Support_Request,Active,N/A,N/A,N/A,N/A,Support_Request
TS-088,V246,Buyer,Valid,Logged_In,Chrome,Desktop,High,Submit_Support_Request,Active,Email,N/A,N/A,N/A,Support_Request
TS-089,V247,Admin,Valid,Active_Admin,Chrome,Desktop,High,Receive_Support_Email,Active,Email,N/A,N/A,N/A,Support_Request
TS-090,V248,Visitor,Invalid,N/A,Chrome,Desktop,High,Invalid_Email_Support,Active,N/A,N/A,N/A,N/A,N/A
TS-091,V249,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Dashboard,Active,Email,N/A,N/A,N/A,N/A
TS-091,V250,Admin,Valid,Active_Admin,Firefox,Desktop,High,View_Dashboard,Active,Email,N/A,N/A,N/A,N/A
TS-092,V251,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Active_Buyers,Active,Email,N/A,N/A,N/A,N/A
TS-093,V252,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Inactive_Buyers,Active,Email,N/A,N/A,N/A,N/A
TS-094,V253,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Total_Products,Active,Email,N/A,N/A,N/A,N/A
TS-095,V254,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Today_Revenue,Active,Email,N/A,N/A,N/A,N/A
TS-096,V255,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Month_Revenue,Active,Email,N/A,N/A,N/A,N/A
TS-097,V256,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_All_Buyers,Active,Email,N/A,N/A,N/A,N/A
TS-097,V257,Admin,Valid,Active_Admin,Firefox,Desktop,High,View_All_Buyers,Active,Email,N/A,N/A,N/A,N/A
TS-098,V258,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Buyer_Details,Active,Email,N/A,N/A,N/A,N/A
TS-098,V259,Admin,Valid,Active_Admin,Firefox,Desktop,High,View_Buyer_Details,Active,Email,N/A,N/A,N/A,N/A
TS-099,V260,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_Buyer_Info,Active,Email,N/A,N/A,N/A,N/A
TS-100,V261,Admin,Valid,Active_Admin,Chrome,Desktop,High,Activate_Buyer,Active,Email,N/A,N/A,N/A,N/A
TS-101,V262,Admin,Valid,Active_Admin,Chrome,Desktop,High,Deactivate_Buyer,Active,Email,N/A,N/A,N/A,N/A
TS-102,V263,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_All_Orders,Active,Email,N/A,N/A,N/A,N/A
TS-102,V264,Admin,Valid,Active_Admin,Firefox,Desktop,High,View_All_Orders,Active,Email,N/A,N/A,N/A,N/A
TS-103,V265,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Order_Status,Active,Email,N/A,N/A,Open,N/A
TS-103,V266,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Order_Status,Active,Email,N/A,N/A,Confirmed,N/A
TS-103,V267,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Order_Status,Active,Email,N/A,N/A,Shipped,N/A
TS-104,V268,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Order_Details,Active,Email,N/A,Apparel,Open,N/A
TS-104,V269,Admin,Valid,Active_Admin,Firefox,Desktop,High,View_Order_Details,Active,Email,N/A,Apparel,Open,N/A
TS-105,V270,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_Order,Active,Email,N/A,Apparel,Open,N/A
TS-106,V271,Admin,Valid,Active_Admin,Chrome,Desktop,High,Set_Status_Open,Active,Email,N/A,Apparel,Open,N/A
TS-107,V272,Admin,Valid,Active_Admin,Chrome,Desktop,High,Set_Status_Confirmed,Active,Email,N/A,Apparel,Confirmed,Order_Status_Update
TS-108,V273,Admin,Valid,Active_Admin,Chrome,Desktop,High,Set_Status_InProcess,Active,Email,N/A,Apparel,In_Process,Order_Status_Update
TS-109,V274,Admin,Valid,Active_Admin,Chrome,Desktop,High,Set_Status_Shipped,Active,Email,N/A,Apparel,Shipped,Order_Status_Update
TS-110,V275,Admin,Valid,Active_Admin,Chrome,Desktop,High,Set_Status_Delivered,Active,Email,N/A,Apparel,Delivered,Order_Status_Update
TS-111,V276,Admin,Valid,Active_Admin,Chrome,Desktop,High,Add_Shipping_Info,Active,Email,N/A,Apparel,Shipped,N/A
TS-111,V277,Admin,Valid,Active_Admin,Firefox,Desktop,High,Add_Shipping_Info,Active,Email,N/A,Apparel,Shipped,N/A
TS-112,V278,Buyer,Valid,Has_Orders,Chrome,Desktop,High,Buyer_Receives_Email,Active,Email,N/A,Apparel,Confirmed,Order_Status_Update
TS-113,V279,Admin,Valid,Active_Admin,Chrome,Desktop,High,Add_Category,Active,Email,N/A,N/A,N/A,N/A
TS-113,V280,Admin,Valid,Active_Admin,Firefox,Desktop,High,Add_Category,Active,Email,N/A,N/A,N/A,N/A
TS-114,V281,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_Category,Active,Email,N/A,N/A,N/A,N/A
TS-115,V282,Admin,Valid,Active_Admin,Chrome,Desktop,High,Activate_Category,Active,Email,N/A,N/A,N/A,N/A
TS-116,V283,Admin,Valid,Active_Admin,Chrome,Desktop,High,Deactivate_Category,Active,Email,N/A,N/A,N/A,N/A
TS-117,V284,Admin,Valid,Active_Admin,Chrome,Desktop,High,Add_SubCategory,Active,Email,N/A,N/A,N/A,N/A
TS-117,V285,Admin,Valid,Active_Admin,Firefox,Desktop,High,Add_SubCategory,Active,Email,N/A,N/A,N/A,N/A
TS-118,V286,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_SubCategory,Active,Email,N/A,N/A,N/A,N/A
TS-119,V287,Admin,Valid,Active_Admin,Chrome,Desktop,High,Activate_SubCategory,Active,Email,N/A,N/A,N/A,N/A
TS-120,V288,Admin,Valid,Active_Admin,Chrome,Desktop,High,Deactivate_SubCategory,Active,Email,N/A,N/A,N/A,N/A
TS-121,V289,Admin,Valid,Active_Admin,Chrome,Desktop,High,Add_Product,Active,Email,N/A,Apparel,N/A,N/A
TS-121,V290,Admin,Valid,Active_Admin,Firefox,Desktop,High,Add_Product,Active,Email,N/A,Apparel,N/A,N/A
TS-122,V291,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_Product,Active,Email,N/A,Apparel,N/A,N/A
TS-122,V292,Admin,Valid,Active_Admin,Firefox,Desktop,High,Edit_Product,Active,Email,N/A,Apparel,N/A,N/A
TS-123,V293,Admin,Valid,Active_Admin,Chrome,Desktop,High,Activate_Product,Active,Email,N/A,Apparel,N/A,N/A
TS-124,V294,Admin,Valid,Active_Admin,Chrome,Desktop,High,Deactivate_Product,Active,Email,N/A,Apparel,N/A,N/A
TS-125,V295,Admin,Valid,Active_Admin,Chrome,Desktop,High,Upload_Product_Images,Active,Email,N/A,Apparel,N/A,N/A
TS-125,V296,Admin,Valid,Active_Admin,Firefox,Desktop,High,Upload_Product_Images,Active,Email,N/A,Apparel,N/A,N/A
TS-126,V297,Admin,Valid,Active_Admin,Chrome,Desktop,High,Add_Color_Variation,Active,Email,N/A,Apparel,N/A,N/A
TS-126,V298,Admin,Valid,Active_Admin,Chrome,Desktop,High,Add_Size_Variation,Active,Email,N/A,Apparel,N/A,N/A
TS-126,V299,Admin,Valid,Active_Admin,Chrome,Desktop,High,Add_Multiple_Variations,Active,Email,N/A,Apparel,N/A,N/A
TS-127,V300,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Payment_Config,Active,Email,N/A,N/A,N/A,N/A
TS-128,V301,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_Bank_Details,Active,Email,N/A,N/A,N/A,N/A
TS-129,V302,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Payment_Status,Active,Email,N/A,Apparel,N/A,N/A
TS-130,V303,Admin,Valid,Active_Admin,Chrome,Desktop,High,Verify_Stripe_Integration,Active,Email,N/A,N/A,N/A,N/A
TS-131,V304,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Pending_Ratings,Active,Email,N/A,N/A,N/A,N/A
TS-132,V305,Admin,Valid,Active_Admin,Chrome,Desktop,High,Approve_Rating,Active,Email,N/A,Apparel,N/A,N/A
TS-132,V306,Admin,Valid,Active_Admin,Firefox,Desktop,High,Approve_Rating,Active,Email,N/A,Apparel,N/A,N/A
TS-133,V307,Admin,Valid,Active_Admin,Chrome,Desktop,High,Reject_Rating,Active,Email,N/A,Apparel,N/A,N/A
TS-133,V308,Admin,Valid,Active_Admin,Firefox,Desktop,High,Reject_Rating,Active,Email,N/A,Apparel,N/A,N/A
TS-134,V309,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Pending_Reviews,Active,Email,N/A,N/A,N/A,N/A
TS-135,V310,Admin,Valid,Active_Admin,Chrome,Desktop,High,Approve_Review,Active,Email,N/A,Apparel,N/A,N/A
TS-135,V311,Admin,Valid,Active_Admin,Firefox,Desktop,High,Approve_Review,Active,Email,N/A,Apparel,N/A,N/A
TS-136,V312,Admin,Valid,Active_Admin,Chrome,Desktop,High,Reject_Review,Active,Email,N/A,Apparel,N/A,N/A
TS-136,V313,Admin,Valid,Active_Admin,Firefox,Desktop,High,Reject_Review,Active,Email,N/A,Apparel,N/A,N/A
TS-137,V314,Admin,Valid,Active_Admin,Chrome,Desktop,High,Report_Products_DateRange,Active,Email,N/A,N/A,N/A,N/A
TS-137,V315,Admin,Valid,Active_Admin,Firefox,Desktop,High,Report_Products_DateRange,Active,Email,N/A,N/A,N/A,N/A
TS-138,V316,Admin,Valid,Active_Admin,Chrome,Desktop,High,Report_Products_Month,Active,Email,N/A,N/A,N/A,N/A
TS-139,V317,Admin,Valid,Active_Admin,Chrome,Desktop,High,Report_Products_Year,Active,Email,N/A,N/A,N/A,N/A
TS-140,V318,Admin,Valid,Active_Admin,Chrome,Desktop,High,Report_Revenue_Today,Active,Email,N/A,N/A,N/A,N/A
TS-141,V319,Admin,Valid,Active_Admin,Chrome,Desktop,High,Report_Revenue_Week,Active,Email,N/A,N/A,N/A,N/A
TS-142,V320,Admin,Valid,Active_Admin,Chrome,Desktop,High,Report_Revenue_DateRange,Active,Email,N/A,N/A,N/A,N/A
TS-142,V321,Admin,Valid,Active_Admin,Firefox,Desktop,High,Report_Revenue_DateRange,Active,Email,N/A,N/A,N/A,N/A
TS-143,V322,Admin,Valid,Active_Admin,Chrome,Desktop,High,Report_Revenue_Month,Active,Email,N/A,N/A,N/A,N/A
TS-144,V323,Admin,Valid,Active_Admin,Chrome,Desktop,High,Report_Revenue_Year,Active,Email,N/A,N/A,N/A,N/A
TS-145,V324,Admin,Valid,Active_Admin,Chrome,Desktop,High,Export_Report_PDF,Active,Email,N/A,N/A,N/A,N/A
TS-145,V325,Admin,Valid,Active_Admin,Firefox,Desktop,High,Export_Report_PDF,Active,Email,N/A,N/A,N/A,N/A
TS-146,V326,Admin,Valid,Active_Admin,Chrome,Desktop,High,Export_Report_Excel,Active,Email,N/A,N/A,N/A,N/A
TS-146,V327,Admin,Valid,Active_Admin,Firefox,Desktop,High,Export_Report_Excel,Active,Email,N/A,N/A,N/A,N/A
TS-147,V328,Admin,Valid,Active_Admin,Chrome,Desktop,High,Create_SubAdmin,Active,Email,N/A,N/A,N/A,N/A
TS-147,V329,Admin,Valid,Active_Admin,Firefox,Desktop,High,Create_SubAdmin,Active,Email,N/A,N/A,N/A,N/A
TS-148,V330,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_SubAdmin,Active,Email,N/A,N/A,N/A,N/A
TS-149,V331,Admin,Valid,Active_Admin,Chrome,Desktop,High,Delete_SubAdmin,Active,Email,N/A,N/A,N/A,N/A
TS-150,V332,Admin,Valid,Active_Admin,Chrome,Desktop,High,Activate_SubAdmin,Active,Email,N/A,N/A,N/A,N/A
TS-151,V333,Admin,Valid,Active_Admin,Chrome,Desktop,High,Deactivate_SubAdmin,Active,Email,N/A,N/A,N/A,N/A
TS-152,V334,Admin,Valid,Active_Admin,Chrome,Desktop,High,Assign_Role,Active,Email,N/A,N/A,N/A,N/A
TS-152,V335,Admin,Valid,Active_Admin,Firefox,Desktop,High,Assign_Role,Active,Email,N/A,N/A,N/A,N/A
TS-153,V336,Admin,Valid,Active_Admin,Chrome,Desktop,High,Add_New_Role,Active,Email,N/A,N/A,N/A,N/A
TS-153,V337,Admin,Valid,Active_Admin,Firefox,Desktop,High,Add_New_Role,Active,Email,N/A,N/A,N/A,N/A
TS-154,V338,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_Role_Permissions,Active,Email,N/A,N/A,N/A,N/A
TS-154,V339,Admin,Valid,Active_Admin,Firefox,Desktop,High,Edit_Role_Permissions,Active,Email,N/A,N/A,N/A,N/A
TS-155,V340,Admin,Valid,Active_Admin,Chrome,Desktop,High,Delete_Role,Active,Email,N/A,N/A,N/A,N/A
TS-156,V341,Admin,Valid,Active_Admin,Chrome,Desktop,High,Activate_Role,Active,Email,N/A,N/A,N/A,N/A
TS-157,V342,Admin,Valid,Active_Admin,Chrome,Desktop,High,Deactivate_Role,Active,Email,N/A,N/A,N/A,N/A
TS-158,V343,Sub_Admin,Valid,Active_Sub_Admin,Chrome,Desktop,High,Access_Allowed_Sections,Active,Email,N/A,N/A,N/A,N/A
TS-158,V344,Sub_Admin,Invalid,Active_Sub_Admin,Chrome,Desktop,High,Access_Denied_Sections,Active,Email,N/A,N/A,N/A,N/A
TS-159,V345,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_AboutUs_Page,Active,Email,N/A,N/A,N/A,N/A
TS-159,V346,Admin,Valid,Active_Admin,Firefox,Desktop,High,Edit_AboutUs_Page,Active,Email,N/A,N/A,N/A,N/A
TS-160,V347,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_ContactUs_Page,Active,Email,N/A,N/A,N/A,N/A
TS-161,V348,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_PrivacyPolicy_Page,Active,Email,N/A,N/A,N/A,N/A
TS-162,V349,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_Terms_Page,Active,Email,N/A,N/A,N/A,N/A
TS-163,V350,Admin,Valid,Active_Admin,Chrome,Desktop,High,Add_Email_Template,Active,Email,N/A,N/A,N/A,Email_Template
TS-163,V351,Admin,Valid,Active_Admin,Firefox,Desktop,High,Add_Email_Template,Active,Email,N/A,N/A,N/A,Email_Template
TS-164,V352,Admin,Valid,Active_Admin,Chrome,Desktop,High,Edit_Email_Template,Active,Email,N/A,N/A,N/A,Email_Template
TS-164,V353,Admin,Valid,Active_Admin,Firefox,Desktop,High,Edit_Email_Template,Active,Email,N/A,N/A,N/A,Email_Template
TS-165,V354,Admin,Valid,Active_Admin,Chrome,Desktop,High,Delete_Email_Template,Active,Email,N/A,N/A,N/A,N/A
TS-166,V355,Admin,Valid,Active_Admin,Chrome,Desktop,High,Send_Product_Launch_Email,Active,Email,N/A,Apparel,N/A,Product_Launch
TS-166,V356,Admin,Valid,Active_Admin,Firefox,Desktop,High,Send_Product_Launch_Email,Active,Email,N/A,Apparel,N/A,Product_Launch
TS-167,V357,Admin,Valid,Active_Admin,Chrome,Desktop,High,Send_Offers_Email,Active,Email,N/A,N/A,N/A,Promotion
TS-167,V358,Admin,Valid,Active_Admin,Chrome,Desktop,High,Send_Promotions_Email,Active,Email,N/A,N/A,N/A,Promotion
TS-168,V359,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Customer_Queries,Active,Email,N/A,N/A,N/A,N/A
TS-169,V360,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Customer_Complaints,Active,Email,N/A,N/A,N/A,N/A
TS-170,V361,Admin,Valid,Active_Admin,Chrome,Desktop,High,View_Customer_Feedback,Active,Email,N/A,N/A,N/A,N/A
TS-171,V362,Admin,Valid,Active_Admin,Chrome,Desktop,High,Receive_Support_Email,Active,Email,N/A,N/A,N/A,Support_Request
TS-171,V363,Admin,Valid,Active_Admin,Firefox,Desktop,High,Receive_Support_Email,Active,Email,N/A,N/A,N/A,Support_Request
TS-172,V364,Buyer,Valid,Concurrent_100_Users,Chrome,Desktop,High,Load_Test_100_Users,Active,Email,N/A,N/A,N/A,N/A
TS-172,V365,Buyer,Invalid,Concurrent_101_Users,Chrome,Desktop,High,Load_Test_Exceed,Active,Email,N/A,N/A,N/A,N/A
TS-173,V366,Visitor,Valid,N/A,Chrome,Desktop,High,Page_Load_Under_30s,Active,N/A,N/A,N/A,N/A,N/A
TS-173,V367,Visitor,Valid,N/A,Chrome,Desktop,Medium,Page_Load_Under_30s,Active,N/A,N/A,N/A,N/A,N/A
TS-173,V368,Visitor,Invalid,N/A,Chrome,Desktop,Low,Page_Load_Over_30s,Active,N/A,N/A,N/A,N/A,N/A
TS-174,V369,Visitor,Valid,N/A,Chrome,Desktop,High,Page_Not_Found_Error,Active,N/A,N/A,N/A,N/A,N/A
TS-174,V370,Visitor,Valid,N/A,Firefox,Desktop,High,Page_Not_Found_Error,Active,N/A,N/A,N/A,N/A,N/A
TS-175,V371,Buyer,Valid,Payment,Chrome,Desktop,High,SSL_Connection,Active,Email,Credit_Card,N/A,N/A,N/A
TS-175,V372,Buyer,Valid,Payment,Firefox,Desktop,High,SSL_Connection,Active,Email,Credit_Card,N/A,N/A,N/A
TS-176,V373,Buyer,Valid,Payment,Chrome,Desktop,High,Encrypted_Payment_Data,Active,Email,Credit_Card,N/A,N/A,N/A
TS-176,V374,Buyer,Valid,Payment,Firefox,Desktop,High,Encrypted_Payment_Data,Active,Email,Debit_Card,N/A,N/A,N/A
TS-177,V375,Visitor,Invalid,N/A,Chrome,Desktop,High,Non_US_Address_Rejected,Active,N/A,N/A,N/A,N/A,N/A
TS-177,V376,Buyer,Invalid,Checkout,Chrome,Desktop,High,Non_US_Shipping_Rejected,Active,Email,N/A,N/A,N/A,N/A
TS-178,V377,Buyer,Valid,Payment,Chrome,Desktop,High,USD_Currency,Active,Email,Credit_Card,Apparel,N/A,N/A
TS-178,V378,Buyer,Valid,Payment,Firefox,Desktop,High,USD_Currency,Active,Email,Debit_Card,Apparel,N/A,N/A
