Scenario_ID,Variant_ID,Browser,Device,Image_Count,Network_Speed,Product_State,User_Type
TS-019,V00351,Safari,Tablet,Multiple_Images,Low,No_Reviews,Visitor
TS-019,V00352,Edge,Desktop,Multiple_Images,High,No_Reviews,Visitor
TS-019,V00353,Edge,Desktop,Multiple_Images,Medium,No_Reviews,Visitor
TS-019,V00354,Edge,Desktop,Multiple_Images,Low,No_Reviews,Visitor
TS-019,V00355,Edge,Mobile,Multiple_Images,High,No_Reviews,Visitor
TS-019,V00356,Edge,Mobile,Multiple_Images,Medium,No_Reviews,Visitor
TS-019,V00357,Edge,Mobile,Multiple_Images,Low,No_Reviews,Visitor
TS-019,V00358,Edge,Tablet,Multiple_Images,High,No_Reviews,Visitor
TS-019,V00359,Edge,Tablet,Multiple_Images,Medium,No_Reviews,Visitor
TS-019,V00360,Edge,Tablet,Multiple_Images,Low,No_Reviews,Visitor
TS-019,V00361,Chrome,Desktop,Single_Image,High,Active,Buyer
TS-019,V00362,Chrome,Desktop,Single_Image,Medium,Active,Buyer
TS-019,V00363,Chrome,Desktop,Single_Image,Low,Active,Buyer
TS-019,V00364,Chrome,Mobile,Single_Image,High,Active,Buyer
TS-019,V00365,Chrome,Mobile,Single_Image,Medium,Active,Buyer
TS-019,V00366,Chrome,Mobile,Single_Image,Low,Active,Buyer
TS-019,V00367,Chrome,Tablet,Single_Image,High,Active,Buyer
TS-019,V00368,Chrome,Tablet,Single_Image,Medium,Active,Buyer
TS-019,V00369,Chrome,Tablet,Single_Image,Low,Active,Buyer
TS-019,V00370,Firefox,Desktop,Single_Image,High,Active,Buyer
TS-019,V00371,Firefox,Desktop,Single_Image,Medium,Active,Buyer
TS-019,V00372,Firefox,Desktop,Single_Image,Low,Active,Buyer
TS-019,V00373,Firefox,Mobile,Single_Image,High,Active,Buyer
TS-019,V00374,Firefox,Mobile,Single_Image,Medium,Active,Buyer
TS-019,V00375,Firefox,Mobile,Single_Image,Low,Active,Buyer
TS-019,V00376,Firefox,Tablet,Single_Image,High,Active,Buyer
TS-019,V00377,Firefox,Tablet,Single_Image,Medium,Active,Buyer
TS-019,V00378,Firefox,Tablet,Single_Image,Low,Active,Buyer
TS-019,V00379,Safari,Desktop,Single_Image,High,Active,Buyer
TS-019,V00380,Safari,Desktop,Single_Image,Medium,Active,Buyer
TS-019,V00381,Safari,Desktop,Single_Image,Low,Active,Buyer
TS-019,V00382,Safari,Mobile,Single_Image,High,Active,Buyer
TS-019,V00383,Safari,Mobile,Single_Image,Medium,Active,Buyer
TS-019,V00384,Safari,Mobile,Single_Image,Low,Active,Buyer
TS-019,V00385,Safari,Tablet,Single_Image,High,Active,Buyer
TS-019,V00386,Safari,Tablet,Single_Image,Medium,Active,Buyer
TS-019,V00387,Safari,Tablet,Single_Image,Low,Active,Buyer
TS-019,V00388,Edge,Desktop,Single_Image,High,Active,Buyer
TS-019,V00389,Edge,Desktop,Single_Image,Medium,Active,Buyer
TS-019,V00390,Edge,Desktop,Single_Image,Low,Active,Buyer
TS-019,V00391,Edge,Mobile,Single_Image,High,Active,Buyer
TS-019,V00392,Edge,Mobile,Single_Image,Medium,Active,Buyer
TS-019,V00393,Edge,Mobile,Single_Image,Low,Active,Buyer
TS-019,V00394,Edge,Tablet,Single_Image,High,Active,Buyer
TS-019,V00395,Edge,Tablet,Single_Image,Medium,Active,Buyer
TS-019,V00396,Edge,Tablet,Single_Image,Low,Active,Buyer
TS-019,V00397,Chrome,Desktop,Multiple_Images,High,Active,Buyer
TS-019,V00398,Chrome,Desktop,Multiple_Images,Medium,Active,Buyer
TS-019,V00399,Chrome,Desktop,Multiple_Images,Low,Active,Buyer
TS-019,V00400,Chrome,Mobile,Multiple_Images,High,Active,Buyer
TS-019,V00401,Chrome,Mobile,Multiple_Images,Medium,Active,Buyer
TS-019,V00402,Chrome,Mobile,Multiple_Images,Low,Active,Buyer
TS-019,V00403,Chrome,Tablet,Multiple_Images,High,Active,Buyer
TS-019,V00404,Chrome,Tablet,Multiple_Images,Medium,Active,Buyer
TS-019,V00405,Chrome,Tablet,Multiple_Images,Low,Active,Buyer
TS-019,V00406,Firefox,Desktop,Multiple_Images,High,Active,Buyer
TS-019,V00407,Firefox,Desktop,Multiple_Images,Medium,Active,Buyer
TS-019,V00408,Firefox,Desktop,Multiple_Images,Low,Active,Buyer
TS-019,V00409,Firefox,Mobile,Multiple_Images,High,Active,Buyer
TS-019,V00410,Firefox,Mobile,Multiple_Images,Medium,Active,Buyer
TS-019,V00411,Firefox,Mobile,Multiple_Images,Low,Active,Buyer
TS-019,V00412,Firefox,Tablet,Multiple_Images,High,Active,Buyer
TS-019,V00413,Firefox,Tablet,Multiple_Images,Medium,Active,Buyer
TS-019,V00414,Firefox,Tablet,Multiple_Images,Low,Active,Buyer
TS-019,V00415,Safari,Desktop,Multiple_Images,High,Active,Buyer
TS-019,V00416,Safari,Desktop,Multiple_Images,Medium,Active,Buyer
TS-019,V00417,Safari,Desktop,Multiple_Images,Low,Active,Buyer
TS-019,V00418,Safari,Mobile,Multiple_Images,High,Active,Buyer
TS-019,V00419,Safari,Mobile,Multiple_Images,Medium,Active,Buyer
TS-019,V00420,Safari,Mobile,Multiple_Images,Low,Active,Buyer
TS-019,V00421,Safari,Tablet,Multiple_Images,High,Active,Buyer
TS-019,V00422,Safari,Tablet,Multiple_Images,Medium,Active,Buyer
TS-019,V00423,Safari,Tablet,Multiple_Images,Low,Active,Buyer
TS-019,V00424,Edge,Desktop,Multiple_Images,High,Active,Buyer
TS-019,V00425,Edge,Desktop,Multiple_Images,Medium,Active,Buyer
TS-019,V00426,Edge,Desktop,Multiple_Images,Low,Active,Buyer
TS-019,V00427,Edge,Mobile,Multiple_Images,High,Active,Buyer
TS-019,V00428,Edge,Mobile,Multiple_Images,Medium,Active,Buyer
TS-019,V00429,Edge,Mobile,Multiple_Images,Low,Active,Buyer
TS-019,V00430,Edge,Tablet,Multiple_Images,High,Active,Buyer
TS-019,V00431,Edge,Tablet,Multiple_Images,Medium,Active,Buyer
TS-019,V00432,Edge,Tablet,Multiple_Images,Low,Active,Buyer
TS-019,V00433,Chrome,Desktop,Single_Image,High,Has_Variations,Buyer
TS-019,V00434,Chrome,Desktop,Single_Image,Medium,Has_Variations,Buyer
TS-019,V00435,Chrome,Desktop,Single_Image,Low,Has_Variations,Buyer
TS-019,V00436,Chrome,Mobile,Single_Image,High,Has_Variations,Buyer
TS-019,V00437,Chrome,Mobile,Single_Image,Medium,Has_Variations,Buyer
TS-019,V00438,Chrome,Mobile,Single_Image,Low,Has_Variations,Buyer
TS-019,V00439,Chrome,Tablet,Single_Image,High,Has_Variations,Buyer
TS-019,V00440,Chrome,Tablet,Single_Image,Medium,Has_Variations,Buyer
TS-019,V00441,Chrome,Tablet,Single_Image,Low,Has_Variations,Buyer
TS-019,V00442,Firefox,Desktop,Single_Image,High,Has_Variations,Buyer
TS-019,V00443,Firefox,Desktop,Single_Image,Medium,Has_Variations,Buyer
TS-019,V00444,Firefox,Desktop,Single_Image,Low,Has_Variations,Buyer
TS-019,V00445,Firefox,Mobile,Single_Image,High,Has_Variations,Buyer
TS-019,V00446,Firefox,Mobile,Single_Image,Medium,Has_Variations,Buyer
TS-019,V00447,Firefox,Mobile,Single_Image,Low,Has_Variations,Buyer
TS-019,V00448,Firefox,Tablet,Single_Image,High,Has_Variations,Buyer
TS-019,V00449,Firefox,Tablet,Single_Image,Medium,Has_Variations,Buyer
TS-019,V00450,Firefox,Tablet,Single_Image,Low,Has_Variations,Buyer
TS-019,V00451,Safari,Desktop,Single_Image,High,Has_Variations,Buyer
TS-019,V00452,Safari,Desktop,Single_Image,Medium,Has_Variations,Buyer
TS-019,V00453,Safari,Desktop,Single_Image,Low,Has_Variations,Buyer
TS-019,V00454,Safari,Mobile,Single_Image,High,Has_Variations,Buyer
TS-019,V00455,Safari,Mobile,Single_Image,Medium,Has_Variations,Buyer
TS-019,V00456,Safari,Mobile,Single_Image,Low,Has_Variations,Buyer
TS-019,V00457,Safari,Tablet,Single_Image,High,Has_Variations,Buyer
TS-019,V00458,Safari,Tablet,Single_Image,Medium,Has_Variations,Buyer
TS-019,V00459,Safari,Tablet,Single_Image,Low,Has_Variations,Buyer
TS-019,V00460,Edge,Desktop,Single_Image,High,Has_Variations,Buyer
TS-019,V00461,Edge,Desktop,Single_Image,Medium,Has_Variations,Buyer
TS-019,V00462,Edge,Desktop,Single_Image,Low,Has_Variations,Buyer
TS-019,V00463,Edge,Mobile,Single_Image,High,Has_Variations,Buyer
TS-019,V00464,Edge,Mobile,Single_Image,Medium,Has_Variations,Buyer
TS-019,V00465,Edge,Mobile,Single_Image,Low,Has_Variations,Buyer
TS-019,V00466,Edge,Tablet,Single_Image,High,Has_Variations,Buyer
TS-019,V00467,Edge,Tablet,Single_Image,Medium,Has_Variations,Buyer
TS-019,V00468,Edge,Tablet,Single_Image,Low,Has_Variations,Buyer
TS-019,V00469,Chrome,Desktop,Multiple_Images,High,Has_Variations,Buyer
TS-019,V00470,Chrome,Desktop,Multiple_Images,Medium,Has_Variations,Buyer
TS-019,V00471,Chrome,Desktop,Multiple_Images,Low,Has_Variations,Buyer
TS-019,V00472,Chrome,Mobile,Multiple_Images,High,Has_Variations,Buyer
TS-019,V00473,Chrome,Mobile,Multiple_Images,Medium,Has_Variations,Buyer
TS-019,V00474,Chrome,Mobile,Multiple_Images,Low,Has_Variations,Buyer
TS-019,V00475,Chrome,Tablet,Multiple_Images,High,Has_Variations,Buyer
TS-019,V00476,Chrome,Tablet,Multiple_Images,Medium,Has_Variations,Buyer
TS-019,V00477,Chrome,Tablet,Multiple_Images,Low,Has_Variations,Buyer
TS-019,V00478,Firefox,Desktop,Multiple_Images,High,Has_Variations,Buyer
TS-019,V00479,Firefox,Desktop,Multiple_Images,Medium,Has_Variations,Buyer
TS-019,V00480,Firefox,Desktop,Multiple_Images,Low,Has_Variations,Buyer
TS-019,V00481,Firefox,Mobile,Multiple_Images,High,Has_Variations,Buyer
TS-019,V00482,Firefox,Mobile,Multiple_Images,Medium,Has_Variations,Buyer
TS-019,V00483,Firefox,Mobile,Multiple_Images,Low,Has_Variations,Buyer
TS-019,V00484,Firefox,Tablet,Multiple_Images,High,Has_Variations,Buyer
TS-019,V00485,Firefox,Tablet,Multiple_Images,Medium,Has_Variations,Buyer
TS-019,V00486,Firefox,Tablet,Multiple_Images,Low,Has_Variations,Buyer
TS-019,V00487,Safari,Desktop,Multiple_Images,High,Has_Variations,Buyer
TS-019,V00488,Safari,Desktop,Multiple_Images,Medium,Has_Variations,Buyer
TS-019,V00489,Safari,Desktop,Multiple_Images,Low,Has_Variations,Buyer
TS-019,V00490,Safari,Mobile,Multiple_Images,High,Has_Variations,Buyer
TS-019,V00491,Safari,Mobile,Multiple_Images,Medium,Has_Variations,Buyer
TS-019,V00492,Safari,Mobile,Multiple_Images,Low,Has_Variations,Buyer
TS-019,V00493,Safari,Tablet,Multiple_Images,High,Has_Variations,Buyer
TS-019,V00494,Safari,Tablet,Multiple_Images,Medium,Has_Variations,Buyer
TS-019,V00495,Safari,Tablet,Multiple_Images,Low,Has_Variations,Buyer
TS-019,V00496,Edge,Desktop,Multiple_Images,High,Has_Variations,Buyer
TS-019,V00497,Edge,Desktop,Multiple_Images,Medium,Has_Variations,Buyer
TS-019,V00498,Edge,Desktop,Multiple_Images,Low,Has_Variations,Buyer
TS-019,V00499,Edge,Mobile,Multiple_Images,High,Has_Variations,Buyer
TS-019,V00500,Edge,Mobile,Multiple_Images,Medium,Has_Variations,Buyer
TS-019,V00501,Edge,Mobile,Multiple_Images,Low,Has_Variations,Buyer
TS-019,V00502,Edge,Tablet,Multiple_Images,High,Has_Variations,Buyer
TS-019,V00503,Edge,Tablet,Multiple_Images,Medium,Has_Variations,Buyer
TS-019,V00504,Edge,Tablet,Multiple_Images,Low,Has_Variations,Buyer
TS-019,V00505,Chrome,Desktop,Single_Image,High,No_Variations,Buyer
TS-019,V00506,Chrome,Desktop,Single_Image,Medium,No_Variations,Buyer
TS-019,V00507,Chrome,Desktop,Single_Image,Low,No_Variations,Buyer
TS-019,V00508,Chrome,Mobile,Single_Image,High,No_Variations,Buyer
TS-019,V00509,Chrome,Mobile,Single_Image,Medium,No_Variations,Buyer
TS-019,V00510,Chrome,Mobile,Single_Image,Low,No_Variations,Buyer
TS-019,V00511,Chrome,Tablet,Single_Image,High,No_Variations,Buyer
TS-019,V00512,Chrome,Tablet,Single_Image,Medium,No_Variations,Buyer
TS-019,V00513,Chrome,Tablet,Single_Image,Low,No_Variations,Buyer
TS-019,V00514,Firefox,Desktop,Single_Image,High,No_Variations,Buyer
TS-019,V00515,Firefox,Desktop,Single_Image,Medium,No_Variations,Buyer
TS-019,V00516,Firefox,Desktop,Single_Image,Low,No_Variations,Buyer
TS-019,V00517,Firefox,Mobile,Single_Image,High,No_Variations,Buyer
TS-019,V00518,Firefox,Mobile,Single_Image,Medium,No_Variations,Buyer
TS-019,V00519,Firefox,Mobile,Single_Image,Low,No_Variations,Buyer
TS-019,V00520,Firefox,Tablet,Single_Image,High,No_Variations,Buyer
TS-019,V00521,Firefox,Tablet,Single_Image,Medium,No_Variations,Buyer
TS-019,V00522,Firefox,Tablet,Single_Image,Low,No_Variations,Buyer
TS-019,V00523,Safari,Desktop,Single_Image,High,No_Variations,Buyer
TS-019,V00524,Safari,Desktop,Single_Image,Medium,No_Variations,Buyer
TS-019,V00525,Safari,Desktop,Single_Image,Low,No_Variations,Buyer
TS-019,V00526,Safari,Mobile,Single_Image,High,No_Variations,Buyer
TS-019,V00527,Safari,Mobile,Single_Image,Medium,No_Variations,Buyer
TS-019,V00528,Safari,Mobile,Single_Image,Low,No_Variations,Buyer
TS-019,V00529,Safari,Tablet,Single_Image,High,No_Variations,Buyer
TS-019,V00530,Safari,Tablet,Single_Image,Medium,No_Variations,Buyer
TS-019,V00531,Safari,Tablet,Single_Image,Low,No_Variations,Buyer
TS-019,V00532,Edge,Desktop,Single_Image,High,No_Variations,Buyer
TS-019,V00533,Edge,Desktop,Single_Image,Medium,No_Variations,Buyer
TS-019,V00534,Edge,Desktop,Single_Image,Low,No_Variations,Buyer
TS-019,V00535,Edge,Mobile,Single_Image,High,No_Variations,Buyer
TS-019,V00536,Edge,Mobile,Single_Image,Medium,No_Variations,Buyer
TS-019,V00537,Edge,Mobile,Single_Image,Low,No_Variations,Buyer
TS-019,V00538,Edge,Tablet,Single_Image,High,No_Variations,Buyer
TS-019,V00539,Edge,Tablet,Single_Image,Medium,No_Variations,Buyer
TS-019,V00540,Edge,Tablet,Single_Image,Low,No_Variations,Buyer
TS-019,V00541,Chrome,Desktop,Multiple_Images,High,No_Variations,Buyer
TS-019,V00542,Chrome,Desktop,Multiple_Images,Medium,No_Variations,Buyer
TS-019,V00543,Chrome,Desktop,Multiple_Images,Low,No_Variations,Buyer
TS-019,V00544,Chrome,Mobile,Multiple_Images,High,No_Variations,Buyer
TS-019,V00545,Chrome,Mobile,Multiple_Images,Medium,No_Variations,Buyer
TS-019,V00546,Chrome,Mobile,Multiple_Images,Low,No_Variations,Buyer
TS-019,V00547,Chrome,Tablet,Multiple_Images,High,No_Variations,Buyer
TS-019,V00548,Chrome,Tablet,Multiple_Images,Medium,No_Variations,Buyer
TS-019,V00549,Chrome,Tablet,Multiple_Images,Low,No_Variations,Buyer
TS-019,V00550,Firefox,Desktop,Multiple_Images,High,No_Variations,Buyer
TS-019,V00551,Firefox,Desktop,Multiple_Images,Medium,No_Variations,Buyer
TS-019,V00552,Firefox,Desktop,Multiple_Images,Low,No_Variations,Buyer
TS-019,V00553,Firefox,Mobile,Multiple_Images,High,No_Variations,Buyer
TS-019,V00554,Firefox,Mobile,Multiple_Images,Medium,No_Variations,Buyer
TS-019,V00555,Firefox,Mobile,Multiple_Images,Low,No_Variations,Buyer
TS-019,V00556,Firefox,Tablet,Multiple_Images,High,No_Variations,Buyer
TS-019,V00557,Firefox,Tablet,Multiple_Images,Medium,No_Variations,Buyer
TS-019,V00558,Firefox,Tablet,Multiple_Images,Low,No_Variations,Buyer
TS-019,V00559,Safari,Desktop,Multiple_Images,High,No_Variations,Buyer
TS-019,V00560,Safari,Desktop,Multiple_Images,Medium,No_Variations,Buyer
TS-019,V00561,Safari,Desktop,Multiple_Images,Low,No_Variations,Buyer
TS-019,V00562,Safari,Mobile,Multiple_Images,High,No_Variations,Buyer
TS-019,V00563,Safari,Mobile,Multiple_Images,Medium,No_Variations,Buyer
TS-019,V00564,Safari,Mobile,Multiple_Images,Low,No_Variations,Buyer
TS-019,V00565,Safari,Tablet,Multiple_Images,High,No_Variations,Buyer
TS-019,V00566,Safari,Tablet,Multiple_Images,Medium,No_Variations,Buyer
TS-019,V00567,Safari,Tablet,Multiple_Images,Low,No_Variations,Buyer
TS-019,V00568,Edge,Desktop,Multiple_Images,High,No_Variations,Buyer
TS-019,V00569,Edge,Desktop,Multiple_Images,Medium,No_Variations,Buyer
TS-019,V00570,Edge,Desktop,Multiple_Images,Low,No_Variations,Buyer
TS-019,V00571,Edge,Mobile,Multiple_Images,High,No_Variations,Buyer
TS-019,V00572,Edge,Mobile,Multiple_Images,Medium,No_Variations,Buyer
TS-019,V00573,Edge,Mobile,Multiple_Images,Low,No_Variations,Buyer
TS-019,V00574,Edge,Tablet,Multiple_Images,High,No_Variations,Buyer
TS-019,V00575,Edge,Tablet,Multiple_Images,Medium,No_Variations,Buyer
TS-019,V00576,Edge,Tablet,Multiple_Images,Low,No_Variations,Buyer
TS-019,V00577,Chrome,Desktop,Single_Image,High,Has_Reviews,Buyer
TS-019,V00578,Chrome,Desktop,Single_Image,Medium,Has_Reviews,Buyer
TS-019,V00579,Chrome,Desktop,Single_Image,Low,Has_Reviews,Buyer
TS-019,V00580,Chrome,Mobile,Single_Image,High,Has_Reviews,Buyer
TS-019,V00581,Chrome,Mobile,Single_Image,Medium,Has_Reviews,Buyer
TS-019,V00582,Chrome,Mobile,Single_Image,Low,Has_Reviews,Buyer
TS-019,V00583,Chrome,Tablet,Single_Image,High,Has_Reviews,Buyer
TS-019,V00584,Chrome,Tablet,Single_Image,Medium,Has_Reviews,Buyer
TS-019,V00585,Chrome,Tablet,Single_Image,Low,Has_Reviews,Buyer
TS-019,V00586,Firefox,Desktop,Single_Image,High,Has_Reviews,Buyer
TS-019,V00587,Firefox,Desktop,Single_Image,Medium,Has_Reviews,Buyer
TS-019,V00588,Firefox,Desktop,Single_Image,Low,Has_Reviews,Buyer
TS-019,V00589,Firefox,Mobile,Single_Image,High,Has_Reviews,Buyer
TS-019,V00590,Firefox,Mobile,Single_Image,Medium,Has_Reviews,Buyer
TS-019,V00591,Firefox,Mobile,Single_Image,Low,Has_Reviews,Buyer
TS-019,V00592,Firefox,Tablet,Single_Image,High,Has_Reviews,Buyer
TS-019,V00593,Firefox,Tablet,Single_Image,Medium,Has_Reviews,Buyer
TS-019,V00594,Firefox,Tablet,Single_Image,Low,Has_Reviews,Buyer
TS-019,V00595,Safari,Desktop,Single_Image,High,Has_Reviews,Buyer
TS-019,V00596,Safari,Desktop,Single_Image,Medium,Has_Reviews,Buyer
TS-019,V00597,Safari,Desktop,Single_Image,Low,Has_Reviews,Buyer
TS-019,V00598,Safari,Mobile,Single_Image,High,Has_Reviews,Buyer
TS-019,V00599,Safari,Mobile,Single_Image,Medium,Has_Reviews,Buyer
TS-019,V00600,Safari,Mobile,Single_Image,Low,Has_Reviews,Buyer
TS-019,V00601,Safari,Tablet,Single_Image,High,Has_Reviews,Buyer
TS-019,V00602,Safari,Tablet,Single_Image,Medium,Has_Reviews,Buyer
TS-019,V00603,Safari,Tablet,Single_Image,Low,Has_Reviews,Buyer
TS-019,V00604,Edge,Desktop,Single_Image,High,Has_Reviews,Buyer
TS-019,V00605,Edge,Desktop,Single_Image,Medium,Has_Reviews,Buyer
TS-019,V00606,Edge,Desktop,Single_Image,Low,Has_Reviews,Buyer
TS-019,V00607,Edge,Mobile,Single_Image,High,Has_Reviews,Buyer
TS-019,V00608,Edge,Mobile,Single_Image,Medium,Has_Reviews,Buyer
TS-019,V00609,Edge,Mobile,Single_Image,Low,Has_Reviews,Buyer
TS-019,V00610,Edge,Tablet,Single_Image,High,Has_Reviews,Buyer
TS-019,V00611,Edge,Tablet,Single_Image,Medium,Has_Reviews,Buyer
TS-019,V00612,Edge,Tablet,Single_Image,Low,Has_Reviews,Buyer
TS-019,V00613,Chrome,Desktop,Multiple_Images,High,Has_Reviews,Buyer
TS-019,V00614,Chrome,Desktop,Multiple_Images,Medium,Has_Reviews,Buyer
TS-019,V00615,Chrome,Desktop,Multiple_Images,Low,Has_Reviews,Buyer
TS-019,V00616,Chrome,Mobile,Multiple_Images,High,Has_Reviews,Buyer
TS-019,V00617,Chrome,Mobile,Multiple_Images,Medium,Has_Reviews,Buyer
TS-019,V00618,Chrome,Mobile,Multiple_Images,Low,Has_Reviews,Buyer
TS-019,V00619,Chrome,Tablet,Multiple_Images,High,Has_Reviews,Buyer
TS-019,V00620,Chrome,Tablet,Multiple_Images,Medium,Has_Reviews,Buyer
TS-019,V00621,Chrome,Tablet,Multiple_Images,Low,Has_Reviews,Buyer
TS-019,V00622,Firefox,Desktop,Multiple_Images,High,Has_Reviews,Buyer
TS-019,V00623,Firefox,Desktop,Multiple_Images,Medium,Has_Reviews,Buyer
TS-019,V00624,Firefox,Desktop,Multiple_Images,Low,Has_Reviews,Buyer
TS-019,V00625,Firefox,Mobile,Multiple_Images,High,Has_Reviews,Buyer
TS-019,V00626,Firefox,Mobile,Multiple_Images,Medium,Has_Reviews,Buyer
TS-019,V00627,Firefox,Mobile,Multiple_Images,Low,Has_Reviews,Buyer
TS-019,V00628,Firefox,Tablet,Multiple_Images,High,Has_Reviews,Buyer
TS-019,V00629,Firefox,Tablet,Multiple_Images,Medium,Has_Reviews,Buyer
TS-019,V00630,Firefox,Tablet,Multiple_Images,Low,Has_Reviews,Buyer
TS-019,V00631,Safari,Desktop,Multiple_Images,High,Has_Reviews,Buyer
TS-019,V00632,Safari,Desktop,Multiple_Images,Medium,Has_Reviews,Buyer
TS-019,V00633,Safari,Desktop,Multiple_Images,Low,Has_Reviews,Buyer
TS-019,V00634,Safari,Mobile,Multiple_Images,High,Has_Reviews,Buyer
TS-019,V00635,Safari,Mobile,Multiple_Images,Medium,Has_Reviews,Buyer
TS-019,V00636,Safari,Mobile,Multiple_Images,Low,Has_Reviews,Buyer
TS-019,V00637,Safari,Tablet,Multiple_Images,High,Has_Reviews,Buyer
TS-019,V00638,Safari,Tablet,Multiple_Images,Medium,Has_Reviews,Buyer
TS-019,V00639,Safari,Tablet,Multiple_Images,Low,Has_Reviews,Buyer
TS-019,V00640,Edge,Desktop,Multiple_Images,High,Has_Reviews,Buyer
TS-019,V00641,Edge,Desktop,Multiple_Images,Medium,Has_Reviews,Buyer
TS-019,V00642,Edge,Desktop,Multiple_Images,Low,Has_Reviews,Buyer
TS-019,V00643,Edge,Mobile,Multiple_Images,High,Has_Reviews,Buyer
TS-019,V00644,Edge,Mobile,Multiple_Images,Medium,Has_Reviews,Buyer
TS-019,V00645,Edge,Mobile,Multiple_Images,Low,Has_Reviews,Buyer
TS-019,V00646,Edge,Tablet,Multiple_Images,High,Has_Reviews,Buyer
TS-019,V00647,Edge,Tablet,Multiple_Images,Medium,Has_Reviews,Buyer
TS-019,V00648,Edge,Tablet,Multiple_Images,Low,Has_Reviews,Buyer
TS-019,V00649,Chrome,Desktop,Single_Image,High,No_Reviews,Buyer
TS-019,V00650,Chrome,Desktop,Single_Image,Medium,No_Reviews,Buyer
TS-019,V00651,Chrome,Desktop,Single_Image,Low,No_Reviews,Buyer
TS-019,V00652,Chrome,Mobile,Single_Image,High,No_Reviews,Buyer
TS-019,V00653,Chrome,Mobile,Single_Image,Medium,No_Reviews,Buyer
TS-019,V00654,Chrome,Mobile,Single_Image,Low,No_Reviews,Buyer
TS-019,V00655,Chrome,Tablet,Single_Image,High,No_Reviews,Buyer
TS-019,V00656,Chrome,Tablet,Single_Image,Medium,No_Reviews,Buyer
TS-019,V00657,Chrome,Tablet,Single_Image,Low,No_Reviews,Buyer
TS-019,V00658,Firefox,Desktop,Single_Image,High,No_Reviews,Buyer
TS-019,V00659,Firefox,Desktop,Single_Image,Medium,No_Reviews,Buyer
TS-019,V00660,Firefox,Desktop,Single_Image,Low,No_Reviews,Buyer
TS-019,V00661,Firefox,Mobile,Single_Image,High,No_Reviews,Buyer
TS-019,V00662,Firefox,Mobile,Single_Image,Medium,No_Reviews,Buyer
TS-019,V00663,Firefox,Mobile,Single_Image,Low,No_Reviews,Buyer
TS-019,V00664,Firefox,Tablet,Single_Image,High,No_Reviews,Buyer
TS-019,V00665,Firefox,Tablet,Single_Image,Medium,No_Reviews,Buyer
TS-019,V00666,Firefox,Tablet,Single_Image,Low,No_Reviews,Buyer
TS-019,V00667,Safari,Desktop,Single_Image,High,No_Reviews,Buyer
TS-019,V00668,Safari,Desktop,Single_Image,Medium,No_Reviews,Buyer
TS-019,V00669,Safari,Desktop,Single_Image,Low,No_Reviews,Buyer
TS-019,V00670,Safari,Mobile,Single_Image,High,No_Reviews,Buyer
TS-019,V00671,Safari,Mobile,Single_Image,Medium,No_Reviews,Buyer
TS-019,V00672,Safari,Mobile,Single_Image,Low,No_Reviews,Buyer
TS-019,V00673,Safari,Tablet,Single_Image,High,No_Reviews,Buyer
TS-019,V00674,Safari,Tablet,Single_Image,Medium,No_Reviews,Buyer
TS-019,V00675,Safari,Tablet,Single_Image,Low,No_Reviews,Buyer
TS-019,V00676,Edge,Desktop,Single_Image,High,No_Reviews,Buyer
TS-019,V00677,Edge,Desktop,Single_Image,Medium,No_Reviews,Buyer
TS-019,V00678,Edge,Desktop,Single_Image,Low,No_Reviews,Buyer
TS-019,V00679,Edge,Mobile,Single_Image,High,No_Reviews,Buyer
TS-019,V00680,Edge,Mobile,Single_Image,Medium,No_Reviews,Buyer
TS-019,V00681,Edge,Mobile,Single_Image,Low,No_Reviews,Buyer
TS-019,V00682,Edge,Tablet,Single_Image,High,No_Reviews,Buyer
TS-019,V00683,Edge,Tablet,Single_Image,Medium,No_Reviews,Buyer
TS-019,V00684,Edge,Tablet,Single_Image,Low,No_Reviews,Buyer
TS-019,V00685,Chrome,Desktop,Multiple_Images,High,No_Reviews,Buyer
TS-019,V00686,Chrome,Desktop,Multiple_Images,Medium,No_Reviews,Buyer
TS-019,V00687,Chrome,Desktop,Multiple_Images,Low,No_Reviews,Buyer
TS-019,V00688,Chrome,Mobile,Multiple_Images,High,No_Reviews,Buyer
TS-019,V00689,Chrome,Mobile,Multiple_Images,Medium,No_Reviews,Buyer
TS-019,V00690,Chrome,Mobile,Multiple_Images,Low,No_Reviews,Buyer
TS-019,V00691,Chrome,Tablet,Multiple_Images,High,No_Reviews,Buyer
TS-019,V00692,Chrome,Tablet,Multiple_Images,Medium,No_Reviews,Buyer
TS-019,V00693,Chrome,Tablet,Multiple_Images,Low,No_Reviews,Buyer
TS-019,V00694,Firefox,Desktop,Multiple_Images,High,No_Reviews,Buyer
TS-019,V00695,Firefox,Desktop,Multiple_Images,Medium,No_Reviews,Buyer
TS-019,V00696,Firefox,Desktop,Multiple_Images,Low,No_Reviews,Buyer
TS-019,V00697,Firefox,Mobile,Multiple_Images,High,No_Reviews,Buyer
TS-019,V00698,Firefox,Mobile,Multiple_Images,Medium,No_Reviews,Buyer
TS-019,V00699,Firefox,Mobile,Multiple_Images,Low,No_Reviews,Buyer
TS-019,V00700,Firefox,Tablet,Multiple_Images,High,No_Reviews,Buyer
TS-019,V00701,Firefox,Tablet,Multiple_Images,Medium,No_Reviews,Buyer
