Scenario_ID,Variant_ID,Browser,Device,Email_Delivery,Network_Speed,Order_Status,User_Type
TS-044,V00381,Safari,Desktop,Delayed,Low,Delivered,Buyer
TS-044,V00382,Safari,Mobile,Delayed,High,Delivered,Buyer
TS-044,V00383,Safari,Mobile,Delayed,Medium,Delivered,Buyer
TS-044,V00384,Safari,Mobile,Delayed,Low,Delivered,Buyer
TS-044,V00385,Safari,Tablet,Delayed,High,Delivered,Buyer
TS-044,V00386,Safari,Tablet,Delayed,Medium,Delivered,Buyer
TS-044,V00387,Safari,Tablet,Delayed,Low,Delivered,Buyer
TS-044,V00388,Edge,Desktop,Delayed,High,Delivered,Buyer
TS-044,V00389,Edge,Desktop,Delayed,Medium,Delivered,Buyer
TS-044,V00390,Edge,Desktop,Delayed,Low,Delivered,Buyer
TS-044,V00391,Edge,Mobile,Delayed,High,Delivered,Buyer
TS-044,V00392,Edge,Mobile,Delayed,Medium,Delivered,Buyer
TS-044,V00393,Edge,Mobile,Delayed,Low,Delivered,Buyer
TS-044,V00394,Edge,Tablet,Delayed,High,Delivered,Buyer
TS-044,V00395,Edge,Tablet,Delayed,Medium,Delivered,Buyer
TS-044,V00396,Edge,Tablet,Delayed,Low,Delivered,Buyer
TS-044,V00397,Chrome,Desktop,Failed,High,Delivered,Buyer
TS-044,V00398,Chrome,Desktop,Failed,Medium,Delivered,Buyer
TS-044,V00399,Chrome,Desktop,Failed,Low,Delivered,Buyer
TS-044,V00400,Chrome,Mobile,Failed,High,Delivered,Buyer
TS-044,V00401,Chrome,Mobile,Failed,Medium,Delivered,Buyer
TS-044,V00402,Chrome,Mobile,Failed,Low,Delivered,Buyer
TS-044,V00403,Chrome,Tablet,Failed,High,Delivered,Buyer
TS-044,V00404,Chrome,Tablet,Failed,Medium,Delivered,Buyer
TS-044,V00405,Chrome,Tablet,Failed,Low,Delivered,Buyer
TS-044,V00406,Firefox,Desktop,Failed,High,Delivered,Buyer
TS-044,V00407,Firefox,Desktop,Failed,Medium,Delivered,Buyer
TS-044,V00408,Firefox,Desktop,Failed,Low,Delivered,Buyer
TS-044,V00409,Firefox,Mobile,Failed,High,Delivered,Buyer
TS-044,V00410,Firefox,Mobile,Failed,Medium,Delivered,Buyer
TS-044,V00411,Firefox,Mobile,Failed,Low,Delivered,Buyer
TS-044,V00412,Firefox,Tablet,Failed,High,Delivered,Buyer
TS-044,V00413,Firefox,Tablet,Failed,Medium,Delivered,Buyer
TS-044,V00414,Firefox,Tablet,Failed,Low,Delivered,Buyer
TS-044,V00415,Safari,Desktop,Failed,High,Delivered,Buyer
TS-044,V00416,Safari,Desktop,Failed,Medium,Delivered,Buyer
TS-044,V00417,Safari,Desktop,Failed,Low,Delivered,Buyer
TS-044,V00418,Safari,Mobile,Failed,High,Delivered,Buyer
TS-044,V00419,Safari,Mobile,Failed,Medium,Delivered,Buyer
TS-044,V00420,Safari,Mobile,Failed,Low,Delivered,Buyer
TS-044,V00421,Safari,Tablet,Failed,High,Delivered,Buyer
TS-044,V00422,Safari,Tablet,Failed,Medium,Delivered,Buyer
TS-044,V00423,Safari,Tablet,Failed,Low,Delivered,Buyer
TS-044,V00424,Edge,Desktop,Failed,High,Delivered,Buyer
TS-044,V00425,Edge,Desktop,Failed,Medium,Delivered,Buyer
TS-044,V00426,Edge,Desktop,Failed,Low,Delivered,Buyer
TS-044,V00427,Edge,Mobile,Failed,High,Delivered,Buyer
TS-044,V00428,Edge,Mobile,Failed,Medium,Delivered,Buyer
TS-044,V00429,Edge,Mobile,Failed,Low,Delivered,Buyer
TS-044,V00430,Edge,Tablet,Failed,High,Delivered,Buyer
TS-044,V00431,Edge,Tablet,Failed,Medium,Delivered,Buyer
TS-044,V00432,Edge,Tablet,Failed,Low,Delivered,Buyer
