Scenario_ID,Variant_ID,Address_State,Address_Type,Browser,Device,Network_Speed,Payment_Method,User_Type
TS-038,V00295,Mixed,Different_Addresses,Chrome,Tablet,High,Net_Banking,Buyer
TS-038,V00296,Mixed,Different_Addresses,Chrome,Tablet,Medium,Net_Banking,Buyer
TS-038,V00297,Mixed,Different_Addresses,Chrome,Tablet,Low,Net_Banking,Buyer
TS-038,V00298,Mixed,Different_Addresses,Firefox,Desktop,High,Net_Banking,Buyer
TS-038,V00299,Mixed,Different_Addresses,Firefox,Desktop,Medium,Net_Banking,Buyer
TS-038,V00300,Mixed,Different_Addresses,Firefox,Desktop,Low,Net_Banking,Buyer
TS-038,V00301,Mixed,Different_Addresses,Firefox,Mobile,High,Net_Banking,Buyer
TS-038,V00302,Mixed,Different_Addresses,Firefox,Mobile,Medium,Net_Banking,Buyer
TS-038,V00303,Mixed,Different_Addresses,Firefox,Mobile,Low,Net_Banking,Buyer
TS-038,V00304,Mixed,Different_Addresses,Firefox,Tablet,High,Net_Banking,Buyer
TS-038,V00305,Mixed,Different_Addresses,Firefox,Tablet,Medium,Net_Banking,Buyer
TS-038,V00306,Mixed,Different_Addresses,Firefox,Tablet,Low,Net_Banking,Buyer
TS-038,V00307,Mixed,Different_Addresses,Safari,Desktop,High,Net_Banking,Buyer
TS-038,V00308,Mixed,Different_Addresses,Safari,Desktop,Medium,Net_Banking,Buyer
TS-038,V00309,Mixed,Different_Addresses,Safari,Desktop,Low,Net_Banking,Buyer
TS-038,V00310,Mixed,Different_Addresses,Safari,Mobile,High,Net_Banking,Buyer
TS-038,V00311,Mixed,Different_Addresses,Safari,Mobile,Medium,Net_Banking,Buyer
TS-038,V00312,Mixed,Different_Addresses,Safari,Mobile,Low,Net_Banking,Buyer
TS-038,V00313,Mixed,Different_Addresses,Safari,Tablet,High,Net_Banking,Buyer
TS-038,V00314,Mixed,Different_Addresses,Safari,Tablet,Medium,Net_Banking,Buyer
TS-038,V00315,Mixed,Different_Addresses,Safari,Tablet,Low,Net_Banking,Buyer
TS-038,V00316,Mixed,Different_Addresses,Edge,Desktop,High,Net_Banking,Buyer
TS-038,V00317,Mixed,Different_Addresses,Edge,Desktop,Medium,Net_Banking,Buyer
TS-038,V00318,Mixed,Different_Addresses,Edge,Desktop,Low,Net_Banking,Buyer
TS-038,V00319,Mixed,Different_Addresses,Edge,Mobile,High,Net_Banking,Buyer
TS-038,V00320,Mixed,Different_Addresses,Edge,Mobile,Medium,Net_Banking,Buyer
TS-038,V00321,Mixed,Different_Addresses,Edge,Mobile,Low,Net_Banking,Buyer
TS-038,V00322,Mixed,Different_Addresses,Edge,Tablet,High,Net_Banking,Buyer
TS-038,V00323,Mixed,Different_Addresses,Edge,Tablet,Medium,Net_Banking,Buyer
TS-038,V00324,Mixed,Different_Addresses,Edge,Tablet,Low,Net_Banking,Buyer
