Scenario_ID,Variant_ID,Browser,Device,Filter_Type,Filter_Value,Network_Speed,User_Type
TS-017,V00364,Chrome,Mobile,Color,Single_Value,High,Buyer
TS-017,V00365,Chrome,Mobile,Color,Single_Value,Medium,Buyer
TS-017,V00366,Chrome,Mobile,Color,Single_Value,Low,Buyer
TS-017,V00367,Chrome,Tablet,Color,Single_Value,High,Buyer
TS-017,V00368,Chrome,Tablet,Color,Single_Value,Medium,Buyer
TS-017,V00369,Chrome,Tablet,Color,Single_Value,Low,Buyer
TS-017,V00370,Firefox,Desktop,Color,Single_Value,High,Buyer
TS-017,V00371,Firefox,Desktop,Color,Single_Value,Medium,Buyer
TS-017,V00372,Firefox,Desktop,Color,Single_Value,Low,Buyer
TS-017,V00373,Firefox,Mobile,Color,Single_Value,High,Buyer
TS-017,V00374,Firefox,Mobile,Color,Single_Value,Medium,Buyer
TS-017,V00375,Firefox,Mobile,Color,Single_Value,Low,Buyer
TS-017,V00376,Firefox,Tablet,Color,Single_Value,High,Buyer
TS-017,V00377,Firefox,Tablet,Color,Single_Value,Medium,Buyer
TS-017,V00378,Firefox,Tablet,Color,Single_Value,Low,Buyer
TS-017,V00379,Safari,Desktop,Color,Single_Value,High,Buyer
TS-017,V00380,Safari,Desktop,Color,Single_Value,Medium,Buyer
TS-017,V00381,Safari,Desktop,Color,Single_Value,Low,Buyer
TS-017,V00382,Safari,Mobile,Color,Single_Value,High,Buyer
TS-017,V00383,Safari,Mobile,Color,Single_Value,Medium,Buyer
TS-017,V00384,Safari,Mobile,Color,Single_Value,Low,Buyer
TS-017,V00385,Safari,Tablet,Color,Single_Value,High,Buyer
TS-017,V00386,Safari,Tablet,Color,Single_Value,Medium,Buyer
TS-017,V00387,Safari,Tablet,Color,Single_Value,Low,Buyer
TS-017,V00388,Edge,Desktop,Color,Single_Value,High,Buyer
TS-017,V00389,Edge,Desktop,Color,Single_Value,Medium,Buyer
TS-017,V00390,Edge,Desktop,Color,Single_Value,Low,Buyer
TS-017,V00391,Edge,Mobile,Color,Single_Value,High,Buyer
TS-017,V00392,Edge,Mobile,Color,Single_Value,Medium,Buyer
TS-017,V00393,Edge,Mobile,Color,Single_Value,Low,Buyer
TS-017,V00394,Edge,Tablet,Color,Single_Value,High,Buyer
TS-017,V00395,Edge,Tablet,Color,Single_Value,Medium,Buyer
TS-017,V00396,Edge,Tablet,Color,Single_Value,Low,Buyer
TS-017,V00397,Chrome,Desktop,Color,Multiple_Values,High,Buyer
TS-017,V00398,Chrome,Desktop,Color,Multiple_Values,Medium,Buyer
TS-017,V00399,Chrome,Desktop,Color,Multiple_Values,Low,Buyer
TS-017,V00400,Chrome,Mobile,Color,Multiple_Values,High,Buyer
TS-017,V00401,Chrome,Mobile,Color,Multiple_Values,Medium,Buyer
TS-017,V00402,Chrome,Mobile,Color,Multiple_Values,Low,Buyer
TS-017,V00403,Chrome,Tablet,Color,Multiple_Values,High,Buyer
TS-017,V00404,Chrome,Tablet,Color,Multiple_Values,Medium,Buyer
TS-017,V00405,Chrome,Tablet,Color,Multiple_Values,Low,Buyer
TS-017,V00406,Firefox,Desktop,Color,Multiple_Values,High,Buyer
TS-017,V00407,Firefox,Desktop,Color,Multiple_Values,Medium,Buyer
TS-017,V00408,Firefox,Desktop,Color,Multiple_Values,Low,Buyer
TS-017,V00409,Firefox,Mobile,Color,Multiple_Values,High,Buyer
TS-017,V00410,Firefox,Mobile,Color,Multiple_Values,Medium,Buyer
TS-017,V00411,Firefox,Mobile,Color,Multiple_Values,Low,Buyer
TS-017,V00412,Firefox,Tablet,Color,Multiple_Values,High,Buyer
TS-017,V00413,Firefox,Tablet,Color,Multiple_Values,Medium,Buyer
TS-017,V00414,Firefox,Tablet,Color,Multiple_Values,Low,Buyer
TS-017,V00415,Safari,Desktop,Color,Multiple_Values,High,Buyer
TS-017,V00416,Safari,Desktop,Color,Multiple_Values,Medium,Buyer
TS-017,V00417,Safari,Desktop,Color,Multiple_Values,Low,Buyer
TS-017,V00418,Safari,Mobile,Color,Multiple_Values,High,Buyer
TS-017,V00419,Safari,Mobile,Color,Multiple_Values,Medium,Buyer
TS-017,V00420,Safari,Mobile,Color,Multiple_Values,Low,Buyer
TS-017,V00421,Safari,Tablet,Color,Multiple_Values,High,Buyer
TS-017,V00422,Safari,Tablet,Color,Multiple_Values,Medium,Buyer
TS-017,V00423,Safari,Tablet,Color,Multiple_Values,Low,Buyer
TS-017,V00424,Edge,Desktop,Color,Multiple_Values,High,Buyer
TS-017,V00425,Edge,Desktop,Color,Multiple_Values,Medium,Buyer
TS-017,V00426,Edge,Desktop,Color,Multiple_Values,Low,Buyer
TS-017,V00427,Edge,Mobile,Color,Multiple_Values,High,Buyer
TS-017,V00428,Edge,Mobile,Color,Multiple_Values,Medium,Buyer
TS-017,V00429,Edge,Mobile,Color,Multiple_Values,Low,Buyer
TS-017,V00430,Edge,Tablet,Color,Multiple_Values,High,Buyer
TS-017,V00431,Edge,Tablet,Color,Multiple_Values,Medium,Buyer
TS-017,V00432,Edge,Tablet,Color,Multiple_Values,Low,Buyer
TS-017,V00433,Chrome,Desktop,Price_Range,Single_Value,High,Buyer
TS-017,V00434,Chrome,Desktop,Price_Range,Single_Value,Medium,Buyer
TS-017,V00435,Chrome,Desktop,Price_Range,Single_Value,Low,Buyer
TS-017,V00436,Chrome,Mobile,Price_Range,Single_Value,High,Buyer
TS-017,V00437,Chrome,Mobile,Price_Range,Single_Value,Medium,Buyer
TS-017,V00438,Chrome,Mobile,Price_Range,Single_Value,Low,Buyer
TS-017,V00439,Chrome,Tablet,Price_Range,Single_Value,High,Buyer
TS-017,V00440,Chrome,Tablet,Price_Range,Single_Value,Medium,Buyer
TS-017,V00441,Chrome,Tablet,Price_Range,Single_Value,Low,Buyer
TS-017,V00442,Firefox,Desktop,Price_Range,Single_Value,High,Buyer
TS-017,V00443,Firefox,Desktop,Price_Range,Single_Value,Medium,Buyer
TS-017,V00444,Firefox,Desktop,Price_Range,Single_Value,Low,Buyer
TS-017,V00445,Firefox,Mobile,Price_Range,Single_Value,High,Buyer
TS-017,V00446,Firefox,Mobile,Price_Range,Single_Value,Medium,Buyer
TS-017,V00447,Firefox,Mobile,Price_Range,Single_Value,Low,Buyer
TS-017,V00448,Firefox,Tablet,Price_Range,Single_Value,High,Buyer
TS-017,V00449,Firefox,Tablet,Price_Range,Single_Value,Medium,Buyer
TS-017,V00450,Firefox,Tablet,Price_Range,Single_Value,Low,Buyer
TS-017,V00451,Safari,Desktop,Price_Range,Single_Value,High,Buyer
TS-017,V00452,Safari,Desktop,Price_Range,Single_Value,Medium,Buyer
TS-017,V00453,Safari,Desktop,Price_Range,Single_Value,Low,Buyer
TS-017,V00454,Safari,Mobile,Price_Range,Single_Value,High,Buyer
TS-017,V00455,Safari,Mobile,Price_Range,Single_Value,Medium,Buyer
TS-017,V00456,Safari,Mobile,Price_Range,Single_Value,Low,Buyer
TS-017,V00457,Safari,Tablet,Price_Range,Single_Value,High,Buyer
TS-017,V00458,Safari,Tablet,Price_Range,Single_Value,Medium,Buyer
TS-017,V00459,Safari,Tablet,Price_Range,Single_Value,Low,Buyer
TS-017,V00460,Edge,Desktop,Price_Range,Single_Value,High,Buyer
TS-017,V00461,Edge,Desktop,Price_Range,Single_Value,Medium,Buyer
TS-017,V00462,Edge,Desktop,Price_Range,Single_Value,Low,Buyer
TS-017,V00463,Edge,Mobile,Price_Range,Single_Value,High,Buyer
TS-017,V00464,Edge,Mobile,Price_Range,Single_Value,Medium,Buyer
TS-017,V00465,Edge,Mobile,Price_Range,Single_Value,Low,Buyer
TS-017,V00466,Edge,Tablet,Price_Range,Single_Value,High,Buyer
TS-017,V00467,Edge,Tablet,Price_Range,Single_Value,Medium,Buyer
TS-017,V00468,Edge,Tablet,Price_Range,Single_Value,Low,Buyer
TS-017,V00469,Chrome,Desktop,Price_Range,Multiple_Values,High,Buyer
TS-017,V00470,Chrome,Desktop,Price_Range,Multiple_Values,Medium,Buyer
TS-017,V00471,Chrome,Desktop,Price_Range,Multiple_Values,Low,Buyer
TS-017,V00472,Chrome,Mobile,Price_Range,Multiple_Values,High,Buyer
TS-017,V00473,Chrome,Mobile,Price_Range,Multiple_Values,Medium,Buyer
TS-017,V00474,Chrome,Mobile,Price_Range,Multiple_Values,Low,Buyer
TS-017,V00475,Chrome,Tablet,Price_Range,Multiple_Values,High,Buyer
TS-017,V00476,Chrome,Tablet,Price_Range,Multiple_Values,Medium,Buyer
TS-017,V00477,Chrome,Tablet,Price_Range,Multiple_Values,Low,Buyer
TS-017,V00478,Firefox,Desktop,Price_Range,Multiple_Values,High,Buyer
TS-017,V00479,Firefox,Desktop,Price_Range,Multiple_Values,Medium,Buyer
TS-017,V00480,Firefox,Desktop,Price_Range,Multiple_Values,Low,Buyer
TS-017,V00481,Firefox,Mobile,Price_Range,Multiple_Values,High,Buyer
TS-017,V00482,Firefox,Mobile,Price_Range,Multiple_Values,Medium,Buyer
TS-017,V00483,Firefox,Mobile,Price_Range,Multiple_Values,Low,Buyer
TS-017,V00484,Firefox,Tablet,Price_Range,Multiple_Values,High,Buyer
TS-017,V00485,Firefox,Tablet,Price_Range,Multiple_Values,Medium,Buyer
TS-017,V00486,Firefox,Tablet,Price_Range,Multiple_Values,Low,Buyer
TS-017,V00487,Safari,Desktop,Price_Range,Multiple_Values,High,Buyer
TS-017,V00488,Safari,Desktop,Price_Range,Multiple_Values,Medium,Buyer
TS-017,V00489,Safari,Desktop,Price_Range,Multiple_Values,Low,Buyer
TS-017,V00490,Safari,Mobile,Price_Range,Multiple_Values,High,Buyer
TS-017,V00491,Safari,Mobile,Price_Range,Multiple_Values,Medium,Buyer
TS-017,V00492,Safari,Mobile,Price_Range,Multiple_Values,Low,Buyer
TS-017,V00493,Safari,Tablet,Price_Range,Multiple_Values,High,Buyer
TS-017,V00494,Safari,Tablet,Price_Range,Multiple_Values,Medium,Buyer
TS-017,V00495,Safari,Tablet,Price_Range,Multiple_Values,Low,Buyer
TS-017,V00496,Edge,Desktop,Price_Range,Multiple_Values,High,Buyer
TS-017,V00497,Edge,Desktop,Price_Range,Multiple_Values,Medium,Buyer
TS-017,V00498,Edge,Desktop,Price_Range,Multiple_Values,Low,Buyer
TS-017,V00499,Edge,Mobile,Price_Range,Multiple_Values,High,Buyer
TS-017,V00500,Edge,Mobile,Price_Range,Multiple_Values,Medium,Buyer
TS-017,V00501,Edge,Mobile,Price_Range,Multiple_Values,Low,Buyer
TS-017,V00502,Edge,Tablet,Price_Range,Multiple_Values,High,Buyer
TS-017,V00503,Edge,Tablet,Price_Range,Multiple_Values,Medium,Buyer
TS-017,V00504,Edge,Tablet,Price_Range,Multiple_Values,Low,Buyer
TS-017,V00505,Chrome,Desktop,Multiple_Filters,Single_Value,High,Buyer
TS-017,V00506,Chrome,Desktop,Multiple_Filters,Single_Value,Medium,Buyer
TS-017,V00507,Chrome,Desktop,Multiple_Filters,Single_Value,Low,Buyer
TS-017,V00508,Chrome,Mobile,Multiple_Filters,Single_Value,High,Buyer
TS-017,V00509,Chrome,Mobile,Multiple_Filters,Single_Value,Medium,Buyer
TS-017,V00510,Chrome,Mobile,Multiple_Filters,Single_Value,Low,Buyer
TS-017,V00511,Chrome,Tablet,Multiple_Filters,Single_Value,High,Buyer
TS-017,V00512,Chrome,Tablet,Multiple_Filters,Single_Value,Medium,Buyer
TS-017,V00513,Chrome,Tablet,Multiple_Filters,Single_Value,Low,Buyer
TS-017,V00514,Firefox,Desktop,Multiple_Filters,Single_Value,High,Buyer
TS-017,V00515,Firefox,Desktop,Multiple_Filters,Single_Value,Medium,Buyer
TS-017,V00516,Firefox,Desktop,Multiple_Filters,Single_Value,Low,Buyer
TS-017,V00517,Firefox,Mobile,Multiple_Filters,Single_Value,High,Buyer
TS-017,V00518,Firefox,Mobile,Multiple_Filters,Single_Value,Medium,Buyer
TS-017,V00519,Firefox,Mobile,Multiple_Filters,Single_Value,Low,Buyer
TS-017,V00520,Firefox,Tablet,Multiple_Filters,Single_Value,High,Buyer
TS-017,V00521,Firefox,Tablet,Multiple_Filters,Single_Value,Medium,Buyer
TS-017,V00522,Firefox,Tablet,Multiple_Filters,Single_Value,Low,Buyer
TS-017,V00523,Safari,Desktop,Multiple_Filters,Single_Value,High,Buyer
TS-017,V00524,Safari,Desktop,Multiple_Filters,Single_Value,Medium,Buyer
TS-017,V00525,Safari,Desktop,Multiple_Filters,Single_Value,Low,Buyer
TS-017,V00526,Safari,Mobile,Multiple_Filters,Single_Value,High,Buyer
TS-017,V00527,Safari,Mobile,Multiple_Filters,Single_Value,Medium,Buyer
TS-017,V00528,Safari,Mobile,Multiple_Filters,Single_Value,Low,Buyer
TS-017,V00529,Safari,Tablet,Multiple_Filters,Single_Value,High,Buyer
TS-017,V00530,Safari,Tablet,Multiple_Filters,Single_Value,Medium,Buyer
TS-017,V00531,Safari,Tablet,Multiple_Filters,Single_Value,Low,Buyer
TS-017,V00532,Edge,Desktop,Multiple_Filters,Single_Value,High,Buyer
TS-017,V00533,Edge,Desktop,Multiple_Filters,Single_Value,Medium,Buyer
TS-017,V00534,Edge,Desktop,Multiple_Filters,Single_Value,Low,Buyer
TS-017,V00535,Edge,Mobile,Multiple_Filters,Single_Value,High,Buyer
TS-017,V00536,Edge,Mobile,Multiple_Filters,Single_Value,Medium,Buyer
TS-017,V00537,Edge,Mobile,Multiple_Filters,Single_Value,Low,Buyer
TS-017,V00538,Edge,Tablet,Multiple_Filters,Single_Value,High,Buyer
TS-017,V00539,Edge,Tablet,Multiple_Filters,Single_Value,Medium,Buyer
TS-017,V00540,Edge,Tablet,Multiple_Filters,Single_Value,Low,Buyer
TS-017,V00541,Chrome,Desktop,Multiple_Filters,Multiple_Values,High,Buyer
TS-017,V00542,Chrome,Desktop,Multiple_Filters,Multiple_Values,Medium,Buyer
TS-017,V00543,Chrome,Desktop,Multiple_Filters,Multiple_Values,Low,Buyer
TS-017,V00544,Chrome,Mobile,Multiple_Filters,Multiple_Values,High,Buyer
TS-017,V00545,Chrome,Mobile,Multiple_Filters,Multiple_Values,Medium,Buyer
TS-017,V00546,Chrome,Mobile,Multiple_Filters,Multiple_Values,Low,Buyer
TS-017,V00547,Chrome,Tablet,Multiple_Filters,Multiple_Values,High,Buyer
TS-017,V00548,Chrome,Tablet,Multiple_Filters,Multiple_Values,Medium,Buyer
TS-017,V00549,Chrome,Tablet,Multiple_Filters,Multiple_Values,Low,Buyer
TS-017,V00550,Firefox,Desktop,Multiple_Filters,Multiple_Values,High,Buyer
TS-017,V00551,Firefox,Desktop,Multiple_Filters,Multiple_Values,Medium,Buyer
TS-017,V00552,Firefox,Desktop,Multiple_Filters,Multiple_Values,Low,Buyer
TS-017,V00553,Firefox,Mobile,Multiple_Filters,Multiple_Values,High,Buyer
TS-017,V00554,Firefox,Mobile,Multiple_Filters,Multiple_Values,Medium,Buyer
TS-017,V00555,Firefox,Mobile,Multiple_Filters,Multiple_Values,Low,Buyer
TS-017,V00556,Firefox,Tablet,Multiple_Filters,Multiple_Values,High,Buyer
TS-017,V00557,Firefox,Tablet,Multiple_Filters,Multiple_Values,Medium,Buyer
TS-017,V00558,Firefox,Tablet,Multiple_Filters,Multiple_Values,Low,Buyer
TS-017,V00559,Safari,Desktop,Multiple_Filters,Multiple_Values,High,Buyer
TS-017,V00560,Safari,Desktop,Multiple_Filters,Multiple_Values,Medium,Buyer
TS-017,V00561,Safari,Desktop,Multiple_Filters,Multiple_Values,Low,Buyer
TS-017,V00562,Safari,Mobile,Multiple_Filters,Multiple_Values,High,Buyer
TS-017,V00563,Safari,Mobile,Multiple_Filters,Multiple_Values,Medium,Buyer
TS-017,V00564,Safari,Mobile,Multiple_Filters,Multiple_Values,Low,Buyer
TS-017,V00565,Safari,Tablet,Multiple_Filters,Multiple_Values,High,Buyer
TS-017,V00566,Safari,Tablet,Multiple_Filters,Multiple_Values,Medium,Buyer
TS-017,V00567,Safari,Tablet,Multiple_Filters,Multiple_Values,Low,Buyer
TS-017,V00568,Edge,Desktop,Multiple_Filters,Multiple_Values,High,Buyer
TS-017,V00569,Edge,Desktop,Multiple_Filters,Multiple_Values,Medium,Buyer
TS-017,V00570,Edge,Desktop,Multiple_Filters,Multiple_Values,Low,Buyer
TS-017,V00571,Edge,Mobile,Multiple_Filters,Multiple_Values,High,Buyer
TS-017,V00572,Edge,Mobile,Multiple_Filters,Multiple_Values,Medium,Buyer
TS-017,V00573,Edge,Mobile,Multiple_Filters,Multiple_Values,Low,Buyer
TS-017,V00574,Edge,Tablet,Multiple_Filters,Multiple_Values,High,Buyer
TS-017,V00575,Edge,Tablet,Multiple_Filters,Multiple_Values,Medium,Buyer
TS-017,V00576,Edge,Tablet,Multiple_Filters,Multiple_Values,Low,Buyer
