Scenario_ID,Variant_ID,Browser,Device,Failure_Reason,Network_Speed,Payment_Method,Retry_Action,User_Type
TS-042,V00287,Edge,Tablet,Declined,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00288,Edge,Tablet,Declined,Low,Credit_Card,Change_Method,Buyer
TS-042,V00289,Chrome,Desktop,Declined,High,Credit_Card,Cancel,Buyer
TS-042,V00290,Chrome,Desktop,Declined,Medium,Credit_Card,Cancel,Buyer
TS-042,V00291,Chrome,Desktop,Declined,Low,Credit_Card,Cancel,Buyer
TS-042,V00292,Chrome,Mobile,Declined,High,Credit_Card,Cancel,Buyer
TS-042,V00293,Chrome,Mobile,Declined,Medium,Credit_Card,Cancel,Buyer
TS-042,V00294,Chrome,Mobile,Declined,Low,Credit_Card,Cancel,Buyer
TS-042,V00295,Chrome,Tablet,Declined,High,Credit_Card,Cancel,Buyer
TS-042,V00296,Chrome,Tablet,Declined,Medium,Credit_Card,Cancel,Buyer
TS-042,V00297,Chrome,Tablet,Declined,Low,Credit_Card,Cancel,Buyer
TS-042,V00298,Firefox,Desktop,Declined,High,Credit_Card,Cancel,Buyer
TS-042,V00299,Firefox,Desktop,Declined,Medium,Credit_Card,Cancel,Buyer
TS-042,V00300,Firefox,Desktop,Declined,Low,Credit_Card,Cancel,Buyer
TS-042,V00301,Firefox,Mobile,Declined,High,Credit_Card,Cancel,Buyer
TS-042,V00302,Firefox,Mobile,Declined,Medium,Credit_Card,Cancel,Buyer
TS-042,V00303,Firefox,Mobile,Declined,Low,Credit_Card,Cancel,Buyer
TS-042,V00304,Firefox,Tablet,Declined,High,Credit_Card,Cancel,Buyer
TS-042,V00305,Firefox,Tablet,Declined,Medium,Credit_Card,Cancel,Buyer
TS-042,V00306,Firefox,Tablet,Declined,Low,Credit_Card,Cancel,Buyer
TS-042,V00307,Safari,Desktop,Declined,High,Credit_Card,Cancel,Buyer
TS-042,V00308,Safari,Desktop,Declined,Medium,Credit_Card,Cancel,Buyer
TS-042,V00309,Safari,Desktop,Declined,Low,Credit_Card,Cancel,Buyer
TS-042,V00310,Safari,Mobile,Declined,High,Credit_Card,Cancel,Buyer
TS-042,V00311,Safari,Mobile,Declined,Medium,Credit_Card,Cancel,Buyer
TS-042,V00312,Safari,Mobile,Declined,Low,Credit_Card,Cancel,Buyer
TS-042,V00313,Safari,Tablet,Declined,High,Credit_Card,Cancel,Buyer
TS-042,V00314,Safari,Tablet,Declined,Medium,Credit_Card,Cancel,Buyer
TS-042,V00315,Safari,Tablet,Declined,Low,Credit_Card,Cancel,Buyer
TS-042,V00316,Edge,Desktop,Declined,High,Credit_Card,Cancel,Buyer
TS-042,V00317,Edge,Desktop,Declined,Medium,Credit_Card,Cancel,Buyer
TS-042,V00318,Edge,Desktop,Declined,Low,Credit_Card,Cancel,Buyer
TS-042,V00319,Edge,Mobile,Declined,High,Credit_Card,Cancel,Buyer
TS-042,V00320,Edge,Mobile,Declined,Medium,Credit_Card,Cancel,Buyer
TS-042,V00321,Edge,Mobile,Declined,Low,Credit_Card,Cancel,Buyer
TS-042,V00322,Edge,Tablet,Declined,High,Credit_Card,Cancel,Buyer
TS-042,V00323,Edge,Tablet,Declined,Medium,Credit_Card,Cancel,Buyer
TS-042,V00324,Edge,Tablet,Declined,Low,Credit_Card,Cancel,Buyer
TS-042,V00325,Chrome,Desktop,Timeout,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00326,Chrome,Desktop,Timeout,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00327,Chrome,Desktop,Timeout,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00328,Chrome,Mobile,Timeout,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00329,Chrome,Mobile,Timeout,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00330,Chrome,Mobile,Timeout,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00331,Chrome,Tablet,Timeout,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00332,Chrome,Tablet,Timeout,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00333,Chrome,Tablet,Timeout,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00334,Firefox,Desktop,Timeout,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00335,Firefox,Desktop,Timeout,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00336,Firefox,Desktop,Timeout,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00337,Firefox,Mobile,Timeout,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00338,Firefox,Mobile,Timeout,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00339,Firefox,Mobile,Timeout,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00340,Firefox,Tablet,Timeout,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00341,Firefox,Tablet,Timeout,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00342,Firefox,Tablet,Timeout,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00343,Safari,Desktop,Timeout,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00344,Safari,Desktop,Timeout,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00345,Safari,Desktop,Timeout,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00346,Safari,Mobile,Timeout,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00347,Safari,Mobile,Timeout,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00348,Safari,Mobile,Timeout,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00349,Safari,Tablet,Timeout,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00350,Safari,Tablet,Timeout,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00351,Safari,Tablet,Timeout,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00352,Edge,Desktop,Timeout,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00353,Edge,Desktop,Timeout,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00354,Edge,Desktop,Timeout,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00355,Edge,Mobile,Timeout,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00356,Edge,Mobile,Timeout,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00357,Edge,Mobile,Timeout,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00358,Edge,Tablet,Timeout,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00359,Edge,Tablet,Timeout,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00360,Edge,Tablet,Timeout,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00361,Chrome,Desktop,Timeout,High,Credit_Card,Change_Method,Buyer
TS-042,V00362,Chrome,Desktop,Timeout,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00363,Chrome,Desktop,Timeout,Low,Credit_Card,Change_Method,Buyer
TS-042,V00364,Chrome,Mobile,Timeout,High,Credit_Card,Change_Method,Buyer
TS-042,V00365,Chrome,Mobile,Timeout,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00366,Chrome,Mobile,Timeout,Low,Credit_Card,Change_Method,Buyer
TS-042,V00367,Chrome,Tablet,Timeout,High,Credit_Card,Change_Method,Buyer
TS-042,V00368,Chrome,Tablet,Timeout,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00369,Chrome,Tablet,Timeout,Low,Credit_Card,Change_Method,Buyer
TS-042,V00370,Firefox,Desktop,Timeout,High,Credit_Card,Change_Method,Buyer
TS-042,V00371,Firefox,Desktop,Timeout,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00372,Firefox,Desktop,Timeout,Low,Credit_Card,Change_Method,Buyer
TS-042,V00373,Firefox,Mobile,Timeout,High,Credit_Card,Change_Method,Buyer
TS-042,V00374,Firefox,Mobile,Timeout,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00375,Firefox,Mobile,Timeout,Low,Credit_Card,Change_Method,Buyer
TS-042,V00376,Firefox,Tablet,Timeout,High,Credit_Card,Change_Method,Buyer
TS-042,V00377,Firefox,Tablet,Timeout,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00378,Firefox,Tablet,Timeout,Low,Credit_Card,Change_Method,Buyer
TS-042,V00379,Safari,Desktop,Timeout,High,Credit_Card,Change_Method,Buyer
TS-042,V00380,Safari,Desktop,Timeout,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00381,Safari,Desktop,Timeout,Low,Credit_Card,Change_Method,Buyer
TS-042,V00382,Safari,Mobile,Timeout,High,Credit_Card,Change_Method,Buyer
TS-042,V00383,Safari,Mobile,Timeout,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00384,Safari,Mobile,Timeout,Low,Credit_Card,Change_Method,Buyer
TS-042,V00385,Safari,Tablet,Timeout,High,Credit_Card,Change_Method,Buyer
TS-042,V00386,Safari,Tablet,Timeout,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00387,Safari,Tablet,Timeout,Low,Credit_Card,Change_Method,Buyer
TS-042,V00388,Edge,Desktop,Timeout,High,Credit_Card,Change_Method,Buyer
TS-042,V00389,Edge,Desktop,Timeout,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00390,Edge,Desktop,Timeout,Low,Credit_Card,Change_Method,Buyer
TS-042,V00391,Edge,Mobile,Timeout,High,Credit_Card,Change_Method,Buyer
TS-042,V00392,Edge,Mobile,Timeout,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00393,Edge,Mobile,Timeout,Low,Credit_Card,Change_Method,Buyer
TS-042,V00394,Edge,Tablet,Timeout,High,Credit_Card,Change_Method,Buyer
TS-042,V00395,Edge,Tablet,Timeout,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00396,Edge,Tablet,Timeout,Low,Credit_Card,Change_Method,Buyer
TS-042,V00397,Chrome,Desktop,Timeout,High,Credit_Card,Cancel,Buyer
TS-042,V00398,Chrome,Desktop,Timeout,Medium,Credit_Card,Cancel,Buyer
TS-042,V00399,Chrome,Desktop,Timeout,Low,Credit_Card,Cancel,Buyer
TS-042,V00400,Chrome,Mobile,Timeout,High,Credit_Card,Cancel,Buyer
TS-042,V00401,Chrome,Mobile,Timeout,Medium,Credit_Card,Cancel,Buyer
TS-042,V00402,Chrome,Mobile,Timeout,Low,Credit_Card,Cancel,Buyer
TS-042,V00403,Chrome,Tablet,Timeout,High,Credit_Card,Cancel,Buyer
TS-042,V00404,Chrome,Tablet,Timeout,Medium,Credit_Card,Cancel,Buyer
TS-042,V00405,Chrome,Tablet,Timeout,Low,Credit_Card,Cancel,Buyer
TS-042,V00406,Firefox,Desktop,Timeout,High,Credit_Card,Cancel,Buyer
TS-042,V00407,Firefox,Desktop,Timeout,Medium,Credit_Card,Cancel,Buyer
TS-042,V00408,Firefox,Desktop,Timeout,Low,Credit_Card,Cancel,Buyer
TS-042,V00409,Firefox,Mobile,Timeout,High,Credit_Card,Cancel,Buyer
TS-042,V00410,Firefox,Mobile,Timeout,Medium,Credit_Card,Cancel,Buyer
TS-042,V00411,Firefox,Mobile,Timeout,Low,Credit_Card,Cancel,Buyer
TS-042,V00412,Firefox,Tablet,Timeout,High,Credit_Card,Cancel,Buyer
TS-042,V00413,Firefox,Tablet,Timeout,Medium,Credit_Card,Cancel,Buyer
TS-042,V00414,Firefox,Tablet,Timeout,Low,Credit_Card,Cancel,Buyer
TS-042,V00415,Safari,Desktop,Timeout,High,Credit_Card,Cancel,Buyer
TS-042,V00416,Safari,Desktop,Timeout,Medium,Credit_Card,Cancel,Buyer
TS-042,V00417,Safari,Desktop,Timeout,Low,Credit_Card,Cancel,Buyer
TS-042,V00418,Safari,Mobile,Timeout,High,Credit_Card,Cancel,Buyer
TS-042,V00419,Safari,Mobile,Timeout,Medium,Credit_Card,Cancel,Buyer
TS-042,V00420,Safari,Mobile,Timeout,Low,Credit_Card,Cancel,Buyer
TS-042,V00421,Safari,Tablet,Timeout,High,Credit_Card,Cancel,Buyer
TS-042,V00422,Safari,Tablet,Timeout,Medium,Credit_Card,Cancel,Buyer
TS-042,V00423,Safari,Tablet,Timeout,Low,Credit_Card,Cancel,Buyer
TS-042,V00424,Edge,Desktop,Timeout,High,Credit_Card,Cancel,Buyer
TS-042,V00425,Edge,Desktop,Timeout,Medium,Credit_Card,Cancel,Buyer
TS-042,V00426,Edge,Desktop,Timeout,Low,Credit_Card,Cancel,Buyer
TS-042,V00427,Edge,Mobile,Timeout,High,Credit_Card,Cancel,Buyer
TS-042,V00428,Edge,Mobile,Timeout,Medium,Credit_Card,Cancel,Buyer
TS-042,V00429,Edge,Mobile,Timeout,Low,Credit_Card,Cancel,Buyer
TS-042,V00430,Edge,Tablet,Timeout,High,Credit_Card,Cancel,Buyer
TS-042,V00431,Edge,Tablet,Timeout,Medium,Credit_Card,Cancel,Buyer
TS-042,V00432,Edge,Tablet,Timeout,Low,Credit_Card,Cancel,Buyer
TS-042,V00433,Chrome,Desktop,Network_Error,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00434,Chrome,Desktop,Network_Error,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00435,Chrome,Desktop,Network_Error,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00436,Chrome,Mobile,Network_Error,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00437,Chrome,Mobile,Network_Error,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00438,Chrome,Mobile,Network_Error,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00439,Chrome,Tablet,Network_Error,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00440,Chrome,Tablet,Network_Error,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00441,Chrome,Tablet,Network_Error,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00442,Firefox,Desktop,Network_Error,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00443,Firefox,Desktop,Network_Error,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00444,Firefox,Desktop,Network_Error,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00445,Firefox,Mobile,Network_Error,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00446,Firefox,Mobile,Network_Error,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00447,Firefox,Mobile,Network_Error,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00448,Firefox,Tablet,Network_Error,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00449,Firefox,Tablet,Network_Error,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00450,Firefox,Tablet,Network_Error,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00451,Safari,Desktop,Network_Error,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00452,Safari,Desktop,Network_Error,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00453,Safari,Desktop,Network_Error,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00454,Safari,Mobile,Network_Error,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00455,Safari,Mobile,Network_Error,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00456,Safari,Mobile,Network_Error,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00457,Safari,Tablet,Network_Error,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00458,Safari,Tablet,Network_Error,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00459,Safari,Tablet,Network_Error,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00460,Edge,Desktop,Network_Error,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00461,Edge,Desktop,Network_Error,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00462,Edge,Desktop,Network_Error,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00463,Edge,Mobile,Network_Error,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00464,Edge,Mobile,Network_Error,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00465,Edge,Mobile,Network_Error,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00466,Edge,Tablet,Network_Error,High,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00467,Edge,Tablet,Network_Error,Medium,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00468,Edge,Tablet,Network_Error,Low,Credit_Card,Retry_Same_Method,Buyer
TS-042,V00469,Chrome,Desktop,Network_Error,High,Credit_Card,Change_Method,Buyer
TS-042,V00470,Chrome,Desktop,Network_Error,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00471,Chrome,Desktop,Network_Error,Low,Credit_Card,Change_Method,Buyer
TS-042,V00472,Chrome,Mobile,Network_Error,High,Credit_Card,Change_Method,Buyer
TS-042,V00473,Chrome,Mobile,Network_Error,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00474,Chrome,Mobile,Network_Error,Low,Credit_Card,Change_Method,Buyer
TS-042,V00475,Chrome,Tablet,Network_Error,High,Credit_Card,Change_Method,Buyer
TS-042,V00476,Chrome,Tablet,Network_Error,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00477,Chrome,Tablet,Network_Error,Low,Credit_Card,Change_Method,Buyer
TS-042,V00478,Firefox,Desktop,Network_Error,High,Credit_Card,Change_Method,Buyer
TS-042,V00479,Firefox,Desktop,Network_Error,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00480,Firefox,Desktop,Network_Error,Low,Credit_Card,Change_Method,Buyer
TS-042,V00481,Firefox,Mobile,Network_Error,High,Credit_Card,Change_Method,Buyer
TS-042,V00482,Firefox,Mobile,Network_Error,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00483,Firefox,Mobile,Network_Error,Low,Credit_Card,Change_Method,Buyer
TS-042,V00484,Firefox,Tablet,Network_Error,High,Credit_Card,Change_Method,Buyer
TS-042,V00485,Firefox,Tablet,Network_Error,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00486,Firefox,Tablet,Network_Error,Low,Credit_Card,Change_Method,Buyer
TS-042,V00487,Safari,Desktop,Network_Error,High,Credit_Card,Change_Method,Buyer
TS-042,V00488,Safari,Desktop,Network_Error,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00489,Safari,Desktop,Network_Error,Low,Credit_Card,Change_Method,Buyer
TS-042,V00490,Safari,Mobile,Network_Error,High,Credit_Card,Change_Method,Buyer
TS-042,V00491,Safari,Mobile,Network_Error,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00492,Safari,Mobile,Network_Error,Low,Credit_Card,Change_Method,Buyer
TS-042,V00493,Safari,Tablet,Network_Error,High,Credit_Card,Change_Method,Buyer
TS-042,V00494,Safari,Tablet,Network_Error,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00495,Safari,Tablet,Network_Error,Low,Credit_Card,Change_Method,Buyer
TS-042,V00496,Edge,Desktop,Network_Error,High,Credit_Card,Change_Method,Buyer
TS-042,V00497,Edge,Desktop,Network_Error,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00498,Edge,Desktop,Network_Error,Low,Credit_Card,Change_Method,Buyer
TS-042,V00499,Edge,Mobile,Network_Error,High,Credit_Card,Change_Method,Buyer
TS-042,V00500,Edge,Mobile,Network_Error,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00501,Edge,Mobile,Network_Error,Low,Credit_Card,Change_Method,Buyer
TS-042,V00502,Edge,Tablet,Network_Error,High,Credit_Card,Change_Method,Buyer
TS-042,V00503,Edge,Tablet,Network_Error,Medium,Credit_Card,Change_Method,Buyer
TS-042,V00504,Edge,Tablet,Network_Error,Low,Credit_Card,Change_Method,Buyer
TS-042,V00505,Chrome,Desktop,Network_Error,High,Credit_Card,Cancel,Buyer
TS-042,V00506,Chrome,Desktop,Network_Error,Medium,Credit_Card,Cancel,Buyer
TS-042,V00507,Chrome,Desktop,Network_Error,Low,Credit_Card,Cancel,Buyer
TS-042,V00508,Chrome,Mobile,Network_Error,High,Credit_Card,Cancel,Buyer
TS-042,V00509,Chrome,Mobile,Network_Error,Medium,Credit_Card,Cancel,Buyer
TS-042,V00510,Chrome,Mobile,Network_Error,Low,Credit_Card,Cancel,Buyer
TS-042,V00511,Chrome,Tablet,Network_Error,High,Credit_Card,Cancel,Buyer
TS-042,V00512,Chrome,Tablet,Network_Error,Medium,Credit_Card,Cancel,Buyer
TS-042,V00513,Chrome,Tablet,Network_Error,Low,Credit_Card,Cancel,Buyer
TS-042,V00514,Firefox,Desktop,Network_Error,High,Credit_Card,Cancel,Buyer
TS-042,V00515,Firefox,Desktop,Network_Error,Medium,Credit_Card,Cancel,Buyer
TS-042,V00516,Firefox,Desktop,Network_Error,Low,Credit_Card,Cancel,Buyer
TS-042,V00517,Firefox,Mobile,Network_Error,High,Credit_Card,Cancel,Buyer
TS-042,V00518,Firefox,Mobile,Network_Error,Medium,Credit_Card,Cancel,Buyer
TS-042,V00519,Firefox,Mobile,Network_Error,Low,Credit_Card,Cancel,Buyer
TS-042,V00520,Firefox,Tablet,Network_Error,High,Credit_Card,Cancel,Buyer
TS-042,V00521,Firefox,Tablet,Network_Error,Medium,Credit_Card,Cancel,Buyer
TS-042,V00522,Firefox,Tablet,Network_Error,Low,Credit_Card,Cancel,Buyer
TS-042,V00523,Safari,Desktop,Network_Error,High,Credit_Card,Cancel,Buyer
TS-042,V00524,Safari,Desktop,Network_Error,Medium,Credit_Card,Cancel,Buyer
TS-042,V00525,Safari,Desktop,Network_Error,Low,Credit_Card,Cancel,Buyer
TS-042,V00526,Safari,Mobile,Network_Error,High,Credit_Card,Cancel,Buyer
TS-042,V00527,Safari,Mobile,Network_Error,Medium,Credit_Card,Cancel,Buyer
TS-042,V00528,Safari,Mobile,Network_Error,Low,Credit_Card,Cancel,Buyer
TS-042,V00529,Safari,Tablet,Network_Error,High,Credit_Card,Cancel,Buyer
TS-042,V00530,Safari,Tablet,Network_Error,Medium,Credit_Card,Cancel,Buyer
TS-042,V00531,Safari,Tablet,Network_Error,Low,Credit_Card,Cancel,Buyer
TS-042,V00532,Edge,Desktop,Network_Error,High,Credit_Card,Cancel,Buyer
TS-042,V00533,Edge,Desktop,Network_Error,Medium,Credit_Card,Cancel,Buyer
TS-042,V00534,Edge,Desktop,Network_Error,Low,Credit_Card,Cancel,Buyer
TS-042,V00535,Edge,Mobile,Network_Error,High,Credit_Card,Cancel,Buyer
TS-042,V00536,Edge,Mobile,Network_Error,Medium,Credit_Card,Cancel,Buyer
TS-042,V00537,Edge,Mobile,Network_Error,Low,Credit_Card,Cancel,Buyer
TS-042,V00538,Edge,Tablet,Network_Error,High,Credit_Card,Cancel,Buyer
TS-042,V00539,Edge,Tablet,Network_Error,Medium,Credit_Card,Cancel,Buyer
TS-042,V00540,Edge,Tablet,Network_Error,Low,Credit_Card,Cancel,Buyer
TS-042,V00541,Chrome,Desktop,Insufficient_Funds,High,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00542,Chrome,Desktop,Insufficient_Funds,Medium,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00543,Chrome,Desktop,Insufficient_Funds,Low,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00544,Chrome,Mobile,Insufficient_Funds,High,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00545,Chrome,Mobile,Insufficient_Funds,Medium,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00546,Chrome,Mobile,Insufficient_Funds,Low,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00547,Chrome,Tablet,Insufficient_Funds,High,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00548,Chrome,Tablet,Insufficient_Funds,Medium,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00549,Chrome,Tablet,Insufficient_Funds,Low,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00550,Firefox,Desktop,Insufficient_Funds,High,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00551,Firefox,Desktop,Insufficient_Funds,Medium,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00552,Firefox,Desktop,Insufficient_Funds,Low,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00553,Firefox,Mobile,Insufficient_Funds,High,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00554,Firefox,Mobile,Insufficient_Funds,Medium,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00555,Firefox,Mobile,Insufficient_Funds,Low,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00556,Firefox,Tablet,Insufficient_Funds,High,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00557,Firefox,Tablet,Insufficient_Funds,Medium,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00558,Firefox,Tablet,Insufficient_Funds,Low,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00559,Safari,Desktop,Insufficient_Funds,High,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00560,Safari,Desktop,Insufficient_Funds,Medium,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00561,Safari,Desktop,Insufficient_Funds,Low,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00562,Safari,Mobile,Insufficient_Funds,High,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00563,Safari,Mobile,Insufficient_Funds,Medium,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00564,Safari,Mobile,Insufficient_Funds,Low,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00565,Safari,Tablet,Insufficient_Funds,High,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00566,Safari,Tablet,Insufficient_Funds,Medium,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00567,Safari,Tablet,Insufficient_Funds,Low,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00568,Edge,Desktop,Insufficient_Funds,High,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00569,Edge,Desktop,Insufficient_Funds,Medium,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00570,Edge,Desktop,Insufficient_Funds,Low,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00571,Edge,Mobile,Insufficient_Funds,High,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00572,Edge,Mobile,Insufficient_Funds,Medium,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00573,Edge,Mobile,Insufficient_Funds,Low,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00574,Edge,Tablet,Insufficient_Funds,High,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00575,Edge,Tablet,Insufficient_Funds,Medium,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00576,Edge,Tablet,Insufficient_Funds,Low,Debit_Card,Retry_Same_Method,Buyer
TS-042,V00577,Chrome,Desktop,Insufficient_Funds,High,Debit_Card,Change_Method,Buyer
TS-042,V00578,Chrome,Desktop,Insufficient_Funds,Medium,Debit_Card,Change_Method,Buyer
TS-042,V00579,Chrome,Desktop,Insufficient_Funds,Low,Debit_Card,Change_Method,Buyer
TS-042,V00580,Chrome,Mobile,Insufficient_Funds,High,Debit_Card,Change_Method,Buyer
TS-042,V00581,Chrome,Mobile,Insufficient_Funds,Medium,Debit_Card,Change_Method,Buyer
TS-042,V00582,Chrome,Mobile,Insufficient_Funds,Low,Debit_Card,Change_Method,Buyer
TS-042,V00583,Chrome,Tablet,Insufficient_Funds,High,Debit_Card,Change_Method,Buyer
TS-042,V00584,Chrome,Tablet,Insufficient_Funds,Medium,Debit_Card,Change_Method,Buyer
TS-042,V00585,Chrome,Tablet,Insufficient_Funds,Low,Debit_Card,Change_Method,Buyer
