Scenario_ID,Variant_ID,Browser,Cart_Items,Device,Network_Speed,Shipping_Cost,Tax_Applicable,User_Type
TS-043,V00378,Firefox,Multiple,Tablet,Low,Free,Yes,Buyer
TS-043,V00379,Safari,Multiple,Desktop,High,Free,Yes,Buyer
TS-043,V00380,Safari,Multiple,Desktop,Medium,Free,Yes,Buyer
TS-043,V00381,Safari,Multiple,Desktop,Low,Free,Yes,Buyer
TS-043,V00382,Safari,Multiple,Mobile,High,Free,Yes,Buyer
TS-043,V00383,Safari,Multiple,Mobile,Medium,Free,Yes,Buyer
TS-043,V00384,Safari,Multiple,Mobile,Low,Free,Yes,Buyer
TS-043,V00385,Safari,Multiple,Tablet,High,Free,Yes,Buyer
TS-043,V00386,Safari,Multiple,Tablet,Medium,Free,Yes,Buyer
TS-043,V00387,Safari,Multiple,Tablet,Low,Free,Yes,Buyer
TS-043,V00388,Edge,Multiple,Desktop,High,Free,Yes,Buyer
TS-043,V00389,Edge,Multiple,Desktop,Medium,Free,Yes,Buyer
TS-043,V00390,Edge,Multiple,Desktop,Low,Free,Yes,Buyer
TS-043,V00391,Edge,Multiple,Mobile,High,Free,Yes,Buyer
TS-043,V00392,Edge,Multiple,Mobile,Medium,Free,Yes,Buyer
TS-043,V00393,Edge,Multiple,Mobile,Low,Free,Yes,Buyer
TS-043,V00394,Edge,Multiple,Tablet,High,Free,Yes,Buyer
TS-043,V00395,Edge,Multiple,Tablet,Medium,Free,Yes,Buyer
TS-043,V00396,Edge,Multiple,Tablet,Low,Free,Yes,Buyer
TS-043,V00397,Chrome,Multiple,Desktop,High,Free,No,Buyer
TS-043,V00398,Chrome,Multiple,Desktop,Medium,Free,No,Buyer
TS-043,V00399,Chrome,Multiple,Desktop,Low,Free,No,Buyer
TS-043,V00400,Chrome,Multiple,Mobile,High,Free,No,Buyer
TS-043,V00401,Chrome,Multiple,Mobile,Medium,Free,No,Buyer
TS-043,V00402,Chrome,Multiple,Mobile,Low,Free,No,Buyer
TS-043,V00403,Chrome,Multiple,Tablet,High,Free,No,Buyer
TS-043,V00404,Chrome,Multiple,Tablet,Medium,Free,No,Buyer
TS-043,V00405,Chrome,Multiple,Tablet,Low,Free,No,Buyer
TS-043,V00406,Firefox,Multiple,Desktop,High,Free,No,Buyer
TS-043,V00407,Firefox,Multiple,Desktop,Medium,Free,No,Buyer
TS-043,V00408,Firefox,Multiple,Desktop,Low,Free,No,Buyer
TS-043,V00409,Firefox,Multiple,Mobile,High,Free,No,Buyer
TS-043,V00410,Firefox,Multiple,Mobile,Medium,Free,No,Buyer
TS-043,V00411,Firefox,Multiple,Mobile,Low,Free,No,Buyer
TS-043,V00412,Firefox,Multiple,Tablet,High,Free,No,Buyer
TS-043,V00413,Firefox,Multiple,Tablet,Medium,Free,No,Buyer
TS-043,V00414,Firefox,Multiple,Tablet,Low,Free,No,Buyer
TS-043,V00415,Safari,Multiple,Desktop,High,Free,No,Buyer
TS-043,V00416,Safari,Multiple,Desktop,Medium,Free,No,Buyer
TS-043,V00417,Safari,Multiple,Desktop,Low,Free,No,Buyer
TS-043,V00418,Safari,Multiple,Mobile,High,Free,No,Buyer
TS-043,V00419,Safari,Multiple,Mobile,Medium,Free,No,Buyer
TS-043,V00420,Safari,Multiple,Mobile,Low,Free,No,Buyer
TS-043,V00421,Safari,Multiple,Tablet,High,Free,No,Buyer
TS-043,V00422,Safari,Multiple,Tablet,Medium,Free,No,Buyer
TS-043,V00423,Safari,Multiple,Tablet,Low,Free,No,Buyer
TS-043,V00424,Edge,Multiple,Desktop,High,Free,No,Buyer
TS-043,V00425,Edge,Multiple,Desktop,Medium,Free,No,Buyer
TS-043,V00426,Edge,Multiple,Desktop,Low,Free,No,Buyer
TS-043,V00427,Edge,Multiple,Mobile,High,Free,No,Buyer
TS-043,V00428,Edge,Multiple,Mobile,Medium,Free,No,Buyer
TS-043,V00429,Edge,Multiple,Mobile,Low,Free,No,Buyer
TS-043,V00430,Edge,Multiple,Tablet,High,Free,No,Buyer
TS-043,V00431,Edge,Multiple,Tablet,Medium,Free,No,Buyer
TS-043,V00432,Edge,Multiple,Tablet,Low,Free,No,Buyer
TS-043,V00433,Chrome,Mixed_Prices,Desktop,High,Standard,Yes,Buyer
TS-043,V00434,Chrome,Mixed_Prices,Desktop,Medium,Standard,Yes,Buyer
TS-043,V00435,Chrome,Mixed_Prices,Desktop,Low,Standard,Yes,Buyer
TS-043,V00436,Chrome,Mixed_Prices,Mobile,High,Standard,Yes,Buyer
TS-043,V00437,Chrome,Mixed_Prices,Mobile,Medium,Standard,Yes,Buyer
TS-043,V00438,Chrome,Mixed_Prices,Mobile,Low,Standard,Yes,Buyer
TS-043,V00439,Chrome,Mixed_Prices,Tablet,High,Standard,Yes,Buyer
TS-043,V00440,Chrome,Mixed_Prices,Tablet,Medium,Standard,Yes,Buyer
TS-043,V00441,Chrome,Mixed_Prices,Tablet,Low,Standard,Yes,Buyer
TS-043,V00442,Firefox,Mixed_Prices,Desktop,High,Standard,Yes,Buyer
TS-043,V00443,Firefox,Mixed_Prices,Desktop,Medium,Standard,Yes,Buyer
TS-043,V00444,Firefox,Mixed_Prices,Desktop,Low,Standard,Yes,Buyer
TS-043,V00445,Firefox,Mixed_Prices,Mobile,High,Standard,Yes,Buyer
TS-043,V00446,Firefox,Mixed_Prices,Mobile,Medium,Standard,Yes,Buyer
TS-043,V00447,Firefox,Mixed_Prices,Mobile,Low,Standard,Yes,Buyer
TS-043,V00448,Firefox,Mixed_Prices,Tablet,High,Standard,Yes,Buyer
TS-043,V00449,Firefox,Mixed_Prices,Tablet,Medium,Standard,Yes,Buyer
TS-043,V00450,Firefox,Mixed_Prices,Tablet,Low,Standard,Yes,Buyer
TS-043,V00451,Safari,Mixed_Prices,Desktop,High,Standard,Yes,Buyer
TS-043,V00452,Safari,Mixed_Prices,Desktop,Medium,Standard,Yes,Buyer
TS-043,V00453,Safari,Mixed_Prices,Desktop,Low,Standard,Yes,Buyer
TS-043,V00454,Safari,Mixed_Prices,Mobile,High,Standard,Yes,Buyer
TS-043,V00455,Safari,Mixed_Prices,Mobile,Medium,Standard,Yes,Buyer
TS-043,V00456,Safari,Mixed_Prices,Mobile,Low,Standard,Yes,Buyer
TS-043,V00457,Safari,Mixed_Prices,Tablet,High,Standard,Yes,Buyer
TS-043,V00458,Safari,Mixed_Prices,Tablet,Medium,Standard,Yes,Buyer
TS-043,V00459,Safari,Mixed_Prices,Tablet,Low,Standard,Yes,Buyer
TS-043,V00460,Edge,Mixed_Prices,Desktop,High,Standard,Yes,Buyer
TS-043,V00461,Edge,Mixed_Prices,Desktop,Medium,Standard,Yes,Buyer
TS-043,V00462,Edge,Mixed_Prices,Desktop,Low,Standard,Yes,Buyer
TS-043,V00463,Edge,Mixed_Prices,Mobile,High,Standard,Yes,Buyer
TS-043,V00464,Edge,Mixed_Prices,Mobile,Medium,Standard,Yes,Buyer
TS-043,V00465,Edge,Mixed_Prices,Mobile,Low,Standard,Yes,Buyer
TS-043,V00466,Edge,Mixed_Prices,Tablet,High,Standard,Yes,Buyer
TS-043,V00467,Edge,Mixed_Prices,Tablet,Medium,Standard,Yes,Buyer
TS-043,V00468,Edge,Mixed_Prices,Tablet,Low,Standard,Yes,Buyer
TS-043,V00469,Chrome,Mixed_Prices,Desktop,High,Standard,No,Buyer
TS-043,V00470,Chrome,Mixed_Prices,Desktop,Medium,Standard,No,Buyer
TS-043,V00471,Chrome,Mixed_Prices,Desktop,Low,Standard,No,Buyer
TS-043,V00472,Chrome,Mixed_Prices,Mobile,High,Standard,No,Buyer
TS-043,V00473,Chrome,Mixed_Prices,Mobile,Medium,Standard,No,Buyer
TS-043,V00474,Chrome,Mixed_Prices,Mobile,Low,Standard,No,Buyer
TS-043,V00475,Chrome,Mixed_Prices,Tablet,High,Standard,No,Buyer
TS-043,V00476,Chrome,Mixed_Prices,Tablet,Medium,Standard,No,Buyer
TS-043,V00477,Chrome,Mixed_Prices,Tablet,Low,Standard,No,Buyer
TS-043,V00478,Firefox,Mixed_Prices,Desktop,High,Standard,No,Buyer
TS-043,V00479,Firefox,Mixed_Prices,Desktop,Medium,Standard,No,Buyer
TS-043,V00480,Firefox,Mixed_Prices,Desktop,Low,Standard,No,Buyer
TS-043,V00481,Firefox,Mixed_Prices,Mobile,High,Standard,No,Buyer
TS-043,V00482,Firefox,Mixed_Prices,Mobile,Medium,Standard,No,Buyer
TS-043,V00483,Firefox,Mixed_Prices,Mobile,Low,Standard,No,Buyer
TS-043,V00484,Firefox,Mixed_Prices,Tablet,High,Standard,No,Buyer
TS-043,V00485,Firefox,Mixed_Prices,Tablet,Medium,Standard,No,Buyer
TS-043,V00486,Firefox,Mixed_Prices,Tablet,Low,Standard,No,Buyer
TS-043,V00487,Safari,Mixed_Prices,Desktop,High,Standard,No,Buyer
TS-043,V00488,Safari,Mixed_Prices,Desktop,Medium,Standard,No,Buyer
TS-043,V00489,Safari,Mixed_Prices,Desktop,Low,Standard,No,Buyer
TS-043,V00490,Safari,Mixed_Prices,Mobile,High,Standard,No,Buyer
TS-043,V00491,Safari,Mixed_Prices,Mobile,Medium,Standard,No,Buyer
TS-043,V00492,Safari,Mixed_Prices,Mobile,Low,Standard,No,Buyer
TS-043,V00493,Safari,Mixed_Prices,Tablet,High,Standard,No,Buyer
TS-043,V00494,Safari,Mixed_Prices,Tablet,Medium,Standard,No,Buyer
TS-043,V00495,Safari,Mixed_Prices,Tablet,Low,Standard,No,Buyer
TS-043,V00496,Edge,Mixed_Prices,Desktop,High,Standard,No,Buyer
TS-043,V00497,Edge,Mixed_Prices,Desktop,Medium,Standard,No,Buyer
TS-043,V00498,Edge,Mixed_Prices,Desktop,Low,Standard,No,Buyer
TS-043,V00499,Edge,Mixed_Prices,Mobile,High,Standard,No,Buyer
TS-043,V00500,Edge,Mixed_Prices,Mobile,Medium,Standard,No,Buyer
TS-043,V00501,Edge,Mixed_Prices,Mobile,Low,Standard,No,Buyer
TS-043,V00502,Edge,Mixed_Prices,Tablet,High,Standard,No,Buyer
TS-043,V00503,Edge,Mixed_Prices,Tablet,Medium,Standard,No,Buyer
TS-043,V00504,Edge,Mixed_Prices,Tablet,Low,Standard,No,Buyer
TS-043,V00505,Chrome,Mixed_Prices,Desktop,High,Express,Yes,Buyer
TS-043,V00506,Chrome,Mixed_Prices,Desktop,Medium,Express,Yes,Buyer
TS-043,V00507,Chrome,Mixed_Prices,Desktop,Low,Express,Yes,Buyer
TS-043,V00508,Chrome,Mixed_Prices,Mobile,High,Express,Yes,Buyer
TS-043,V00509,Chrome,Mixed_Prices,Mobile,Medium,Express,Yes,Buyer
TS-043,V00510,Chrome,Mixed_Prices,Mobile,Low,Express,Yes,Buyer
TS-043,V00511,Chrome,Mixed_Prices,Tablet,High,Express,Yes,Buyer
TS-043,V00512,Chrome,Mixed_Prices,Tablet,Medium,Express,Yes,Buyer
TS-043,V00513,Chrome,Mixed_Prices,Tablet,Low,Express,Yes,Buyer
TS-043,V00514,Firefox,Mixed_Prices,Desktop,High,Express,Yes,Buyer
TS-043,V00515,Firefox,Mixed_Prices,Desktop,Medium,Express,Yes,Buyer
TS-043,V00516,Firefox,Mixed_Prices,Desktop,Low,Express,Yes,Buyer
TS-043,V00517,Firefox,Mixed_Prices,Mobile,High,Express,Yes,Buyer
TS-043,V00518,Firefox,Mixed_Prices,Mobile,Medium,Express,Yes,Buyer
TS-043,V00519,Firefox,Mixed_Prices,Mobile,Low,Express,Yes,Buyer
TS-043,V00520,Firefox,Mixed_Prices,Tablet,High,Express,Yes,Buyer
TS-043,V00521,Firefox,Mixed_Prices,Tablet,Medium,Express,Yes,Buyer
TS-043,V00522,Firefox,Mixed_Prices,Tablet,Low,Express,Yes,Buyer
TS-043,V00523,Safari,Mixed_Prices,Desktop,High,Express,Yes,Buyer
TS-043,V00524,Safari,Mixed_Prices,Desktop,Medium,Express,Yes,Buyer
TS-043,V00525,Safari,Mixed_Prices,Desktop,Low,Express,Yes,Buyer
TS-043,V00526,Safari,Mixed_Prices,Mobile,High,Express,Yes,Buyer
TS-043,V00527,Safari,Mixed_Prices,Mobile,Medium,Express,Yes,Buyer
TS-043,V00528,Safari,Mixed_Prices,Mobile,Low,Express,Yes,Buyer
TS-043,V00529,Safari,Mixed_Prices,Tablet,High,Express,Yes,Buyer
TS-043,V00530,Safari,Mixed_Prices,Tablet,Medium,Express,Yes,Buyer
TS-043,V00531,Safari,Mixed_Prices,Tablet,Low,Express,Yes,Buyer
TS-043,V00532,Edge,Mixed_Prices,Desktop,High,Express,Yes,Buyer
TS-043,V00533,Edge,Mixed_Prices,Desktop,Medium,Express,Yes,Buyer
TS-043,V00534,Edge,Mixed_Prices,Desktop,Low,Express,Yes,Buyer
TS-043,V00535,Edge,Mixed_Prices,Mobile,High,Express,Yes,Buyer
TS-043,V00536,Edge,Mixed_Prices,Mobile,Medium,Express,Yes,Buyer
TS-043,V00537,Edge,Mixed_Prices,Mobile,Low,Express,Yes,Buyer
TS-043,V00538,Edge,Mixed_Prices,Tablet,High,Express,Yes,Buyer
TS-043,V00539,Edge,Mixed_Prices,Tablet,Medium,Express,Yes,Buyer
TS-043,V00540,Edge,Mixed_Prices,Tablet,Low,Express,Yes,Buyer
TS-043,V00541,Chrome,Mixed_Prices,Desktop,High,Express,No,Buyer
TS-043,V00542,Chrome,Mixed_Prices,Desktop,Medium,Express,No,Buyer
TS-043,V00543,Chrome,Mixed_Prices,Desktop,Low,Express,No,Buyer
TS-043,V00544,Chrome,Mixed_Prices,Mobile,High,Express,No,Buyer
TS-043,V00545,Chrome,Mixed_Prices,Mobile,Medium,Express,No,Buyer
TS-043,V00546,Chrome,Mixed_Prices,Mobile,Low,Express,No,Buyer
TS-043,V00547,Chrome,Mixed_Prices,Tablet,High,Express,No,Buyer
TS-043,V00548,Chrome,Mixed_Prices,Tablet,Medium,Express,No,Buyer
TS-043,V00549,Chrome,Mixed_Prices,Tablet,Low,Express,No,Buyer
TS-043,V00550,Firefox,Mixed_Prices,Desktop,High,Express,No,Buyer
TS-043,V00551,Firefox,Mixed_Prices,Desktop,Medium,Express,No,Buyer
TS-043,V00552,Firefox,Mixed_Prices,Desktop,Low,Express,No,Buyer
TS-043,V00553,Firefox,Mixed_Prices,Mobile,High,Express,No,Buyer
TS-043,V00554,Firefox,Mixed_Prices,Mobile,Medium,Express,No,Buyer
TS-043,V00555,Firefox,Mixed_Prices,Mobile,Low,Express,No,Buyer
TS-043,V00556,Firefox,Mixed_Prices,Tablet,High,Express,No,Buyer
TS-043,V00557,Firefox,Mixed_Prices,Tablet,Medium,Express,No,Buyer
TS-043,V00558,Firefox,Mixed_Prices,Tablet,Low,Express,No,Buyer
TS-043,V00559,Safari,Mixed_Prices,Desktop,High,Express,No,Buyer
TS-043,V00560,Safari,Mixed_Prices,Desktop,Medium,Express,No,Buyer
TS-043,V00561,Safari,Mixed_Prices,Desktop,Low,Express,No,Buyer
TS-043,V00562,Safari,Mixed_Prices,Mobile,High,Express,No,Buyer
TS-043,V00563,Safari,Mixed_Prices,Mobile,Medium,Express,No,Buyer
TS-043,V00564,Safari,Mixed_Prices,Mobile,Low,Express,No,Buyer
TS-043,V00565,Safari,Mixed_Prices,Tablet,High,Express,No,Buyer
TS-043,V00566,Safari,Mixed_Prices,Tablet,Medium,Express,No,Buyer
TS-043,V00567,Safari,Mixed_Prices,Tablet,Low,Express,No,Buyer
TS-043,V00568,Edge,Mixed_Prices,Desktop,High,Express,No,Buyer
TS-043,V00569,Edge,Mixed_Prices,Desktop,Medium,Express,No,Buyer
TS-043,V00570,Edge,Mixed_Prices,Desktop,Low,Express,No,Buyer
TS-043,V00571,Edge,Mixed_Prices,Mobile,High,Express,No,Buyer
TS-043,V00572,Edge,Mixed_Prices,Mobile,Medium,Express,No,Buyer
TS-043,V00573,Edge,Mixed_Prices,Mobile,Low,Express,No,Buyer
TS-043,V00574,Edge,Mixed_Prices,Tablet,High,Express,No,Buyer
TS-043,V00575,Edge,Mixed_Prices,Tablet,Medium,Express,No,Buyer
TS-043,V00576,Edge,Mixed_Prices,Tablet,Low,Express,No,Buyer
TS-043,V00577,Chrome,Mixed_Prices,Desktop,High,Free,Yes,Buyer
TS-043,V00578,Chrome,Mixed_Prices,Desktop,Medium,Free,Yes,Buyer
TS-043,V00579,Chrome,Mixed_Prices,Desktop,Low,Free,Yes,Buyer
TS-043,V00580,Chrome,Mixed_Prices,Mobile,High,Free,Yes,Buyer
TS-043,V00581,Chrome,Mixed_Prices,Mobile,Medium,Free,Yes,Buyer
TS-043,V00582,Chrome,Mixed_Prices,Mobile,Low,Free,Yes,Buyer
TS-043,V00583,Chrome,Mixed_Prices,Tablet,High,Free,Yes,Buyer
TS-043,V00584,Chrome,Mixed_Prices,Tablet,Medium,Free,Yes,Buyer
TS-043,V00585,Chrome,Mixed_Prices,Tablet,Low,Free,Yes,Buyer
TS-043,V00586,Firefox,Mixed_Prices,Desktop,High,Free,Yes,Buyer
TS-043,V00587,Firefox,Mixed_Prices,Desktop,Medium,Free,Yes,Buyer
TS-043,V00588,Firefox,Mixed_Prices,Desktop,Low,Free,Yes,Buyer
TS-043,V00589,Firefox,Mixed_Prices,Mobile,High,Free,Yes,Buyer
TS-043,V00590,Firefox,Mixed_Prices,Mobile,Medium,Free,Yes,Buyer
TS-043,V00591,Firefox,Mixed_Prices,Mobile,Low,Free,Yes,Buyer
TS-043,V00592,Firefox,Mixed_Prices,Tablet,High,Free,Yes,Buyer
TS-043,V00593,Firefox,Mixed_Prices,Tablet,Medium,Free,Yes,Buyer
TS-043,V00594,Firefox,Mixed_Prices,Tablet,Low,Free,Yes,Buyer
TS-043,V00595,Safari,Mixed_Prices,Desktop,High,Free,Yes,Buyer
TS-043,V00596,Safari,Mixed_Prices,Desktop,Medium,Free,Yes,Buyer
TS-043,V00597,Safari,Mixed_Prices,Desktop,Low,Free,Yes,Buyer
TS-043,V00598,Safari,Mixed_Prices,Mobile,High,Free,Yes,Buyer
TS-043,V00599,Safari,Mixed_Prices,Mobile,Medium,Free,Yes,Buyer
TS-043,V00600,Safari,Mixed_Prices,Mobile,Low,Free,Yes,Buyer
TS-043,V00601,Safari,Mixed_Prices,Tablet,High,Free,Yes,Buyer
TS-043,V00602,Safari,Mixed_Prices,Tablet,Medium,Free,Yes,Buyer
TS-043,V00603,Safari,Mixed_Prices,Tablet,Low,Free,Yes,Buyer
TS-043,V00604,Edge,Mixed_Prices,Desktop,High,Free,Yes,Buyer
TS-043,V00605,Edge,Mixed_Prices,Desktop,Medium,Free,Yes,Buyer
TS-043,V00606,Edge,Mixed_Prices,Desktop,Low,Free,Yes,Buyer
TS-043,V00607,Edge,Mixed_Prices,Mobile,High,Free,Yes,Buyer
TS-043,V00608,Edge,Mixed_Prices,Mobile,Medium,Free,Yes,Buyer
TS-043,V00609,Edge,Mixed_Prices,Mobile,Low,Free,Yes,Buyer
TS-043,V00610,Edge,Mixed_Prices,Tablet,High,Free,Yes,Buyer
TS-043,V00611,Edge,Mixed_Prices,Tablet,Medium,Free,Yes,Buyer
TS-043,V00612,Edge,Mixed_Prices,Tablet,Low,Free,Yes,Buyer
TS-043,V00613,Chrome,Mixed_Prices,Desktop,High,Free,No,Buyer
TS-043,V00614,Chrome,Mixed_Prices,Desktop,Medium,Free,No,Buyer
TS-043,V00615,Chrome,Mixed_Prices,Desktop,Low,Free,No,Buyer
TS-043,V00616,Chrome,Mixed_Prices,Mobile,High,Free,No,Buyer
TS-043,V00617,Chrome,Mixed_Prices,Mobile,Medium,Free,No,Buyer
TS-043,V00618,Chrome,Mixed_Prices,Mobile,Low,Free,No,Buyer
TS-043,V00619,Chrome,Mixed_Prices,Tablet,High,Free,No,Buyer
TS-043,V00620,Chrome,Mixed_Prices,Tablet,Medium,Free,No,Buyer
TS-043,V00621,Chrome,Mixed_Prices,Tablet,Low,Free,No,Buyer
TS-043,V00622,Firefox,Mixed_Prices,Desktop,High,Free,No,Buyer
TS-043,V00623,Firefox,Mixed_Prices,Desktop,Medium,Free,No,Buyer
TS-043,V00624,Firefox,Mixed_Prices,Desktop,Low,Free,No,Buyer
TS-043,V00625,Firefox,Mixed_Prices,Mobile,High,Free,No,Buyer
TS-043,V00626,Firefox,Mixed_Prices,Mobile,Medium,Free,No,Buyer
TS-043,V00627,Firefox,Mixed_Prices,Mobile,Low,Free,No,Buyer
TS-043,V00628,Firefox,Mixed_Prices,Tablet,High,Free,No,Buyer
TS-043,V00629,Firefox,Mixed_Prices,Tablet,Medium,Free,No,Buyer
TS-043,V00630,Firefox,Mixed_Prices,Tablet,Low,Free,No,Buyer
TS-043,V00631,Safari,Mixed_Prices,Desktop,High,Free,No,Buyer
TS-043,V00632,Safari,Mixed_Prices,Desktop,Medium,Free,No,Buyer
TS-043,V00633,Safari,Mixed_Prices,Desktop,Low,Free,No,Buyer
TS-043,V00634,Safari,Mixed_Prices,Mobile,High,Free,No,Buyer
TS-043,V00635,Safari,Mixed_Prices,Mobile,Medium,Free,No,Buyer
TS-043,V00636,Safari,Mixed_Prices,Mobile,Low,Free,No,Buyer
TS-043,V00637,Safari,Mixed_Prices,Tablet,High,Free,No,Buyer
TS-043,V00638,Safari,Mixed_Prices,Tablet,Medium,Free,No,Buyer
TS-043,V00639,Safari,Mixed_Prices,Tablet,Low,Free,No,Buyer
TS-043,V00640,Edge,Mixed_Prices,Desktop,High,Free,No,Buyer
TS-043,V00641,Edge,Mixed_Prices,Desktop,Medium,Free,No,Buyer
TS-043,V00642,Edge,Mixed_Prices,Desktop,Low,Free,No,Buyer
TS-043,V00643,Edge,Mixed_Prices,Mobile,High,Free,No,Buyer
TS-043,V00644,Edge,Mixed_Prices,Mobile,Medium,Free,No,Buyer
TS-043,V00645,Edge,Mixed_Prices,Mobile,Low,Free,No,Buyer
TS-043,V00646,Edge,Mixed_Prices,Tablet,High,Free,No,Buyer
TS-043,V00647,Edge,Mixed_Prices,Tablet,Medium,Free,No,Buyer
TS-043,V00648,Edge,Mixed_Prices,Tablet,Low,Free,No,Buyer
