Scenario_ID,Variant_ID,Browser,Cart_State,Device,Item_Availability,Network_Speed,User_Type
TS-026,V00341,Firefox,Mixed_Variations,Tablet,All_Available,Medium,Buyer
TS-026,V00342,Firefox,Mixed_Variations,Tablet,All_Available,Low,Buyer
TS-026,V00343,Safari,Mixed_Variations,Desktop,All_Available,High,Buyer
TS-026,V00344,Safari,Mixed_Variations,Desktop,All_Available,Medium,Buyer
TS-026,V00345,Safari,Mixed_Variations,Desktop,All_Available,Low,Buyer
TS-026,V00346,Safari,Mixed_Variations,Mobile,All_Available,High,Buyer
TS-026,V00347,Safari,Mixed_Variations,Mobile,All_Available,Medium,Buyer
TS-026,V00348,Safari,Mixed_Variations,Mobile,All_Available,Low,Buyer
TS-026,V00349,Safari,Mixed_Variations,Tablet,All_Available,High,Buyer
TS-026,V00350,Safari,Mixed_Variations,Tablet,All_Available,Medium,Buyer
TS-026,V00351,Safari,Mixed_Variations,Tablet,All_Available,Low,Buyer
TS-026,V00352,Edge,Mixed_Variations,Desktop,All_Available,High,Buyer
TS-026,V00353,Edge,Mixed_Variations,Desktop,All_Available,Medium,Buyer
TS-026,V00354,Edge,Mixed_Variations,Desktop,All_Available,Low,Buyer
TS-026,V00355,Edge,Mixed_Variations,Mobile,All_Available,High,Buyer
TS-026,V00356,Edge,Mixed_Variations,Mobile,All_Available,Medium,Buyer
TS-026,V00357,Edge,Mixed_Variations,Mobile,All_Available,Low,Buyer
TS-026,V00358,Edge,Mixed_Variations,Tablet,All_Available,High,Buyer
TS-026,V00359,Edge,Mixed_Variations,Tablet,All_Available,Medium,Buyer
TS-026,V00360,Edge,Mixed_Variations,Tablet,All_Available,Low,Buyer
TS-026,V00361,Chrome,Mixed_Variations,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00362,Chrome,Mixed_Variations,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00363,Chrome,Mixed_Variations,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00364,Chrome,Mixed_Variations,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00365,Chrome,Mixed_Variations,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00366,Chrome,Mixed_Variations,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00367,Chrome,Mixed_Variations,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00368,Chrome,Mixed_Variations,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00369,Chrome,Mixed_Variations,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00370,Firefox,Mixed_Variations,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00371,Firefox,Mixed_Variations,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00372,Firefox,Mixed_Variations,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00373,Firefox,Mixed_Variations,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00374,Firefox,Mixed_Variations,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00375,Firefox,Mixed_Variations,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00376,Firefox,Mixed_Variations,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00377,Firefox,Mixed_Variations,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00378,Firefox,Mixed_Variations,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00379,Safari,Mixed_Variations,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00380,Safari,Mixed_Variations,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00381,Safari,Mixed_Variations,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00382,Safari,Mixed_Variations,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00383,Safari,Mixed_Variations,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00384,Safari,Mixed_Variations,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00385,Safari,Mixed_Variations,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00386,Safari,Mixed_Variations,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00387,Safari,Mixed_Variations,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00388,Edge,Mixed_Variations,Desktop,Some_Out_Of_Stock,High,Buyer
TS-026,V00389,Edge,Mixed_Variations,Desktop,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00390,Edge,Mixed_Variations,Desktop,Some_Out_Of_Stock,Low,Buyer
TS-026,V00391,Edge,Mixed_Variations,Mobile,Some_Out_Of_Stock,High,Buyer
TS-026,V00392,Edge,Mixed_Variations,Mobile,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00393,Edge,Mixed_Variations,Mobile,Some_Out_Of_Stock,Low,Buyer
TS-026,V00394,Edge,Mixed_Variations,Tablet,Some_Out_Of_Stock,High,Buyer
TS-026,V00395,Edge,Mixed_Variations,Tablet,Some_Out_Of_Stock,Medium,Buyer
TS-026,V00396,Edge,Mixed_Variations,Tablet,Some_Out_Of_Stock,Low,Buyer
TS-026,V00397,Chrome,Mixed_Variations,Desktop,Price_Changed,High,Buyer
TS-026,V00398,Chrome,Mixed_Variations,Desktop,Price_Changed,Medium,Buyer
TS-026,V00399,Chrome,Mixed_Variations,Desktop,Price_Changed,Low,Buyer
TS-026,V00400,Chrome,Mixed_Variations,Mobile,Price_Changed,High,Buyer
TS-026,V00401,Chrome,Mixed_Variations,Mobile,Price_Changed,Medium,Buyer
TS-026,V00402,Chrome,Mixed_Variations,Mobile,Price_Changed,Low,Buyer
TS-026,V00403,Chrome,Mixed_Variations,Tablet,Price_Changed,High,Buyer
TS-026,V00404,Chrome,Mixed_Variations,Tablet,Price_Changed,Medium,Buyer
TS-026,V00405,Chrome,Mixed_Variations,Tablet,Price_Changed,Low,Buyer
TS-026,V00406,Firefox,Mixed_Variations,Desktop,Price_Changed,High,Buyer
TS-026,V00407,Firefox,Mixed_Variations,Desktop,Price_Changed,Medium,Buyer
TS-026,V00408,Firefox,Mixed_Variations,Desktop,Price_Changed,Low,Buyer
TS-026,V00409,Firefox,Mixed_Variations,Mobile,Price_Changed,High,Buyer
TS-026,V00410,Firefox,Mixed_Variations,Mobile,Price_Changed,Medium,Buyer
TS-026,V00411,Firefox,Mixed_Variations,Mobile,Price_Changed,Low,Buyer
TS-026,V00412,Firefox,Mixed_Variations,Tablet,Price_Changed,High,Buyer
TS-026,V00413,Firefox,Mixed_Variations,Tablet,Price_Changed,Medium,Buyer
TS-026,V00414,Firefox,Mixed_Variations,Tablet,Price_Changed,Low,Buyer
TS-026,V00415,Safari,Mixed_Variations,Desktop,Price_Changed,High,Buyer
TS-026,V00416,Safari,Mixed_Variations,Desktop,Price_Changed,Medium,Buyer
TS-026,V00417,Safari,Mixed_Variations,Desktop,Price_Changed,Low,Buyer
TS-026,V00418,Safari,Mixed_Variations,Mobile,Price_Changed,High,Buyer
TS-026,V00419,Safari,Mixed_Variations,Mobile,Price_Changed,Medium,Buyer
TS-026,V00420,Safari,Mixed_Variations,Mobile,Price_Changed,Low,Buyer
TS-026,V00421,Safari,Mixed_Variations,Tablet,Price_Changed,High,Buyer
TS-026,V00422,Safari,Mixed_Variations,Tablet,Price_Changed,Medium,Buyer
TS-026,V00423,Safari,Mixed_Variations,Tablet,Price_Changed,Low,Buyer
TS-026,V00424,Edge,Mixed_Variations,Desktop,Price_Changed,High,Buyer
TS-026,V00425,Edge,Mixed_Variations,Desktop,Price_Changed,Medium,Buyer
TS-026,V00426,Edge,Mixed_Variations,Desktop,Price_Changed,Low,Buyer
TS-026,V00427,Edge,Mixed_Variations,Mobile,Price_Changed,High,Buyer
TS-026,V00428,Edge,Mixed_Variations,Mobile,Price_Changed,Medium,Buyer
TS-026,V00429,Edge,Mixed_Variations,Mobile,Price_Changed,Low,Buyer
TS-026,V00430,Edge,Mixed_Variations,Tablet,Price_Changed,High,Buyer
TS-026,V00431,Edge,Mixed_Variations,Tablet,Price_Changed,Medium,Buyer
TS-026,V00432,Edge,Mixed_Variations,Tablet,Price_Changed,Low,Buyer
