Scenario_ID,Variant_ID,Browser,Device,Field_Values,Input_Validity,Network_Speed,User_Type
TS-001,V00363,Chrome,Desktop,Terms_Not_Accepted,Valid,Low,Visitor
TS-001,V00364,Chrome,Mobile,Terms_Not_Accepted,Valid,High,Visitor
TS-001,V00365,Chrome,Mobile,Terms_Not_Accepted,Valid,Medium,Visitor
TS-001,V00366,Chrome,Mobile,Terms_Not_Accepted,Valid,Low,Visitor
TS-001,V00367,Chrome,Tablet,Terms_Not_Accepted,Valid,High,Visitor
TS-001,V00368,Chrome,Tablet,Terms_Not_Accepted,Valid,Medium,Visitor
TS-001,V00369,Chrome,Tablet,Terms_Not_Accepted,Valid,Low,Visitor
TS-001,V00370,Firefox,Desktop,Terms_Not_Accepted,Valid,High,Visitor
TS-001,V00371,Firefox,Desktop,Terms_Not_Accepted,Valid,Medium,Visitor
TS-001,V00372,Firefox,Desktop,Terms_Not_Accepted,Valid,Low,Visitor
TS-001,V00373,Firefox,Mobile,Terms_Not_Accepted,Valid,High,Visitor
TS-001,V00374,Firefox,Mobile,Terms_Not_Accepted,Valid,Medium,Visitor
TS-001,V00375,Firefox,Mobile,Terms_Not_Accepted,Valid,Low,Visitor
TS-001,V00376,Firefox,Tablet,Terms_Not_Accepted,Valid,High,Visitor
TS-001,V00377,Firefox,Tablet,Terms_Not_Accepted,Valid,Medium,Visitor
TS-001,V00378,Firefox,Tablet,Terms_Not_Accepted,Valid,Low,Visitor
TS-001,V00379,Safari,Desktop,Terms_Not_Accepted,Valid,High,Visitor
TS-001,V00380,Safari,Desktop,Terms_Not_Accepted,Valid,Medium,Visitor
TS-001,V00381,Safari,Desktop,Terms_Not_Accepted,Valid,Low,Visitor
TS-001,V00382,Safari,Mobile,Terms_Not_Accepted,Valid,High,Visitor
TS-001,V00383,Safari,Mobile,Terms_Not_Accepted,Valid,Medium,Visitor
TS-001,V00384,Safari,Mobile,Terms_Not_Accepted,Valid,Low,Visitor
TS-001,V00385,Safari,Tablet,Terms_Not_Accepted,Valid,High,Visitor
TS-001,V00386,Safari,Tablet,Terms_Not_Accepted,Valid,Medium,Visitor
TS-001,V00387,Safari,Tablet,Terms_Not_Accepted,Valid,Low,Visitor
TS-001,V00388,Edge,Desktop,Terms_Not_Accepted,Valid,High,Visitor
TS-001,V00389,Edge,Desktop,Terms_Not_Accepted,Valid,Medium,Visitor
TS-001,V00390,Edge,Desktop,Terms_Not_Accepted,Valid,Low,Visitor
TS-001,V00391,Edge,Mobile,Terms_Not_Accepted,Valid,High,Visitor
TS-001,V00392,Edge,Mobile,Terms_Not_Accepted,Valid,Medium,Visitor
TS-001,V00393,Edge,Mobile,Terms_Not_Accepted,Valid,Low,Visitor
TS-001,V00394,Edge,Tablet,Terms_Not_Accepted,Valid,High,Visitor
TS-001,V00395,Edge,Tablet,Terms_Not_Accepted,Valid,Medium,Visitor
TS-001,V00396,Edge,Tablet,Terms_Not_Accepted,Valid,Low,Visitor
TS-001,V00397,Chrome,Desktop,Duplicate_Email,Valid,High,Visitor
TS-001,V00398,Chrome,Desktop,Duplicate_Email,Valid,Medium,Visitor
TS-001,V00399,Chrome,Desktop,Duplicate_Email,Valid,Low,Visitor
TS-001,V00400,Chrome,Mobile,Duplicate_Email,Valid,High,Visitor
TS-001,V00401,Chrome,Mobile,Duplicate_Email,Valid,Medium,Visitor
TS-001,V00402,Chrome,Mobile,Duplicate_Email,Valid,Low,Visitor
TS-001,V00403,Chrome,Tablet,Duplicate_Email,Valid,High,Visitor
TS-001,V00404,Chrome,Tablet,Duplicate_Email,Valid,Medium,Visitor
TS-001,V00405,Chrome,Tablet,Duplicate_Email,Valid,Low,Visitor
TS-001,V00406,Firefox,Desktop,Duplicate_Email,Valid,High,Visitor
TS-001,V00407,Firefox,Desktop,Duplicate_Email,Valid,Medium,Visitor
TS-001,V00408,Firefox,Desktop,Duplicate_Email,Valid,Low,Visitor
TS-001,V00409,Firefox,Mobile,Duplicate_Email,Valid,High,Visitor
TS-001,V00410,Firefox,Mobile,Duplicate_Email,Valid,Medium,Visitor
TS-001,V00411,Firefox,Mobile,Duplicate_Email,Valid,Low,Visitor
TS-001,V00412,Firefox,Tablet,Duplicate_Email,Valid,High,Visitor
TS-001,V00413,Firefox,Tablet,Duplicate_Email,Valid,Medium,Visitor
TS-001,V00414,Firefox,Tablet,Duplicate_Email,Valid,Low,Visitor
TS-001,V00415,Safari,Desktop,Duplicate_Email,Valid,High,Visitor
TS-001,V00416,Safari,Desktop,Duplicate_Email,Valid,Medium,Visitor
TS-001,V00417,Safari,Desktop,Duplicate_Email,Valid,Low,Visitor
TS-001,V00418,Safari,Mobile,Duplicate_Email,Valid,High,Visitor
TS-001,V00419,Safari,Mobile,Duplicate_Email,Valid,Medium,Visitor
TS-001,V00420,Safari,Mobile,Duplicate_Email,Valid,Low,Visitor
TS-001,V00421,Safari,Tablet,Duplicate_Email,Valid,High,Visitor
TS-001,V00422,Safari,Tablet,Duplicate_Email,Valid,Medium,Visitor
TS-001,V00423,Safari,Tablet,Duplicate_Email,Valid,Low,Visitor
TS-001,V00424,Edge,Desktop,Duplicate_Email,Valid,High,Visitor
TS-001,V00425,Edge,Desktop,Duplicate_Email,Valid,Medium,Visitor
TS-001,V00426,Edge,Desktop,Duplicate_Email,Valid,Low,Visitor
TS-001,V00427,Edge,Mobile,Duplicate_Email,Valid,High,Visitor
TS-001,V00428,Edge,Mobile,Duplicate_Email,Valid,Medium,Visitor
TS-001,V00429,Edge,Mobile,Duplicate_Email,Valid,Low,Visitor
TS-001,V00430,Edge,Tablet,Duplicate_Email,Valid,High,Visitor
TS-001,V00431,Edge,Tablet,Duplicate_Email,Valid,Medium,Visitor
TS-001,V00432,Edge,Tablet,Duplicate_Email,Valid,Low,Visitor
TS-001,V00433,Chrome,Desktop,All_Valid,Invalid,High,Visitor
TS-001,V00434,Chrome,Desktop,All_Valid,Invalid,Medium,Visitor
TS-001,V00435,Chrome,Desktop,All_Valid,Invalid,Low,Visitor
TS-001,V00436,Chrome,Mobile,All_Valid,Invalid,High,Visitor
TS-001,V00437,Chrome,Mobile,All_Valid,Invalid,Medium,Visitor
TS-001,V00438,Chrome,Mobile,All_Valid,Invalid,Low,Visitor
TS-001,V00439,Chrome,Tablet,All_Valid,Invalid,High,Visitor
TS-001,V00440,Chrome,Tablet,All_Valid,Invalid,Medium,Visitor
TS-001,V00441,Chrome,Tablet,All_Valid,Invalid,Low,Visitor
TS-001,V00442,Firefox,Desktop,All_Valid,Invalid,High,Visitor
TS-001,V00443,Firefox,Desktop,All_Valid,Invalid,Medium,Visitor
TS-001,V00444,Firefox,Desktop,All_Valid,Invalid,Low,Visitor
TS-001,V00445,Firefox,Mobile,All_Valid,Invalid,High,Visitor
TS-001,V00446,Firefox,Mobile,All_Valid,Invalid,Medium,Visitor
TS-001,V00447,Firefox,Mobile,All_Valid,Invalid,Low,Visitor
TS-001,V00448,Firefox,Tablet,All_Valid,Invalid,High,Visitor
TS-001,V00449,Firefox,Tablet,All_Valid,Invalid,Medium,Visitor
TS-001,V00450,Firefox,Tablet,All_Valid,Invalid,Low,Visitor
TS-001,V00451,Safari,Desktop,All_Valid,Invalid,High,Visitor
TS-001,V00452,Safari,Desktop,All_Valid,Invalid,Medium,Visitor
TS-001,V00453,Safari,Desktop,All_Valid,Invalid,Low,Visitor
TS-001,V00454,Safari,Mobile,All_Valid,Invalid,High,Visitor
TS-001,V00455,Safari,Mobile,All_Valid,Invalid,Medium,Visitor
TS-001,V00456,Safari,Mobile,All_Valid,Invalid,Low,Visitor
TS-001,V00457,Safari,Tablet,All_Valid,Invalid,High,Visitor
TS-001,V00458,Safari,Tablet,All_Valid,Invalid,Medium,Visitor
TS-001,V00459,Safari,Tablet,All_Valid,Invalid,Low,Visitor
TS-001,V00460,Edge,Desktop,All_Valid,Invalid,High,Visitor
TS-001,V00461,Edge,Desktop,All_Valid,Invalid,Medium,Visitor
TS-001,V00462,Edge,Desktop,All_Valid,Invalid,Low,Visitor
TS-001,V00463,Edge,Mobile,All_Valid,Invalid,High,Visitor
TS-001,V00464,Edge,Mobile,All_Valid,Invalid,Medium,Visitor
TS-001,V00465,Edge,Mobile,All_Valid,Invalid,Low,Visitor
TS-001,V00466,Edge,Tablet,All_Valid,Invalid,High,Visitor
TS-001,V00467,Edge,Tablet,All_Valid,Invalid,Medium,Visitor
TS-001,V00468,Edge,Tablet,All_Valid,Invalid,Low,Visitor
TS-001,V00469,Chrome,Desktop,Missing_FirstName,Invalid,High,Visitor
TS-001,V00470,Chrome,Desktop,Missing_FirstName,Invalid,Medium,Visitor
TS-001,V00471,Chrome,Desktop,Missing_FirstName,Invalid,Low,Visitor
TS-001,V00472,Chrome,Mobile,Missing_FirstName,Invalid,High,Visitor
TS-001,V00473,Chrome,Mobile,Missing_FirstName,Invalid,Medium,Visitor
TS-001,V00474,Chrome,Mobile,Missing_FirstName,Invalid,Low,Visitor
TS-001,V00475,Chrome,Tablet,Missing_FirstName,Invalid,High,Visitor
TS-001,V00476,Chrome,Tablet,Missing_FirstName,Invalid,Medium,Visitor
TS-001,V00477,Chrome,Tablet,Missing_FirstName,Invalid,Low,Visitor
TS-001,V00478,Firefox,Desktop,Missing_FirstName,Invalid,High,Visitor
TS-001,V00479,Firefox,Desktop,Missing_FirstName,Invalid,Medium,Visitor
TS-001,V00480,Firefox,Desktop,Missing_FirstName,Invalid,Low,Visitor
TS-001,V00481,Firefox,Mobile,Missing_FirstName,Invalid,High,Visitor
TS-001,V00482,Firefox,Mobile,Missing_FirstName,Invalid,Medium,Visitor
TS-001,V00483,Firefox,Mobile,Missing_FirstName,Invalid,Low,Visitor
TS-001,V00484,Firefox,Tablet,Missing_FirstName,Invalid,High,Visitor
TS-001,V00485,Firefox,Tablet,Missing_FirstName,Invalid,Medium,Visitor
TS-001,V00486,Firefox,Tablet,Missing_FirstName,Invalid,Low,Visitor
TS-001,V00487,Safari,Desktop,Missing_FirstName,Invalid,High,Visitor
TS-001,V00488,Safari,Desktop,Missing_FirstName,Invalid,Medium,Visitor
TS-001,V00489,Safari,Desktop,Missing_FirstName,Invalid,Low,Visitor
TS-001,V00490,Safari,Mobile,Missing_FirstName,Invalid,High,Visitor
TS-001,V00491,Safari,Mobile,Missing_FirstName,Invalid,Medium,Visitor
TS-001,V00492,Safari,Mobile,Missing_FirstName,Invalid,Low,Visitor
TS-001,V00493,Safari,Tablet,Missing_FirstName,Invalid,High,Visitor
TS-001,V00494,Safari,Tablet,Missing_FirstName,Invalid,Medium,Visitor
TS-001,V00495,Safari,Tablet,Missing_FirstName,Invalid,Low,Visitor
TS-001,V00496,Edge,Desktop,Missing_FirstName,Invalid,High,Visitor
TS-001,V00497,Edge,Desktop,Missing_FirstName,Invalid,Medium,Visitor
TS-001,V00498,Edge,Desktop,Missing_FirstName,Invalid,Low,Visitor
TS-001,V00499,Edge,Mobile,Missing_FirstName,Invalid,High,Visitor
TS-001,V00500,Edge,Mobile,Missing_FirstName,Invalid,Medium,Visitor
TS-001,V00501,Edge,Mobile,Missing_FirstName,Invalid,Low,Visitor
TS-001,V00502,Edge,Tablet,Missing_FirstName,Invalid,High,Visitor
TS-001,V00503,Edge,Tablet,Missing_FirstName,Invalid,Medium,Visitor
TS-001,V00504,Edge,Tablet,Missing_FirstName,Invalid,Low,Visitor
TS-001,V00505,Chrome,Desktop,Missing_LastName,Invalid,High,Visitor
TS-001,V00506,Chrome,Desktop,Missing_LastName,Invalid,Medium,Visitor
TS-001,V00507,Chrome,Desktop,Missing_LastName,Invalid,Low,Visitor
TS-001,V00508,Chrome,Mobile,Missing_LastName,Invalid,High,Visitor
TS-001,V00509,Chrome,Mobile,Missing_LastName,Invalid,Medium,Visitor
TS-001,V00510,Chrome,Mobile,Missing_LastName,Invalid,Low,Visitor
TS-001,V00511,Chrome,Tablet,Missing_LastName,Invalid,High,Visitor
TS-001,V00512,Chrome,Tablet,Missing_LastName,Invalid,Medium,Visitor
TS-001,V00513,Chrome,Tablet,Missing_LastName,Invalid,Low,Visitor
TS-001,V00514,Firefox,Desktop,Missing_LastName,Invalid,High,Visitor
TS-001,V00515,Firefox,Desktop,Missing_LastName,Invalid,Medium,Visitor
TS-001,V00516,Firefox,Desktop,Missing_LastName,Invalid,Low,Visitor
TS-001,V00517,Firefox,Mobile,Missing_LastName,Invalid,High,Visitor
TS-001,V00518,Firefox,Mobile,Missing_LastName,Invalid,Medium,Visitor
TS-001,V00519,Firefox,Mobile,Missing_LastName,Invalid,Low,Visitor
TS-001,V00520,Firefox,Tablet,Missing_LastName,Invalid,High,Visitor
TS-001,V00521,Firefox,Tablet,Missing_LastName,Invalid,Medium,Visitor
TS-001,V00522,Firefox,Tablet,Missing_LastName,Invalid,Low,Visitor
TS-001,V00523,Safari,Desktop,Missing_LastName,Invalid,High,Visitor
TS-001,V00524,Safari,Desktop,Missing_LastName,Invalid,Medium,Visitor
TS-001,V00525,Safari,Desktop,Missing_LastName,Invalid,Low,Visitor
TS-001,V00526,Safari,Mobile,Missing_LastName,Invalid,High,Visitor
TS-001,V00527,Safari,Mobile,Missing_LastName,Invalid,Medium,Visitor
TS-001,V00528,Safari,Mobile,Missing_LastName,Invalid,Low,Visitor
TS-001,V00529,Safari,Tablet,Missing_LastName,Invalid,High,Visitor
TS-001,V00530,Safari,Tablet,Missing_LastName,Invalid,Medium,Visitor
TS-001,V00531,Safari,Tablet,Missing_LastName,Invalid,Low,Visitor
TS-001,V00532,Edge,Desktop,Missing_LastName,Invalid,High,Visitor
TS-001,V00533,Edge,Desktop,Missing_LastName,Invalid,Medium,Visitor
TS-001,V00534,Edge,Desktop,Missing_LastName,Invalid,Low,Visitor
TS-001,V00535,Edge,Mobile,Missing_LastName,Invalid,High,Visitor
TS-001,V00536,Edge,Mobile,Missing_LastName,Invalid,Medium,Visitor
TS-001,V00537,Edge,Mobile,Missing_LastName,Invalid,Low,Visitor
TS-001,V00538,Edge,Tablet,Missing_LastName,Invalid,High,Visitor
TS-001,V00539,Edge,Tablet,Missing_LastName,Invalid,Medium,Visitor
TS-001,V00540,Edge,Tablet,Missing_LastName,Invalid,Low,Visitor
TS-001,V00541,Chrome,Desktop,Missing_Email,Invalid,High,Visitor
TS-001,V00542,Chrome,Desktop,Missing_Email,Invalid,Medium,Visitor
TS-001,V00543,Chrome,Desktop,Missing_Email,Invalid,Low,Visitor
TS-001,V00544,Chrome,Mobile,Missing_Email,Invalid,High,Visitor
TS-001,V00545,Chrome,Mobile,Missing_Email,Invalid,Medium,Visitor
TS-001,V00546,Chrome,Mobile,Missing_Email,Invalid,Low,Visitor
TS-001,V00547,Chrome,Tablet,Missing_Email,Invalid,High,Visitor
TS-001,V00548,Chrome,Tablet,Missing_Email,Invalid,Medium,Visitor
TS-001,V00549,Chrome,Tablet,Missing_Email,Invalid,Low,Visitor
TS-001,V00550,Firefox,Desktop,Missing_Email,Invalid,High,Visitor
TS-001,V00551,Firefox,Desktop,Missing_Email,Invalid,Medium,Visitor
TS-001,V00552,Firefox,Desktop,Missing_Email,Invalid,Low,Visitor
TS-001,V00553,Firefox,Mobile,Missing_Email,Invalid,High,Visitor
TS-001,V00554,Firefox,Mobile,Missing_Email,Invalid,Medium,Visitor
TS-001,V00555,Firefox,Mobile,Missing_Email,Invalid,Low,Visitor
TS-001,V00556,Firefox,Tablet,Missing_Email,Invalid,High,Visitor
TS-001,V00557,Firefox,Tablet,Missing_Email,Invalid,Medium,Visitor
TS-001,V00558,Firefox,Tablet,Missing_Email,Invalid,Low,Visitor
TS-001,V00559,Safari,Desktop,Missing_Email,Invalid,High,Visitor
TS-001,V00560,Safari,Desktop,Missing_Email,Invalid,Medium,Visitor
TS-001,V00561,Safari,Desktop,Missing_Email,Invalid,Low,Visitor
TS-001,V00562,Safari,Mobile,Missing_Email,Invalid,High,Visitor
TS-001,V00563,Safari,Mobile,Missing_Email,Invalid,Medium,Visitor
TS-001,V00564,Safari,Mobile,Missing_Email,Invalid,Low,Visitor
TS-001,V00565,Safari,Tablet,Missing_Email,Invalid,High,Visitor
TS-001,V00566,Safari,Tablet,Missing_Email,Invalid,Medium,Visitor
TS-001,V00567,Safari,Tablet,Missing_Email,Invalid,Low,Visitor
TS-001,V00568,Edge,Desktop,Missing_Email,Invalid,High,Visitor
TS-001,V00569,Edge,Desktop,Missing_Email,Invalid,Medium,Visitor
TS-001,V00570,Edge,Desktop,Missing_Email,Invalid,Low,Visitor
TS-001,V00571,Edge,Mobile,Missing_Email,Invalid,High,Visitor
TS-001,V00572,Edge,Mobile,Missing_Email,Invalid,Medium,Visitor
TS-001,V00573,Edge,Mobile,Missing_Email,Invalid,Low,Visitor
TS-001,V00574,Edge,Tablet,Missing_Email,Invalid,High,Visitor
TS-001,V00575,Edge,Tablet,Missing_Email,Invalid,Medium,Visitor
TS-001,V00576,Edge,Tablet,Missing_Email,Invalid,Low,Visitor
TS-001,V00577,Chrome,Desktop,Invalid_Email,Invalid,High,Visitor
TS-001,V00578,Chrome,Desktop,Invalid_Email,Invalid,Medium,Visitor
TS-001,V00579,Chrome,Desktop,Invalid_Email,Invalid,Low,Visitor
TS-001,V00580,Chrome,Mobile,Invalid_Email,Invalid,High,Visitor
TS-001,V00581,Chrome,Mobile,Invalid_Email,Invalid,Medium,Visitor
TS-001,V00582,Chrome,Mobile,Invalid_Email,Invalid,Low,Visitor
TS-001,V00583,Chrome,Tablet,Invalid_Email,Invalid,High,Visitor
TS-001,V00584,Chrome,Tablet,Invalid_Email,Invalid,Medium,Visitor
TS-001,V00585,Chrome,Tablet,Invalid_Email,Invalid,Low,Visitor
TS-001,V00586,Firefox,Desktop,Invalid_Email,Invalid,High,Visitor
TS-001,V00587,Firefox,Desktop,Invalid_Email,Invalid,Medium,Visitor
TS-001,V00588,Firefox,Desktop,Invalid_Email,Invalid,Low,Visitor
TS-001,V00589,Firefox,Mobile,Invalid_Email,Invalid,High,Visitor
TS-001,V00590,Firefox,Mobile,Invalid_Email,Invalid,Medium,Visitor
TS-001,V00591,Firefox,Mobile,Invalid_Email,Invalid,Low,Visitor
TS-001,V00592,Firefox,Tablet,Invalid_Email,Invalid,High,Visitor
TS-001,V00593,Firefox,Tablet,Invalid_Email,Invalid,Medium,Visitor
TS-001,V00594,Firefox,Tablet,Invalid_Email,Invalid,Low,Visitor
TS-001,V00595,Safari,Desktop,Invalid_Email,Invalid,High,Visitor
TS-001,V00596,Safari,Desktop,Invalid_Email,Invalid,Medium,Visitor
TS-001,V00597,Safari,Desktop,Invalid_Email,Invalid,Low,Visitor
TS-001,V00598,Safari,Mobile,Invalid_Email,Invalid,High,Visitor
TS-001,V00599,Safari,Mobile,Invalid_Email,Invalid,Medium,Visitor
TS-001,V00600,Safari,Mobile,Invalid_Email,Invalid,Low,Visitor
TS-001,V00601,Safari,Tablet,Invalid_Email,Invalid,High,Visitor
TS-001,V00602,Safari,Tablet,Invalid_Email,Invalid,Medium,Visitor
TS-001,V00603,Safari,Tablet,Invalid_Email,Invalid,Low,Visitor
TS-001,V00604,Edge,Desktop,Invalid_Email,Invalid,High,Visitor
TS-001,V00605,Edge,Desktop,Invalid_Email,Invalid,Medium,Visitor
TS-001,V00606,Edge,Desktop,Invalid_Email,Invalid,Low,Visitor
TS-001,V00607,Edge,Mobile,Invalid_Email,Invalid,High,Visitor
TS-001,V00608,Edge,Mobile,Invalid_Email,Invalid,Medium,Visitor
TS-001,V00609,Edge,Mobile,Invalid_Email,Invalid,Low,Visitor
TS-001,V00610,Edge,Tablet,Invalid_Email,Invalid,High,Visitor
TS-001,V00611,Edge,Tablet,Invalid_Email,Invalid,Medium,Visitor
TS-001,V00612,Edge,Tablet,Invalid_Email,Invalid,Low,Visitor
TS-001,V00613,Chrome,Desktop,Missing_Contact,Invalid,High,Visitor
TS-001,V00614,Chrome,Desktop,Missing_Contact,Invalid,Medium,Visitor
TS-001,V00615,Chrome,Desktop,Missing_Contact,Invalid,Low,Visitor
TS-001,V00616,Chrome,Mobile,Missing_Contact,Invalid,High,Visitor
TS-001,V00617,Chrome,Mobile,Missing_Contact,Invalid,Medium,Visitor
TS-001,V00618,Chrome,Mobile,Missing_Contact,Invalid,Low,Visitor
TS-001,V00619,Chrome,Tablet,Missing_Contact,Invalid,High,Visitor
TS-001,V00620,Chrome,Tablet,Missing_Contact,Invalid,Medium,Visitor
TS-001,V00621,Chrome,Tablet,Missing_Contact,Invalid,Low,Visitor
TS-001,V00622,Firefox,Desktop,Missing_Contact,Invalid,High,Visitor
TS-001,V00623,Firefox,Desktop,Missing_Contact,Invalid,Medium,Visitor
TS-001,V00624,Firefox,Desktop,Missing_Contact,Invalid,Low,Visitor
TS-001,V00625,Firefox,Mobile,Missing_Contact,Invalid,High,Visitor
TS-001,V00626,Firefox,Mobile,Missing_Contact,Invalid,Medium,Visitor
TS-001,V00627,Firefox,Mobile,Missing_Contact,Invalid,Low,Visitor
TS-001,V00628,Firefox,Tablet,Missing_Contact,Invalid,High,Visitor
TS-001,V00629,Firefox,Tablet,Missing_Contact,Invalid,Medium,Visitor
TS-001,V00630,Firefox,Tablet,Missing_Contact,Invalid,Low,Visitor
TS-001,V00631,Safari,Desktop,Missing_Contact,Invalid,High,Visitor
TS-001,V00632,Safari,Desktop,Missing_Contact,Invalid,Medium,Visitor
TS-001,V00633,Safari,Desktop,Missing_Contact,Invalid,Low,Visitor
TS-001,V00634,Safari,Mobile,Missing_Contact,Invalid,High,Visitor
TS-001,V00635,Safari,Mobile,Missing_Contact,Invalid,Medium,Visitor
TS-001,V00636,Safari,Mobile,Missing_Contact,Invalid,Low,Visitor
TS-001,V00637,Safari,Tablet,Missing_Contact,Invalid,High,Visitor
TS-001,V00638,Safari,Tablet,Missing_Contact,Invalid,Medium,Visitor
TS-001,V00639,Safari,Tablet,Missing_Contact,Invalid,Low,Visitor
TS-001,V00640,Edge,Desktop,Missing_Contact,Invalid,High,Visitor
TS-001,V00641,Edge,Desktop,Missing_Contact,Invalid,Medium,Visitor
TS-001,V00642,Edge,Desktop,Missing_Contact,Invalid,Low,Visitor
TS-001,V00643,Edge,Mobile,Missing_Contact,Invalid,High,Visitor
TS-001,V00644,Edge,Mobile,Missing_Contact,Invalid,Medium,Visitor
TS-001,V00645,Edge,Mobile,Missing_Contact,Invalid,Low,Visitor
TS-001,V00646,Edge,Tablet,Missing_Contact,Invalid,High,Visitor
TS-001,V00647,Edge,Tablet,Missing_Contact,Invalid,Medium,Visitor
TS-001,V00648,Edge,Tablet,Missing_Contact,Invalid,Low,Visitor
TS-001,V00649,Chrome,Desktop,Invalid_Contact,Invalid,High,Visitor
TS-001,V00650,Chrome,Desktop,Invalid_Contact,Invalid,Medium,Visitor
TS-001,V00651,Chrome,Desktop,Invalid_Contact,Invalid,Low,Visitor
TS-001,V00652,Chrome,Mobile,Invalid_Contact,Invalid,High,Visitor
TS-001,V00653,Chrome,Mobile,Invalid_Contact,Invalid,Medium,Visitor
TS-001,V00654,Chrome,Mobile,Invalid_Contact,Invalid,Low,Visitor
TS-001,V00655,Chrome,Tablet,Invalid_Contact,Invalid,High,Visitor
TS-001,V00656,Chrome,Tablet,Invalid_Contact,Invalid,Medium,Visitor
TS-001,V00657,Chrome,Tablet,Invalid_Contact,Invalid,Low,Visitor
TS-001,V00658,Firefox,Desktop,Invalid_Contact,Invalid,High,Visitor
TS-001,V00659,Firefox,Desktop,Invalid_Contact,Invalid,Medium,Visitor
TS-001,V00660,Firefox,Desktop,Invalid_Contact,Invalid,Low,Visitor
TS-001,V00661,Firefox,Mobile,Invalid_Contact,Invalid,High,Visitor
TS-001,V00662,Firefox,Mobile,Invalid_Contact,Invalid,Medium,Visitor
TS-001,V00663,Firefox,Mobile,Invalid_Contact,Invalid,Low,Visitor
TS-001,V00664,Firefox,Tablet,Invalid_Contact,Invalid,High,Visitor
TS-001,V00665,Firefox,Tablet,Invalid_Contact,Invalid,Medium,Visitor
TS-001,V00666,Firefox,Tablet,Invalid_Contact,Invalid,Low,Visitor
TS-001,V00667,Safari,Desktop,Invalid_Contact,Invalid,High,Visitor
TS-001,V00668,Safari,Desktop,Invalid_Contact,Invalid,Medium,Visitor
TS-001,V00669,Safari,Desktop,Invalid_Contact,Invalid,Low,Visitor
TS-001,V00670,Safari,Mobile,Invalid_Contact,Invalid,High,Visitor
TS-001,V00671,Safari,Mobile,Invalid_Contact,Invalid,Medium,Visitor
TS-001,V00672,Safari,Mobile,Invalid_Contact,Invalid,Low,Visitor
TS-001,V00673,Safari,Tablet,Invalid_Contact,Invalid,High,Visitor
TS-001,V00674,Safari,Tablet,Invalid_Contact,Invalid,Medium,Visitor
TS-001,V00675,Safari,Tablet,Invalid_Contact,Invalid,Low,Visitor
TS-001,V00676,Edge,Desktop,Invalid_Contact,Invalid,High,Visitor
TS-001,V00677,Edge,Desktop,Invalid_Contact,Invalid,Medium,Visitor
TS-001,V00678,Edge,Desktop,Invalid_Contact,Invalid,Low,Visitor
TS-001,V00679,Edge,Mobile,Invalid_Contact,Invalid,High,Visitor
TS-001,V00680,Edge,Mobile,Invalid_Contact,Invalid,Medium,Visitor
TS-001,V00681,Edge,Mobile,Invalid_Contact,Invalid,Low,Visitor
TS-001,V00682,Edge,Tablet,Invalid_Contact,Invalid,High,Visitor
TS-001,V00683,Edge,Tablet,Invalid_Contact,Invalid,Medium,Visitor
TS-001,V00684,Edge,Tablet,Invalid_Contact,Invalid,Low,Visitor
TS-001,V00685,Chrome,Desktop,Missing_Password,Invalid,High,Visitor
TS-001,V00686,Chrome,Desktop,Missing_Password,Invalid,Medium,Visitor
TS-001,V00687,Chrome,Desktop,Missing_Password,Invalid,Low,Visitor
TS-001,V00688,Chrome,Mobile,Missing_Password,Invalid,High,Visitor
TS-001,V00689,Chrome,Mobile,Missing_Password,Invalid,Medium,Visitor
TS-001,V00690,Chrome,Mobile,Missing_Password,Invalid,Low,Visitor
TS-001,V00691,Chrome,Tablet,Missing_Password,Invalid,High,Visitor
TS-001,V00692,Chrome,Tablet,Missing_Password,Invalid,Medium,Visitor
TS-001,V00693,Chrome,Tablet,Missing_Password,Invalid,Low,Visitor
TS-001,V00694,Firefox,Desktop,Missing_Password,Invalid,High,Visitor
TS-001,V00695,Firefox,Desktop,Missing_Password,Invalid,Medium,Visitor
TS-001,V00696,Firefox,Desktop,Missing_Password,Invalid,Low,Visitor
TS-001,V00697,Firefox,Mobile,Missing_Password,Invalid,High,Visitor
TS-001,V00698,Firefox,Mobile,Missing_Password,Invalid,Medium,Visitor
TS-001,V00699,Firefox,Mobile,Missing_Password,Invalid,Low,Visitor
TS-001,V00700,Firefox,Tablet,Missing_Password,Invalid,High,Visitor
TS-001,V00701,Firefox,Tablet,Missing_Password,Invalid,Medium,Visitor
TS-001,V00702,Firefox,Tablet,Missing_Password,Invalid,Low,Visitor
TS-001,V00703,Safari,Desktop,Missing_Password,Invalid,High,Visitor
TS-001,V00704,Safari,Desktop,Missing_Password,Invalid,Medium,Visitor
TS-001,V00705,Safari,Desktop,Missing_Password,Invalid,Low,Visitor
TS-001,V00706,Safari,Mobile,Missing_Password,Invalid,High,Visitor
TS-001,V00707,Safari,Mobile,Missing_Password,Invalid,Medium,Visitor
TS-001,V00708,Safari,Mobile,Missing_Password,Invalid,Low,Visitor
TS-001,V00709,Safari,Tablet,Missing_Password,Invalid,High,Visitor
TS-001,V00710,Safari,Tablet,Missing_Password,Invalid,Medium,Visitor
TS-001,V00711,Safari,Tablet,Missing_Password,Invalid,Low,Visitor
TS-001,V00712,Edge,Desktop,Missing_Password,Invalid,High,Visitor
TS-001,V00713,Edge,Desktop,Missing_Password,Invalid,Medium,Visitor
TS-001,V00714,Edge,Desktop,Missing_Password,Invalid,Low,Visitor
