Scenario_ID,Variant_ID,Browser,Device,Network_Speed,User_Type,Variation_Availability,Variation_Type
TS-021,V00323,Edge,Tablet,Medium,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00324,Edge,Tablet,Low,Visitor,All_Out_Of_Stock,Size_And_Color
TS-021,V00325,Chrome,Desktop,High,Buyer,All_Available,Size_Only
TS-021,V00326,Chrome,Desktop,Medium,Buyer,All_Available,Size_Only
TS-021,V00327,Chrome,Desktop,Low,Buyer,All_Available,Size_Only
TS-021,V00328,Chrome,Mobile,High,Buyer,All_Available,Size_Only
TS-021,V00329,Chrome,Mobile,Medium,Buyer,All_Available,Size_Only
TS-021,V00330,Chrome,Mobile,Low,Buyer,All_Available,Size_Only
TS-021,V00331,Chrome,Tablet,High,Buyer,All_Available,Size_Only
TS-021,V00332,Chrome,Tablet,Medium,Buyer,All_Available,Size_Only
TS-021,V00333,Chrome,Tablet,Low,Buyer,All_Available,Size_Only
TS-021,V00334,Firefox,Desktop,High,Buyer,All_Available,Size_Only
TS-021,V00335,Firefox,Desktop,Medium,Buyer,All_Available,Size_Only
TS-021,V00336,Firefox,Desktop,Low,Buyer,All_Available,Size_Only
TS-021,V00337,Firefox,Mobile,High,Buyer,All_Available,Size_Only
TS-021,V00338,Firefox,Mobile,Medium,Buyer,All_Available,Size_Only
TS-021,V00339,Firefox,Mobile,Low,Buyer,All_Available,Size_Only
TS-021,V00340,Firefox,Tablet,High,Buyer,All_Available,Size_Only
TS-021,V00341,Firefox,Tablet,Medium,Buyer,All_Available,Size_Only
TS-021,V00342,Firefox,Tablet,Low,Buyer,All_Available,Size_Only
TS-021,V00343,Safari,Desktop,High,Buyer,All_Available,Size_Only
TS-021,V00344,Safari,Desktop,Medium,Buyer,All_Available,Size_Only
TS-021,V00345,Safari,Desktop,Low,Buyer,All_Available,Size_Only
TS-021,V00346,Safari,Mobile,High,Buyer,All_Available,Size_Only
TS-021,V00347,Safari,Mobile,Medium,Buyer,All_Available,Size_Only
TS-021,V00348,Safari,Mobile,Low,Buyer,All_Available,Size_Only
TS-021,V00349,Safari,Tablet,High,Buyer,All_Available,Size_Only
TS-021,V00350,Safari,Tablet,Medium,Buyer,All_Available,Size_Only
TS-021,V00351,Safari,Tablet,Low,Buyer,All_Available,Size_Only
TS-021,V00352,Edge,Desktop,High,Buyer,All_Available,Size_Only
TS-021,V00353,Edge,Desktop,Medium,Buyer,All_Available,Size_Only
TS-021,V00354,Edge,Desktop,Low,Buyer,All_Available,Size_Only
TS-021,V00355,Edge,Mobile,High,Buyer,All_Available,Size_Only
TS-021,V00356,Edge,Mobile,Medium,Buyer,All_Available,Size_Only
TS-021,V00357,Edge,Mobile,Low,Buyer,All_Available,Size_Only
TS-021,V00358,Edge,Tablet,High,Buyer,All_Available,Size_Only
TS-021,V00359,Edge,Tablet,Medium,Buyer,All_Available,Size_Only
TS-021,V00360,Edge,Tablet,Low,Buyer,All_Available,Size_Only
TS-021,V00361,Chrome,Desktop,High,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00362,Chrome,Desktop,Medium,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00363,Chrome,Desktop,Low,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00364,Chrome,Mobile,High,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00365,Chrome,Mobile,Medium,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00366,Chrome,Mobile,Low,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00367,Chrome,Tablet,High,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00368,Chrome,Tablet,Medium,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00369,Chrome,Tablet,Low,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00370,Firefox,Desktop,High,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00371,Firefox,Desktop,Medium,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00372,Firefox,Desktop,Low,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00373,Firefox,Mobile,High,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00374,Firefox,Mobile,Medium,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00375,Firefox,Mobile,Low,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00376,Firefox,Tablet,High,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00377,Firefox,Tablet,Medium,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00378,Firefox,Tablet,Low,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00379,Safari,Desktop,High,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00380,Safari,Desktop,Medium,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00381,Safari,Desktop,Low,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00382,Safari,Mobile,High,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00383,Safari,Mobile,Medium,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00384,Safari,Mobile,Low,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00385,Safari,Tablet,High,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00386,Safari,Tablet,Medium,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00387,Safari,Tablet,Low,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00388,Edge,Desktop,High,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00389,Edge,Desktop,Medium,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00390,Edge,Desktop,Low,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00391,Edge,Mobile,High,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00392,Edge,Mobile,Medium,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00393,Edge,Mobile,Low,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00394,Edge,Tablet,High,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00395,Edge,Tablet,Medium,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00396,Edge,Tablet,Low,Buyer,Some_Out_Of_Stock,Size_Only
TS-021,V00397,Chrome,Desktop,High,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00398,Chrome,Desktop,Medium,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00399,Chrome,Desktop,Low,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00400,Chrome,Mobile,High,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00401,Chrome,Mobile,Medium,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00402,Chrome,Mobile,Low,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00403,Chrome,Tablet,High,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00404,Chrome,Tablet,Medium,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00405,Chrome,Tablet,Low,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00406,Firefox,Desktop,High,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00407,Firefox,Desktop,Medium,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00408,Firefox,Desktop,Low,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00409,Firefox,Mobile,High,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00410,Firefox,Mobile,Medium,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00411,Firefox,Mobile,Low,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00412,Firefox,Tablet,High,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00413,Firefox,Tablet,Medium,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00414,Firefox,Tablet,Low,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00415,Safari,Desktop,High,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00416,Safari,Desktop,Medium,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00417,Safari,Desktop,Low,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00418,Safari,Mobile,High,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00419,Safari,Mobile,Medium,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00420,Safari,Mobile,Low,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00421,Safari,Tablet,High,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00422,Safari,Tablet,Medium,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00423,Safari,Tablet,Low,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00424,Edge,Desktop,High,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00425,Edge,Desktop,Medium,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00426,Edge,Desktop,Low,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00427,Edge,Mobile,High,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00428,Edge,Mobile,Medium,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00429,Edge,Mobile,Low,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00430,Edge,Tablet,High,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00431,Edge,Tablet,Medium,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00432,Edge,Tablet,Low,Buyer,All_Out_Of_Stock,Size_Only
TS-021,V00433,Chrome,Desktop,High,Buyer,All_Available,Color_Only
TS-021,V00434,Chrome,Desktop,Medium,Buyer,All_Available,Color_Only
TS-021,V00435,Chrome,Desktop,Low,Buyer,All_Available,Color_Only
TS-021,V00436,Chrome,Mobile,High,Buyer,All_Available,Color_Only
TS-021,V00437,Chrome,Mobile,Medium,Buyer,All_Available,Color_Only
TS-021,V00438,Chrome,Mobile,Low,Buyer,All_Available,Color_Only
TS-021,V00439,Chrome,Tablet,High,Buyer,All_Available,Color_Only
TS-021,V00440,Chrome,Tablet,Medium,Buyer,All_Available,Color_Only
TS-021,V00441,Chrome,Tablet,Low,Buyer,All_Available,Color_Only
TS-021,V00442,Firefox,Desktop,High,Buyer,All_Available,Color_Only
TS-021,V00443,Firefox,Desktop,Medium,Buyer,All_Available,Color_Only
TS-021,V00444,Firefox,Desktop,Low,Buyer,All_Available,Color_Only
TS-021,V00445,Firefox,Mobile,High,Buyer,All_Available,Color_Only
TS-021,V00446,Firefox,Mobile,Medium,Buyer,All_Available,Color_Only
TS-021,V00447,Firefox,Mobile,Low,Buyer,All_Available,Color_Only
TS-021,V00448,Firefox,Tablet,High,Buyer,All_Available,Color_Only
TS-021,V00449,Firefox,Tablet,Medium,Buyer,All_Available,Color_Only
TS-021,V00450,Firefox,Tablet,Low,Buyer,All_Available,Color_Only
TS-021,V00451,Safari,Desktop,High,Buyer,All_Available,Color_Only
TS-021,V00452,Safari,Desktop,Medium,Buyer,All_Available,Color_Only
TS-021,V00453,Safari,Desktop,Low,Buyer,All_Available,Color_Only
TS-021,V00454,Safari,Mobile,High,Buyer,All_Available,Color_Only
TS-021,V00455,Safari,Mobile,Medium,Buyer,All_Available,Color_Only
TS-021,V00456,Safari,Mobile,Low,Buyer,All_Available,Color_Only
TS-021,V00457,Safari,Tablet,High,Buyer,All_Available,Color_Only
TS-021,V00458,Safari,Tablet,Medium,Buyer,All_Available,Color_Only
TS-021,V00459,Safari,Tablet,Low,Buyer,All_Available,Color_Only
TS-021,V00460,Edge,Desktop,High,Buyer,All_Available,Color_Only
TS-021,V00461,Edge,Desktop,Medium,Buyer,All_Available,Color_Only
TS-021,V00462,Edge,Desktop,Low,Buyer,All_Available,Color_Only
TS-021,V00463,Edge,Mobile,High,Buyer,All_Available,Color_Only
TS-021,V00464,Edge,Mobile,Medium,Buyer,All_Available,Color_Only
TS-021,V00465,Edge,Mobile,Low,Buyer,All_Available,Color_Only
TS-021,V00466,Edge,Tablet,High,Buyer,All_Available,Color_Only
TS-021,V00467,Edge,Tablet,Medium,Buyer,All_Available,Color_Only
TS-021,V00468,Edge,Tablet,Low,Buyer,All_Available,Color_Only
TS-021,V00469,Chrome,Desktop,High,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00470,Chrome,Desktop,Medium,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00471,Chrome,Desktop,Low,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00472,Chrome,Mobile,High,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00473,Chrome,Mobile,Medium,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00474,Chrome,Mobile,Low,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00475,Chrome,Tablet,High,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00476,Chrome,Tablet,Medium,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00477,Chrome,Tablet,Low,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00478,Firefox,Desktop,High,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00479,Firefox,Desktop,Medium,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00480,Firefox,Desktop,Low,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00481,Firefox,Mobile,High,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00482,Firefox,Mobile,Medium,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00483,Firefox,Mobile,Low,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00484,Firefox,Tablet,High,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00485,Firefox,Tablet,Medium,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00486,Firefox,Tablet,Low,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00487,Safari,Desktop,High,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00488,Safari,Desktop,Medium,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00489,Safari,Desktop,Low,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00490,Safari,Mobile,High,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00491,Safari,Mobile,Medium,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00492,Safari,Mobile,Low,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00493,Safari,Tablet,High,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00494,Safari,Tablet,Medium,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00495,Safari,Tablet,Low,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00496,Edge,Desktop,High,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00497,Edge,Desktop,Medium,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00498,Edge,Desktop,Low,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00499,Edge,Mobile,High,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00500,Edge,Mobile,Medium,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00501,Edge,Mobile,Low,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00502,Edge,Tablet,High,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00503,Edge,Tablet,Medium,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00504,Edge,Tablet,Low,Buyer,Some_Out_Of_Stock,Color_Only
TS-021,V00505,Chrome,Desktop,High,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00506,Chrome,Desktop,Medium,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00507,Chrome,Desktop,Low,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00508,Chrome,Mobile,High,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00509,Chrome,Mobile,Medium,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00510,Chrome,Mobile,Low,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00511,Chrome,Tablet,High,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00512,Chrome,Tablet,Medium,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00513,Chrome,Tablet,Low,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00514,Firefox,Desktop,High,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00515,Firefox,Desktop,Medium,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00516,Firefox,Desktop,Low,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00517,Firefox,Mobile,High,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00518,Firefox,Mobile,Medium,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00519,Firefox,Mobile,Low,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00520,Firefox,Tablet,High,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00521,Firefox,Tablet,Medium,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00522,Firefox,Tablet,Low,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00523,Safari,Desktop,High,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00524,Safari,Desktop,Medium,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00525,Safari,Desktop,Low,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00526,Safari,Mobile,High,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00527,Safari,Mobile,Medium,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00528,Safari,Mobile,Low,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00529,Safari,Tablet,High,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00530,Safari,Tablet,Medium,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00531,Safari,Tablet,Low,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00532,Edge,Desktop,High,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00533,Edge,Desktop,Medium,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00534,Edge,Desktop,Low,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00535,Edge,Mobile,High,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00536,Edge,Mobile,Medium,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00537,Edge,Mobile,Low,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00538,Edge,Tablet,High,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00539,Edge,Tablet,Medium,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00540,Edge,Tablet,Low,Buyer,All_Out_Of_Stock,Color_Only
TS-021,V00541,Chrome,Desktop,High,Buyer,All_Available,Size_And_Color
TS-021,V00542,Chrome,Desktop,Medium,Buyer,All_Available,Size_And_Color
TS-021,V00543,Chrome,Desktop,Low,Buyer,All_Available,Size_And_Color
TS-021,V00544,Chrome,Mobile,High,Buyer,All_Available,Size_And_Color
TS-021,V00545,Chrome,Mobile,Medium,Buyer,All_Available,Size_And_Color
TS-021,V00546,Chrome,Mobile,Low,Buyer,All_Available,Size_And_Color
TS-021,V00547,Chrome,Tablet,High,Buyer,All_Available,Size_And_Color
TS-021,V00548,Chrome,Tablet,Medium,Buyer,All_Available,Size_And_Color
TS-021,V00549,Chrome,Tablet,Low,Buyer,All_Available,Size_And_Color
TS-021,V00550,Firefox,Desktop,High,Buyer,All_Available,Size_And_Color
TS-021,V00551,Firefox,Desktop,Medium,Buyer,All_Available,Size_And_Color
TS-021,V00552,Firefox,Desktop,Low,Buyer,All_Available,Size_And_Color
TS-021,V00553,Firefox,Mobile,High,Buyer,All_Available,Size_And_Color
TS-021,V00554,Firefox,Mobile,Medium,Buyer,All_Available,Size_And_Color
TS-021,V00555,Firefox,Mobile,Low,Buyer,All_Available,Size_And_Color
TS-021,V00556,Firefox,Tablet,High,Buyer,All_Available,Size_And_Color
TS-021,V00557,Firefox,Tablet,Medium,Buyer,All_Available,Size_And_Color
TS-021,V00558,Firefox,Tablet,Low,Buyer,All_Available,Size_And_Color
TS-021,V00559,Safari,Desktop,High,Buyer,All_Available,Size_And_Color
TS-021,V00560,Safari,Desktop,Medium,Buyer,All_Available,Size_And_Color
TS-021,V00561,Safari,Desktop,Low,Buyer,All_Available,Size_And_Color
TS-021,V00562,Safari,Mobile,High,Buyer,All_Available,Size_And_Color
TS-021,V00563,Safari,Mobile,Medium,Buyer,All_Available,Size_And_Color
TS-021,V00564,Safari,Mobile,Low,Buyer,All_Available,Size_And_Color
TS-021,V00565,Safari,Tablet,High,Buyer,All_Available,Size_And_Color
TS-021,V00566,Safari,Tablet,Medium,Buyer,All_Available,Size_And_Color
TS-021,V00567,Safari,Tablet,Low,Buyer,All_Available,Size_And_Color
TS-021,V00568,Edge,Desktop,High,Buyer,All_Available,Size_And_Color
TS-021,V00569,Edge,Desktop,Medium,Buyer,All_Available,Size_And_Color
TS-021,V00570,Edge,Desktop,Low,Buyer,All_Available,Size_And_Color
TS-021,V00571,Edge,Mobile,High,Buyer,All_Available,Size_And_Color
TS-021,V00572,Edge,Mobile,Medium,Buyer,All_Available,Size_And_Color
TS-021,V00573,Edge,Mobile,Low,Buyer,All_Available,Size_And_Color
TS-021,V00574,Edge,Tablet,High,Buyer,All_Available,Size_And_Color
TS-021,V00575,Edge,Tablet,Medium,Buyer,All_Available,Size_And_Color
TS-021,V00576,Edge,Tablet,Low,Buyer,All_Available,Size_And_Color
TS-021,V00577,Chrome,Desktop,High,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00578,Chrome,Desktop,Medium,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00579,Chrome,Desktop,Low,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00580,Chrome,Mobile,High,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00581,Chrome,Mobile,Medium,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00582,Chrome,Mobile,Low,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00583,Chrome,Tablet,High,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00584,Chrome,Tablet,Medium,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00585,Chrome,Tablet,Low,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00586,Firefox,Desktop,High,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00587,Firefox,Desktop,Medium,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00588,Firefox,Desktop,Low,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00589,Firefox,Mobile,High,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00590,Firefox,Mobile,Medium,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00591,Firefox,Mobile,Low,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00592,Firefox,Tablet,High,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00593,Firefox,Tablet,Medium,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00594,Firefox,Tablet,Low,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00595,Safari,Desktop,High,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00596,Safari,Desktop,Medium,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00597,Safari,Desktop,Low,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00598,Safari,Mobile,High,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00599,Safari,Mobile,Medium,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00600,Safari,Mobile,Low,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00601,Safari,Tablet,High,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00602,Safari,Tablet,Medium,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00603,Safari,Tablet,Low,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00604,Edge,Desktop,High,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00605,Edge,Desktop,Medium,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00606,Edge,Desktop,Low,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00607,Edge,Mobile,High,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00608,Edge,Mobile,Medium,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00609,Edge,Mobile,Low,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00610,Edge,Tablet,High,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00611,Edge,Tablet,Medium,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00612,Edge,Tablet,Low,Buyer,Some_Out_Of_Stock,Size_And_Color
TS-021,V00613,Chrome,Desktop,High,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00614,Chrome,Desktop,Medium,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00615,Chrome,Desktop,Low,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00616,Chrome,Mobile,High,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00617,Chrome,Mobile,Medium,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00618,Chrome,Mobile,Low,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00619,Chrome,Tablet,High,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00620,Chrome,Tablet,Medium,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00621,Chrome,Tablet,Low,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00622,Firefox,Desktop,High,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00623,Firefox,Desktop,Medium,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00624,Firefox,Desktop,Low,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00625,Firefox,Mobile,High,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00626,Firefox,Mobile,Medium,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00627,Firefox,Mobile,Low,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00628,Firefox,Tablet,High,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00629,Firefox,Tablet,Medium,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00630,Firefox,Tablet,Low,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00631,Safari,Desktop,High,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00632,Safari,Desktop,Medium,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00633,Safari,Desktop,Low,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00634,Safari,Mobile,High,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00635,Safari,Mobile,Medium,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00636,Safari,Mobile,Low,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00637,Safari,Tablet,High,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00638,Safari,Tablet,Medium,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00639,Safari,Tablet,Low,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00640,Edge,Desktop,High,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00641,Edge,Desktop,Medium,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00642,Edge,Desktop,Low,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00643,Edge,Mobile,High,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00644,Edge,Mobile,Medium,Buyer,All_Out_Of_Stock,Size_And_Color
TS-021,V00645,Edge,Mobile,Low,Buyer,All_Out_Of_Stock,Size_And_Color
