Scenario_ID,Variant_ID,Browser,Cart_State,Device,Network_Speed,Product_Variation,Quantity,User_Type
TS-023,V00332,Chrome,Has_Items,Tablet,Medium,Color_Selected,Single,Buyer
TS-023,V00333,Chrome,Has_Items,Tablet,Low,Color_Selected,Single,Buyer
TS-023,V00334,Firefox,Has_Items,Desktop,High,Color_Selected,Single,Buyer
TS-023,V00335,Firefox,Has_Items,Desktop,Medium,Color_Selected,Single,Buyer
TS-023,V00336,Firefox,Has_Items,Desktop,Low,Color_Selected,Single,Buyer
TS-023,V00337,Firefox,Has_Items,Mobile,High,Color_Selected,Single,Buyer
TS-023,V00338,Firefox,Has_Items,Mobile,Medium,Color_Selected,Single,Buyer
TS-023,V00339,Firefox,Has_Items,Mobile,Low,Color_Selected,Single,Buyer
TS-023,V00340,Firefox,Has_Items,Tablet,High,Color_Selected,Single,Buyer
TS-023,V00341,Firefox,Has_Items,Tablet,Medium,Color_Selected,Single,Buyer
TS-023,V00342,Firefox,Has_Items,Tablet,Low,Color_Selected,Single,Buyer
TS-023,V00343,Safari,Has_Items,Desktop,High,Color_Selected,Single,Buyer
TS-023,V00344,Safari,Has_Items,Desktop,Medium,Color_Selected,Single,Buyer
TS-023,V00345,Safari,Has_Items,Desktop,Low,Color_Selected,Single,Buyer
TS-023,V00346,Safari,Has_Items,Mobile,High,Color_Selected,Single,Buyer
TS-023,V00347,Safari,Has_Items,Mobile,Medium,Color_Selected,Single,Buyer
TS-023,V00348,Safari,Has_Items,Mobile,Low,Color_Selected,Single,Buyer
TS-023,V00349,Safari,Has_Items,Tablet,High,Color_Selected,Single,Buyer
TS-023,V00350,Safari,Has_Items,Tablet,Medium,Color_Selected,Single,Buyer
TS-023,V00351,Safari,Has_Items,Tablet,Low,Color_Selected,Single,Buyer
TS-023,V00352,Edge,Has_Items,Desktop,High,Color_Selected,Single,Buyer
TS-023,V00353,Edge,Has_Items,Desktop,Medium,Color_Selected,Single,Buyer
TS-023,V00354,Edge,Has_Items,Desktop,Low,Color_Selected,Single,Buyer
TS-023,V00355,Edge,Has_Items,Mobile,High,Color_Selected,Single,Buyer
TS-023,V00356,Edge,Has_Items,Mobile,Medium,Color_Selected,Single,Buyer
TS-023,V00357,Edge,Has_Items,Mobile,Low,Color_Selected,Single,Buyer
TS-023,V00358,Edge,Has_Items,Tablet,High,Color_Selected,Single,Buyer
TS-023,V00359,Edge,Has_Items,Tablet,Medium,Color_Selected,Single,Buyer
TS-023,V00360,Edge,Has_Items,Tablet,Low,Color_Selected,Single,Buyer
TS-023,V00361,Chrome,Empty,Desktop,High,Color_Selected,Multiple,Buyer
TS-023,V00362,Chrome,Empty,Desktop,Medium,Color_Selected,Multiple,Buyer
TS-023,V00363,Chrome,Empty,Desktop,Low,Color_Selected,Multiple,Buyer
TS-023,V00364,Chrome,Empty,Mobile,High,Color_Selected,Multiple,Buyer
TS-023,V00365,Chrome,Empty,Mobile,Medium,Color_Selected,Multiple,Buyer
TS-023,V00366,Chrome,Empty,Mobile,Low,Color_Selected,Multiple,Buyer
TS-023,V00367,Chrome,Empty,Tablet,High,Color_Selected,Multiple,Buyer
TS-023,V00368,Chrome,Empty,Tablet,Medium,Color_Selected,Multiple,Buyer
TS-023,V00369,Chrome,Empty,Tablet,Low,Color_Selected,Multiple,Buyer
TS-023,V00370,Firefox,Empty,Desktop,High,Color_Selected,Multiple,Buyer
TS-023,V00371,Firefox,Empty,Desktop,Medium,Color_Selected,Multiple,Buyer
TS-023,V00372,Firefox,Empty,Desktop,Low,Color_Selected,Multiple,Buyer
TS-023,V00373,Firefox,Empty,Mobile,High,Color_Selected,Multiple,Buyer
TS-023,V00374,Firefox,Empty,Mobile,Medium,Color_Selected,Multiple,Buyer
TS-023,V00375,Firefox,Empty,Mobile,Low,Color_Selected,Multiple,Buyer
TS-023,V00376,Firefox,Empty,Tablet,High,Color_Selected,Multiple,Buyer
TS-023,V00377,Firefox,Empty,Tablet,Medium,Color_Selected,Multiple,Buyer
TS-023,V00378,Firefox,Empty,Tablet,Low,Color_Selected,Multiple,Buyer
TS-023,V00379,Safari,Empty,Desktop,High,Color_Selected,Multiple,Buyer
TS-023,V00380,Safari,Empty,Desktop,Medium,Color_Selected,Multiple,Buyer
TS-023,V00381,Safari,Empty,Desktop,Low,Color_Selected,Multiple,Buyer
TS-023,V00382,Safari,Empty,Mobile,High,Color_Selected,Multiple,Buyer
TS-023,V00383,Safari,Empty,Mobile,Medium,Color_Selected,Multiple,Buyer
TS-023,V00384,Safari,Empty,Mobile,Low,Color_Selected,Multiple,Buyer
TS-023,V00385,Safari,Empty,Tablet,High,Color_Selected,Multiple,Buyer
TS-023,V00386,Safari,Empty,Tablet,Medium,Color_Selected,Multiple,Buyer
TS-023,V00387,Safari,Empty,Tablet,Low,Color_Selected,Multiple,Buyer
TS-023,V00388,Edge,Empty,Desktop,High,Color_Selected,Multiple,Buyer
TS-023,V00389,Edge,Empty,Desktop,Medium,Color_Selected,Multiple,Buyer
TS-023,V00390,Edge,Empty,Desktop,Low,Color_Selected,Multiple,Buyer
TS-023,V00391,Edge,Empty,Mobile,High,Color_Selected,Multiple,Buyer
TS-023,V00392,Edge,Empty,Mobile,Medium,Color_Selected,Multiple,Buyer
TS-023,V00393,Edge,Empty,Mobile,Low,Color_Selected,Multiple,Buyer
TS-023,V00394,Edge,Empty,Tablet,High,Color_Selected,Multiple,Buyer
TS-023,V00395,Edge,Empty,Tablet,Medium,Color_Selected,Multiple,Buyer
TS-023,V00396,Edge,Empty,Tablet,Low,Color_Selected,Multiple,Buyer
TS-023,V00397,Chrome,Has_Items,Desktop,High,Color_Selected,Multiple,Buyer
TS-023,V00398,Chrome,Has_Items,Desktop,Medium,Color_Selected,Multiple,Buyer
TS-023,V00399,Chrome,Has_Items,Desktop,Low,Color_Selected,Multiple,Buyer
TS-023,V00400,Chrome,Has_Items,Mobile,High,Color_Selected,Multiple,Buyer
TS-023,V00401,Chrome,Has_Items,Mobile,Medium,Color_Selected,Multiple,Buyer
TS-023,V00402,Chrome,Has_Items,Mobile,Low,Color_Selected,Multiple,Buyer
TS-023,V00403,Chrome,Has_Items,Tablet,High,Color_Selected,Multiple,Buyer
TS-023,V00404,Chrome,Has_Items,Tablet,Medium,Color_Selected,Multiple,Buyer
TS-023,V00405,Chrome,Has_Items,Tablet,Low,Color_Selected,Multiple,Buyer
TS-023,V00406,Firefox,Has_Items,Desktop,High,Color_Selected,Multiple,Buyer
TS-023,V00407,Firefox,Has_Items,Desktop,Medium,Color_Selected,Multiple,Buyer
TS-023,V00408,Firefox,Has_Items,Desktop,Low,Color_Selected,Multiple,Buyer
TS-023,V00409,Firefox,Has_Items,Mobile,High,Color_Selected,Multiple,Buyer
TS-023,V00410,Firefox,Has_Items,Mobile,Medium,Color_Selected,Multiple,Buyer
TS-023,V00411,Firefox,Has_Items,Mobile,Low,Color_Selected,Multiple,Buyer
TS-023,V00412,Firefox,Has_Items,Tablet,High,Color_Selected,Multiple,Buyer
TS-023,V00413,Firefox,Has_Items,Tablet,Medium,Color_Selected,Multiple,Buyer
TS-023,V00414,Firefox,Has_Items,Tablet,Low,Color_Selected,Multiple,Buyer
TS-023,V00415,Safari,Has_Items,Desktop,High,Color_Selected,Multiple,Buyer
TS-023,V00416,Safari,Has_Items,Desktop,Medium,Color_Selected,Multiple,Buyer
TS-023,V00417,Safari,Has_Items,Desktop,Low,Color_Selected,Multiple,Buyer
TS-023,V00418,Safari,Has_Items,Mobile,High,Color_Selected,Multiple,Buyer
TS-023,V00419,Safari,Has_Items,Mobile,Medium,Color_Selected,Multiple,Buyer
TS-023,V00420,Safari,Has_Items,Mobile,Low,Color_Selected,Multiple,Buyer
TS-023,V00421,Safari,Has_Items,Tablet,High,Color_Selected,Multiple,Buyer
TS-023,V00422,Safari,Has_Items,Tablet,Medium,Color_Selected,Multiple,Buyer
TS-023,V00423,Safari,Has_Items,Tablet,Low,Color_Selected,Multiple,Buyer
TS-023,V00424,Edge,Has_Items,Desktop,High,Color_Selected,Multiple,Buyer
TS-023,V00425,Edge,Has_Items,Desktop,Medium,Color_Selected,Multiple,Buyer
TS-023,V00426,Edge,Has_Items,Desktop,Low,Color_Selected,Multiple,Buyer
TS-023,V00427,Edge,Has_Items,Mobile,High,Color_Selected,Multiple,Buyer
TS-023,V00428,Edge,Has_Items,Mobile,Medium,Color_Selected,Multiple,Buyer
TS-023,V00429,Edge,Has_Items,Mobile,Low,Color_Selected,Multiple,Buyer
TS-023,V00430,Edge,Has_Items,Tablet,High,Color_Selected,Multiple,Buyer
TS-023,V00431,Edge,Has_Items,Tablet,Medium,Color_Selected,Multiple,Buyer
TS-023,V00432,Edge,Has_Items,Tablet,Low,Color_Selected,Multiple,Buyer
TS-023,V00433,Chrome,Empty,Desktop,High,Size_And_Color,Single,Buyer
TS-023,V00434,Chrome,Empty,Desktop,Medium,Size_And_Color,Single,Buyer
TS-023,V00435,Chrome,Empty,Desktop,Low,Size_And_Color,Single,Buyer
TS-023,V00436,Chrome,Empty,Mobile,High,Size_And_Color,Single,Buyer
TS-023,V00437,Chrome,Empty,Mobile,Medium,Size_And_Color,Single,Buyer
TS-023,V00438,Chrome,Empty,Mobile,Low,Size_And_Color,Single,Buyer
TS-023,V00439,Chrome,Empty,Tablet,High,Size_And_Color,Single,Buyer
TS-023,V00440,Chrome,Empty,Tablet,Medium,Size_And_Color,Single,Buyer
TS-023,V00441,Chrome,Empty,Tablet,Low,Size_And_Color,Single,Buyer
TS-023,V00442,Firefox,Empty,Desktop,High,Size_And_Color,Single,Buyer
TS-023,V00443,Firefox,Empty,Desktop,Medium,Size_And_Color,Single,Buyer
TS-023,V00444,Firefox,Empty,Desktop,Low,Size_And_Color,Single,Buyer
TS-023,V00445,Firefox,Empty,Mobile,High,Size_And_Color,Single,Buyer
TS-023,V00446,Firefox,Empty,Mobile,Medium,Size_And_Color,Single,Buyer
TS-023,V00447,Firefox,Empty,Mobile,Low,Size_And_Color,Single,Buyer
TS-023,V00448,Firefox,Empty,Tablet,High,Size_And_Color,Single,Buyer
TS-023,V00449,Firefox,Empty,Tablet,Medium,Size_And_Color,Single,Buyer
TS-023,V00450,Firefox,Empty,Tablet,Low,Size_And_Color,Single,Buyer
TS-023,V00451,Safari,Empty,Desktop,High,Size_And_Color,Single,Buyer
TS-023,V00452,Safari,Empty,Desktop,Medium,Size_And_Color,Single,Buyer
TS-023,V00453,Safari,Empty,Desktop,Low,Size_And_Color,Single,Buyer
TS-023,V00454,Safari,Empty,Mobile,High,Size_And_Color,Single,Buyer
TS-023,V00455,Safari,Empty,Mobile,Medium,Size_And_Color,Single,Buyer
TS-023,V00456,Safari,Empty,Mobile,Low,Size_And_Color,Single,Buyer
TS-023,V00457,Safari,Empty,Tablet,High,Size_And_Color,Single,Buyer
TS-023,V00458,Safari,Empty,Tablet,Medium,Size_And_Color,Single,Buyer
TS-023,V00459,Safari,Empty,Tablet,Low,Size_And_Color,Single,Buyer
TS-023,V00460,Edge,Empty,Desktop,High,Size_And_Color,Single,Buyer
TS-023,V00461,Edge,Empty,Desktop,Medium,Size_And_Color,Single,Buyer
TS-023,V00462,Edge,Empty,Desktop,Low,Size_And_Color,Single,Buyer
TS-023,V00463,Edge,Empty,Mobile,High,Size_And_Color,Single,Buyer
TS-023,V00464,Edge,Empty,Mobile,Medium,Size_And_Color,Single,Buyer
TS-023,V00465,Edge,Empty,Mobile,Low,Size_And_Color,Single,Buyer
TS-023,V00466,Edge,Empty,Tablet,High,Size_And_Color,Single,Buyer
TS-023,V00467,Edge,Empty,Tablet,Medium,Size_And_Color,Single,Buyer
TS-023,V00468,Edge,Empty,Tablet,Low,Size_And_Color,Single,Buyer
TS-023,V00469,Chrome,Has_Items,Desktop,High,Size_And_Color,Single,Buyer
TS-023,V00470,Chrome,Has_Items,Desktop,Medium,Size_And_Color,Single,Buyer
TS-023,V00471,Chrome,Has_Items,Desktop,Low,Size_And_Color,Single,Buyer
TS-023,V00472,Chrome,Has_Items,Mobile,High,Size_And_Color,Single,Buyer
TS-023,V00473,Chrome,Has_Items,Mobile,Medium,Size_And_Color,Single,Buyer
TS-023,V00474,Chrome,Has_Items,Mobile,Low,Size_And_Color,Single,Buyer
TS-023,V00475,Chrome,Has_Items,Tablet,High,Size_And_Color,Single,Buyer
TS-023,V00476,Chrome,Has_Items,Tablet,Medium,Size_And_Color,Single,Buyer
TS-023,V00477,Chrome,Has_Items,Tablet,Low,Size_And_Color,Single,Buyer
TS-023,V00478,Firefox,Has_Items,Desktop,High,Size_And_Color,Single,Buyer
TS-023,V00479,Firefox,Has_Items,Desktop,Medium,Size_And_Color,Single,Buyer
TS-023,V00480,Firefox,Has_Items,Desktop,Low,Size_And_Color,Single,Buyer
TS-023,V00481,Firefox,Has_Items,Mobile,High,Size_And_Color,Single,Buyer
TS-023,V00482,Firefox,Has_Items,Mobile,Medium,Size_And_Color,Single,Buyer
TS-023,V00483,Firefox,Has_Items,Mobile,Low,Size_And_Color,Single,Buyer
TS-023,V00484,Firefox,Has_Items,Tablet,High,Size_And_Color,Single,Buyer
TS-023,V00485,Firefox,Has_Items,Tablet,Medium,Size_And_Color,Single,Buyer
TS-023,V00486,Firefox,Has_Items,Tablet,Low,Size_And_Color,Single,Buyer
TS-023,V00487,Safari,Has_Items,Desktop,High,Size_And_Color,Single,Buyer
TS-023,V00488,Safari,Has_Items,Desktop,Medium,Size_And_Color,Single,Buyer
TS-023,V00489,Safari,Has_Items,Desktop,Low,Size_And_Color,Single,Buyer
TS-023,V00490,Safari,Has_Items,Mobile,High,Size_And_Color,Single,Buyer
TS-023,V00491,Safari,Has_Items,Mobile,Medium,Size_And_Color,Single,Buyer
TS-023,V00492,Safari,Has_Items,Mobile,Low,Size_And_Color,Single,Buyer
TS-023,V00493,Safari,Has_Items,Tablet,High,Size_And_Color,Single,Buyer
TS-023,V00494,Safari,Has_Items,Tablet,Medium,Size_And_Color,Single,Buyer
TS-023,V00495,Safari,Has_Items,Tablet,Low,Size_And_Color,Single,Buyer
TS-023,V00496,Edge,Has_Items,Desktop,High,Size_And_Color,Single,Buyer
TS-023,V00497,Edge,Has_Items,Desktop,Medium,Size_And_Color,Single,Buyer
TS-023,V00498,Edge,Has_Items,Desktop,Low,Size_And_Color,Single,Buyer
TS-023,V00499,Edge,Has_Items,Mobile,High,Size_And_Color,Single,Buyer
TS-023,V00500,Edge,Has_Items,Mobile,Medium,Size_And_Color,Single,Buyer
TS-023,V00501,Edge,Has_Items,Mobile,Low,Size_And_Color,Single,Buyer
TS-023,V00502,Edge,Has_Items,Tablet,High,Size_And_Color,Single,Buyer
TS-023,V00503,Edge,Has_Items,Tablet,Medium,Size_And_Color,Single,Buyer
TS-023,V00504,Edge,Has_Items,Tablet,Low,Size_And_Color,Single,Buyer
TS-023,V00505,Chrome,Empty,Desktop,High,Size_And_Color,Multiple,Buyer
TS-023,V00506,Chrome,Empty,Desktop,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00507,Chrome,Empty,Desktop,Low,Size_And_Color,Multiple,Buyer
TS-023,V00508,Chrome,Empty,Mobile,High,Size_And_Color,Multiple,Buyer
TS-023,V00509,Chrome,Empty,Mobile,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00510,Chrome,Empty,Mobile,Low,Size_And_Color,Multiple,Buyer
TS-023,V00511,Chrome,Empty,Tablet,High,Size_And_Color,Multiple,Buyer
TS-023,V00512,Chrome,Empty,Tablet,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00513,Chrome,Empty,Tablet,Low,Size_And_Color,Multiple,Buyer
TS-023,V00514,Firefox,Empty,Desktop,High,Size_And_Color,Multiple,Buyer
TS-023,V00515,Firefox,Empty,Desktop,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00516,Firefox,Empty,Desktop,Low,Size_And_Color,Multiple,Buyer
TS-023,V00517,Firefox,Empty,Mobile,High,Size_And_Color,Multiple,Buyer
TS-023,V00518,Firefox,Empty,Mobile,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00519,Firefox,Empty,Mobile,Low,Size_And_Color,Multiple,Buyer
TS-023,V00520,Firefox,Empty,Tablet,High,Size_And_Color,Multiple,Buyer
TS-023,V00521,Firefox,Empty,Tablet,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00522,Firefox,Empty,Tablet,Low,Size_And_Color,Multiple,Buyer
TS-023,V00523,Safari,Empty,Desktop,High,Size_And_Color,Multiple,Buyer
TS-023,V00524,Safari,Empty,Desktop,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00525,Safari,Empty,Desktop,Low,Size_And_Color,Multiple,Buyer
TS-023,V00526,Safari,Empty,Mobile,High,Size_And_Color,Multiple,Buyer
TS-023,V00527,Safari,Empty,Mobile,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00528,Safari,Empty,Mobile,Low,Size_And_Color,Multiple,Buyer
TS-023,V00529,Safari,Empty,Tablet,High,Size_And_Color,Multiple,Buyer
TS-023,V00530,Safari,Empty,Tablet,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00531,Safari,Empty,Tablet,Low,Size_And_Color,Multiple,Buyer
TS-023,V00532,Edge,Empty,Desktop,High,Size_And_Color,Multiple,Buyer
TS-023,V00533,Edge,Empty,Desktop,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00534,Edge,Empty,Desktop,Low,Size_And_Color,Multiple,Buyer
TS-023,V00535,Edge,Empty,Mobile,High,Size_And_Color,Multiple,Buyer
TS-023,V00536,Edge,Empty,Mobile,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00537,Edge,Empty,Mobile,Low,Size_And_Color,Multiple,Buyer
TS-023,V00538,Edge,Empty,Tablet,High,Size_And_Color,Multiple,Buyer
TS-023,V00539,Edge,Empty,Tablet,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00540,Edge,Empty,Tablet,Low,Size_And_Color,Multiple,Buyer
TS-023,V00541,Chrome,Has_Items,Desktop,High,Size_And_Color,Multiple,Buyer
TS-023,V00542,Chrome,Has_Items,Desktop,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00543,Chrome,Has_Items,Desktop,Low,Size_And_Color,Multiple,Buyer
TS-023,V00544,Chrome,Has_Items,Mobile,High,Size_And_Color,Multiple,Buyer
TS-023,V00545,Chrome,Has_Items,Mobile,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00546,Chrome,Has_Items,Mobile,Low,Size_And_Color,Multiple,Buyer
TS-023,V00547,Chrome,Has_Items,Tablet,High,Size_And_Color,Multiple,Buyer
TS-023,V00548,Chrome,Has_Items,Tablet,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00549,Chrome,Has_Items,Tablet,Low,Size_And_Color,Multiple,Buyer
TS-023,V00550,Firefox,Has_Items,Desktop,High,Size_And_Color,Multiple,Buyer
TS-023,V00551,Firefox,Has_Items,Desktop,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00552,Firefox,Has_Items,Desktop,Low,Size_And_Color,Multiple,Buyer
TS-023,V00553,Firefox,Has_Items,Mobile,High,Size_And_Color,Multiple,Buyer
TS-023,V00554,Firefox,Has_Items,Mobile,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00555,Firefox,Has_Items,Mobile,Low,Size_And_Color,Multiple,Buyer
TS-023,V00556,Firefox,Has_Items,Tablet,High,Size_And_Color,Multiple,Buyer
TS-023,V00557,Firefox,Has_Items,Tablet,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00558,Firefox,Has_Items,Tablet,Low,Size_And_Color,Multiple,Buyer
TS-023,V00559,Safari,Has_Items,Desktop,High,Size_And_Color,Multiple,Buyer
TS-023,V00560,Safari,Has_Items,Desktop,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00561,Safari,Has_Items,Desktop,Low,Size_And_Color,Multiple,Buyer
TS-023,V00562,Safari,Has_Items,Mobile,High,Size_And_Color,Multiple,Buyer
TS-023,V00563,Safari,Has_Items,Mobile,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00564,Safari,Has_Items,Mobile,Low,Size_And_Color,Multiple,Buyer
TS-023,V00565,Safari,Has_Items,Tablet,High,Size_And_Color,Multiple,Buyer
TS-023,V00566,Safari,Has_Items,Tablet,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00567,Safari,Has_Items,Tablet,Low,Size_And_Color,Multiple,Buyer
TS-023,V00568,Edge,Has_Items,Desktop,High,Size_And_Color,Multiple,Buyer
TS-023,V00569,Edge,Has_Items,Desktop,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00570,Edge,Has_Items,Desktop,Low,Size_And_Color,Multiple,Buyer
TS-023,V00571,Edge,Has_Items,Mobile,High,Size_And_Color,Multiple,Buyer
TS-023,V00572,Edge,Has_Items,Mobile,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00573,Edge,Has_Items,Mobile,Low,Size_And_Color,Multiple,Buyer
TS-023,V00574,Edge,Has_Items,Tablet,High,Size_And_Color,Multiple,Buyer
TS-023,V00575,Edge,Has_Items,Tablet,Medium,Size_And_Color,Multiple,Buyer
TS-023,V00576,Edge,Has_Items,Tablet,Low,Size_And_Color,Multiple,Buyer
